Course	Room	Teacher	Time	Days	Students
3	29	51	(0, 3)	F	
4	19	817	(0, 3)	TH	
5	6	364	(6, 8)	MWF	10
6	19	301	(9, 10)	TTHF	84
12	30	19	(0, 3)	F	
14	24	128	(0, 1)	MWF	4
15	19	85	(8, 10)	MW	57
16	12	222	(5, 6)	MW	39 95
17	23	416	(9, 10)	TTH	
19	30	12	(13, 14)	TTH	
20	15	607	(5, 6)	TTHF	
21	27	610	(9, 10)	TTH	
24	7	681	(13, 14)	MWF	74
25	26	579	(13, 14)	TTH	
28	3	922	(11, 12)	TTHF	44 79
29	3	591	(10, 13)	W	
30	19	655	(0, 3)	T	
31	12	34	(3, 4)	TTH	
34	16	31	(13, 14)	MW	40
35	8	729	(13, 14)	MW	
38	2	528	(9, 12)	W	16
40	8	755	(0, 2)	MWF	8 55
41	22	586	(11, 13)	MW	17
42	12	772	(11, 13)	MW	49 82
45	18	987	(8, 10)	TTH	91
46	5	293	(6, 7)	TTH	
49	21	48	(2, 4)	TTH	82
50	3	638	(2, 3)	TTH	
53	29	207	(3, 6)	MW	
56	3	696	(9, 10)	TTHF	41
64	3	91	(13, 14)	TTH	70
65	2	344	(6, 7)	TTH	29
68	29	873	(0, 2)	TTH	15
69	6	303	(0, 3)	MW	3
71	13	428	(11, 14)	TTH	69
72	28	107	(11, 14)	TTH	98
73	17	739	(7, 9)	TTHF	76
75	13	531	(0, 1)	TTHF	49
79	30	172	(7, 8)	MWF	89
80	6	662	(7, 10)	TH	
83	2	215	(0, 2)	MWF	1
85	17	15	(3, 4)	MWF	36
87	17	188	(10, 11)	TTHF	82
95	9	445	(3, 4)	MWF	10
96	29	641	(4, 6)	TTHF	17
98	16	760	(6, 8)	MWF	34
100	3	609	(0, 1)	MWF	66
106	11	854	(7, 10)	MW	68
108	18	551	(8, 10)	MWF	
109	18	379	(13, 14)	TTHF	83
111	24	123	(0, 2)	TTH	9
113	26	673	(13, 14)	MWF	64
117	1	935	(0, 3)	MW	12
120	12	237	(0, 2)	TTH	73
121	30	375	(0, 2)	TTH	53
123	17	111	(5, 6)	MWF	
124	21	394	(2, 5)	F	
125	14	110	(2, 4)	TTH	46
127	6	268	(11, 14)	T	24
130	5	955	(3, 4)	MWF	42 97
138	5	193	(12, 13)	MWF	67
139	23	716	(11, 13)	MW	52
140	25	360	(4, 5)	TTHF	60 98
141	19	255	(0, 1)	MWF	28
142	6	151	(11, 14)	TH	
143	23	748	(0, 3)	F	
144	18	221	(4, 5)	MWF	
145	16	496	(3, 5)	TTH	45 68
149	25	241	(11, 12)	TTHF	26
150	29	846	(11, 13)	MWF	10
151	6	142	(7, 10)	T	
153	4	423	(3, 4)	TTH	71
154	5	63	(0, 2)	MWF	33
157	6	746	(2, 5)	F	
160	10	507	(11, 14)	TTH	74
161	24	576	(2, 5)	F	
162	12	979	(10, 11)	TTHF	62
163	25	146	(2, 3)	TTHF	25
168	21	296	(0, 1)	TTHF	79
170	23	76	(6, 8)	TTH	95
171	3	750	(6, 9)	MW	4
176	6	447	(11, 14)	F	
183	5	851	(5, 7)	MWF	74
185	24	971	(6, 9)	F	
193	5	138	(0, 2)	TTH	74
194	10	459	(9, 10)	TTHF	71
203	17	631	(10, 12)	MW	86
204	25	264	(9, 10)	TTH	49
207	27	53	(11, 13)	TTHF	
209	4	195	(5, 8)	TTH	39
210	19	666	(11, 13)	TTHF	85
212	2	771	(3, 5)	MW	4
218	6	606	(11, 13)	MW	14
227	2	57	(13, 14)	TTHF	18
228	8	939	(6, 8)	MWF	16 67
232	28	686	(4, 7)	TTH	92
233	24	718	(5, 6)	MW	2 55
236	15	279	(0, 1)	MWF	2
237	1	120	(4, 6)	MW	13
241	25	149	(13, 14)	TTHF	32
244	25	93	(6, 8)	TTH	30
250	17	618	(0, 2)	TTH	72
254	22	26	(2, 4)	MW	6 21
