Course	Room	Teacher	Time	Days	Students
1	1	3	(0, 2)	MW	3 8 9 17 24 25 27 28 34 37 41 42 44 52 53 54 55 59 60 62 63 64 67 68 69 71 78 83 84 87 90 92 95 96 100
2	16	8	(3, 5)	MW	8 17 21 24 26 30 36 37 44 69 70 72 79 86 95 97
3	2	1	(3, 4)	MWF	3 7 9 14 18 25 32 46 47 60 74 76 77 80 88 99 100
4	9	10	(0, 2)	MW	1 5 7 18 20 23 26 31 32 33 35 40 43 48 49 58 61 65 72 79 80 82 85 86 88 89 94 98
5	1	9	(5, 6)	MWF	1 4 7 13 16 19 22 27 38 43 51 60 64 67 75 80 81 82 84 85 87 89 91 94 96
6	22	7	(3, 4)	MWF	2 4 5 11 15 19 20 22 27 28 29 31 33 35 40 41 43 56 59 66 67 68 78 81 84 89
7	23	6	(3, 4)	MWF	13 23 34 39 49 51 52 54 55 58 61 64 75 82 83 85 90 91 94 96
8	17	2	(3, 5)	MW	6 10 12 45 48 50 53 57 62 63 65 71 73 92 93 98
9	2	5	(0, 2)	MW	2 4 6 11 12 13 14 16 21 22 36 38 56 66 70 73 74 75 77 91 97 99
10	9	4	(5, 7)	MW	15 20 23 29 33 39 40 42 46 47 52 55 61 68 76 78 90 99 100
