Course	Room	Teacher	Time	Days	Students
1	1	46	(0, 1)	MW	15 20 38 42 46 80 98
2	26	8	(6, 8)	TTH	26 52 66 70 88 89
3	11	59	(7, 8)	MW	24 92
4	25	90	(9, 11)	MWF	1 33
5	26	82	(0, 1)	MW	43 50 75 90
6	2	77	(0, 2)	MW	1 5 87 94
7	4	75	(12, 14)	MW	50 85
8	26	2	(4, 5)	TTHF	16 31 67 87
9	6	60	(2, 4)	MW	15 35 91
10	6	94	(10, 13)	M	61
11	10	55	(3, 5)	MWF	79
12	19	50	(2, 3)	MWF	10 19 49 60 73 80
13	19	58	(10, 11)	MWF	44 75 86 90
14	15	18	(2, 3)	MWF	16 43 55 89 90
15	20	42	(0, 1)	MWF	33
16	25	64	(6, 7)	TTHF	
17	24	67	(5, 6)	MWF	29 72 81 95
18	14	14	(7, 9)	MW	34 87
19	1	47	(7, 10)	MW	27 45 84 96
20	25	62	(12, 14)	MWF	2 74 91
21	15	73	(4, 6)	MW	13 31 33 34 38 66
22	5	45	(12, 13)	MWF	86 95 99 100
23	19	86	(12, 14)	MWF	7 37
24	10	93	(0, 2)	MWF	24 64 76
25	18	44	(3, 5)	TTH	44
26	5	78	(2, 5)	MW	12 26
27	18	34	(10, 11)	MW	30 55
28	19	85	(0, 1)	MW	17 29 40 60 92
29	25	80	(5, 8)	MW	19 36 77
30	4	35	(7, 9)	MW	7 46 58 61 89
31	12	100	(0, 3)	MW	28
32	19	87	(4, 5)	MWF	41 52 59
33	18	48	(0, 1)	MWF	26
34	19	27	(4, 5)	TTH	19 22 53 69 83 94 100
35	4	30	(0, 1)	MWF	4 13
36	27	57	(0, 1)	MWF	78
37	1	72	(0, 3)	TTH	5 76 80
38	3	39	(12, 13)	MWF	98
39	2	38	(3, 4)	MWF	4 37 48
40	2	81	(5, 7)	MW	
41	13	61	(0, 2)	MW	2 23 56 71 99
42	21	15	(0, 2)	MW	22 77
43	25	83	(3, 5)	TTH	9 56 82
44	18	25	(5, 6)	MWF	9 50 53
45	7	22	(0, 2)	MW	68 93
46	1	1	(13, 14)	TTH	25 62 65 70
47	1	19	(7, 9)	TTHF	4 23 31 77 83
48	18	33	(12, 13)	MWF	41 90 97
49	8	95	(7, 10)	MW	74
50	16	12	(0, 1)	MWF	72
51	18	99	(9, 10)	TTHF	45 74
52	4	56	(0, 3)	TTH	42 71
53	5	69	(0, 1)	MWF	6 88 96
54	1	89	(10, 12)	TTHF	5 39
55	8	11	(0, 2)	MWF	25 44 48 67 79
56	4	52	(3, 6)	MW	2 54 63 76
57	27	36	(4, 6)	MW	7 8 22 28 64 67
58	18	13	(7, 8)	MWF	13 28
59	12	3	(7, 8)	MW	6 29 51 66
60	1	9	(4, 6)	TTH	6 8 34 58 73
61	13	41	(3, 4)	MWF	30 84
62	25	20	(9, 12)	TTH	28 35 97
63	24	74	(9, 10)	MW	41 48 85
64	25	16	(2, 4)	MW	11
65	12	98	(4, 6)	MW	14 73 75 98
66	1	76	(11, 14)	MW	35 60 62 73
67	24	17	(3, 4)	MWF	9 24 62
68	26	96	(4, 6)	MW	1 3 10 40 61
69	7	53	(3, 4)	MWF	17 46 69
70	7	84	(5, 7)	MWF	21
71	3	91	(0, 3)	MW	21 57
72	1	37	(4, 6)	MWF	23 55 68 93 99
73	14	21	(0, 2)	MW	3 58
74	24	63	(7, 8)	MW	12 78
75	4	7	(10, 11)	MWF	17 53 59 78 89
76	6	66	(5, 7)	MWF	
77	3	6	(5, 7)	MW	37 49
78	8	26	(3, 6)	MW	32 86
79	24	92	(0, 2)	MW	18 36 39 54 82
80	26	29	(7, 10)	MW	18 39 43 47 83
81	1	40	(2, 3)	MWF	51 83 92
82	26	5	(0, 3)	T	11 35 41 47 52 68
83	26	43	(2, 3)	MWF	6 14 20 40 42 98
84	2	70	(8, 11)	MW	38 54 71
85	19	28	(6, 7)	TTH	27 74 81 94
86	19	23	(7, 9)	MWF	63 79 95
87	19	32	(0, 1)	TTHF	12 15 57 62 69 86
88	3	97	(8, 11)	MW	50 56 67
89	5	54	(6, 8)	MWF	65
90	25	4	(0, 2)	TTHF	9
91	9	71	(4, 6)	MWF	47
92	24	79	(11, 13)	MW	57
93	10	24	(7, 9)	MWF	8 25 30 97
94	6	10	(0, 1)	MW	95
95	9	49	(7, 10)	MW	31 32 42
96	26	68	(11, 13)	MW	19 45 80 84 88
97	9	88	(0, 3)	MW	8 100
98	11	65	(0, 1)	MWF	11 66
99	18	51	(2, 4)	MW	27 85
100	11	31	(3, 6)	MW	18 70
