Course	Room	Teacher	Time	Days	Students
39	16	7275	(7, 10)	M	
44	11	376	(7, 10)	F	
47	8	2170	(0, 2)	MW	6
53	13	2248	(2, 3)	TTH	
68	3	6763	(4, 7)	TH	
77	29	7899	(0, 2)	MW	
105	27	9308	(3, 6)	W	
107	11	2354	(0, 3)	TTH	
116	3	1870	(4, 7)	F	
137	21	898	(4, 6)	TTH	78
157	22	1555	(5, 7)	MWF	4
164	25	2384	(12, 14)	MW	36
166	29	3022	(0, 3)	F	
175	8	2022	(10, 13)	TH	
189	4	8255	(0, 3)	F	
202	1	1411	(7, 9)	MWF	13
207	8	2890	(0, 3)	F	
219	25	4052	(3, 4)	TTH	67
232	8	5293	(4, 7)	F	
242	20	9642	(10, 12)	MW	62
245	7	7656	(10, 11)	MWF	
268	8	553	(10, 13)	T	37
276	28	2256	(9, 11)	TTH	33
306	7	4463	(5, 8)	F	
317	12	4495	(10, 13)	F	
324	22	4183	(4, 5)	TTH	79
341	17	650	(11, 13)	MW	
356	18	5356	(0, 2)	TTH	
386	4	4634	(4, 6)	MWF	36
389	16	2168	(7, 9)	TTHF	28
464	6	4313	(11, 14)	MW	68
516	4	7443	(4, 6)	TTH	68
522	3	3749	(2, 3)	MWF	68
556	6	9931	(3, 5)	TTH	76
560	30	7788	(6, 8)	MW	56
581	16	344	(0, 2)	MWF	17
590	16	3392	(5, 6)	MWF	
609	18	9476	(12, 13)	MWF	52
700	23	7892	(2, 5)	TTH	75
784	29	929	(9, 11)	TTH	
815	27	2126	(0, 2)	TTH	85
834	9	9159	(0, 1)	MWF	59
884	24	3101	(0, 2)	TTH	43
885	8	4658	(13, 14)	MWF	38
904	1	8618	(3, 4)	MWF	12
965	12	5139	(0, 2)	TTH	13
967	9	2974	(7, 9)	MWF	70
1008	20	165	(5, 6)	MWF	51
1015	23	9344	(13, 14)	TTH	86
1025	4	99	(7, 9)	TTH	72
1035	12	9063	(3, 4)	MWF	5
1071	14	6766	(5, 7)	MW	26
1206	19	3370	(8, 9)	TTHF	58 65
1239	19	287	(12, 13)	TTHF	60
1242	5	6188	(0, 2)	TTH	22
1248	21	7508	(8, 10)	TTHF	73 87
1280	30	1060	(0, 3)	TTH	81
1285	20	8907	(12, 14)	TTH	
1292	22	2255	(6, 8)	TTH	38
1317	9	6503	(13, 14)	TTH	79
1382	15	8989	(9, 10)	MWF	27
1385	1	7074	(12, 14)	MWF	
1412	27	5391	(3, 6)	M	47
1427	7	2340	(0, 2)	TTH	50
1475	3	5675	(8, 10)	TTHF	30
1503	20	9634	(10, 11)	TTHF	
1528	17	8206	(5, 7)	MWF	9
1596	18	6885	(3, 5)	MWF	44
1621	19	3441	(5, 7)	MWF	
1668	19	5686	(12, 13)	MW	54
1669	24	3347	(13, 14)	MW	61
1684	29	7917	(0, 3)	TH	79
1689	10	1910	(9, 12)	TH	71
1706	30	3961	(11, 12)	TTH	87
1707	28	6856	(0, 2)	TTH	37
1713	16	7411	(13, 14)	MWF	34
1851	1	1558	(4, 7)	TTH	15
1878	6	5900	(6, 8)	TTH	84
1896	24	4308	(0, 3)	F	99
1957	15	7512	(8, 10)	TTH	
1967	14	5272	(12, 14)	MW	30
1968	1	8999	(12, 14)	TTH	17
2015	28	9137	(3, 4)	MWF	10
2034	24	5217	(6, 9)	MW	35
2111	11	8127	(6, 8)	MW	
2114	28	2717	(12, 14)	TTH	45
2118	15	9587	(5, 8)	F	
2140	9	2323	(2, 4)	TTHF	74
2156	6	3829	(9, 11)	TTHF	
2249	9	8094	(2, 4)	MW	65
2303	2	6256	(0, 1)	MW	
2305	2	2845	(12, 14)	TTH	9
2321	19	3008	(4, 7)	TTH	61
2413	7	226	(3, 6)	TTH	50
2414	20	1931	(0, 2)	TTH	63
2470	10	2905	(9, 12)	T	
2475	10	6426	(10, 11)	MWF	24
2520	24	7147	(4, 5)	MWF	32
2532	30	8389	(12, 13)	MWF	66
2539	25	8585	(12, 14)	TTHF	41
2564	19	9059	(8, 11)	MW	52
2575	17	4931	(0, 1)	MWF	5
2636	29	7236	(4, 5)	TTH	44
2649	7	2445	(7, 10)	TTH	55
2661	14	1392	(5, 6)	TTHF	34
2689	9	944	(0, 1)	TTH	76
2697	28	5901	(10, 12)	MWF	
2707	17	7146	(10, 11)	TTH	
2713	26	8349	(8, 10)	MW	10
2730	30	6367	(9, 11)	MWF	61
2751	19	1284	(0, 1)	MWF	35
2788	21	4845	(3, 5)	MWF	63
2794	29	2361	(0, 3)	T	
2815	4	5368	(7, 9)	MWF	51
2816	27	6004	(3, 5)	TTHF	59
2834	10	2583	(12, 13)	MWF	25
2870	20	5145	(3, 4)	MWF	42
2959	3	3164	(4, 7)	MW	2
3046	5	6916	(6, 8)	TTHF	23
3067	3	883	(11, 12)	MWF	7
3079	29	1467	(6, 8)	TTH	54
3144	19	1617	(0, 1)	TTH	78
3186	17	3437	(8, 10)	MWF	11 19
3193	10	9260	(8, 9)	MW	15
3247	13	8621	(2, 3)	MWF	20
3282	4	5275	(0, 3)	TTH	66
3336	29	8930	(3, 5)	MW	23
3417	10	6655	(0, 3)	TTH	
3436	14	907	(0, 2)	MWF	95
3476	13	4381	(12, 13)	TTHF	
3495	1	1388	(10, 11)	MWF	13
3502	2	4897	(11, 13)	MWF	3
3557	14	4657	(9, 11)	TTH	44
3578	29	7778	(12, 14)	TTH	57
3672	12	174	(8, 9)	MWF	12
3673	15	7979	(5, 7)	TTH	39
3686	6	8174	(4, 5)	MWF	56
3709	8	6555	(3, 5)	TTH	23
3822	15	1635	(11, 13)	TTHF	47
3848	5	729	(2, 3)	MWF	2
3872	19	5424	(2, 4)	MW	46
3878	18	2602	(8, 11)	TTH	
3890	22	6546	(3, 4)	MWF	4
3915	5	9596	(8, 10)	MW	
3932	5	1393	(11, 14)	TH	
3938	2	7399	(0, 1)	TTHF	7
3954	17	2500	(8, 9)	TTH	17
3961	10	1706	(2, 3)	MW	7
3966	5	3607	(3, 5)	TTH	38
3984	8	1321	(0, 2)	TTH	9
4052	18	219	(8, 11)	F	78
4078	3	8851	(4, 7)	T	20
4098	29	3037	(9, 11)	MWF	40
4187	5	5121	(9, 10)	TTHF	32
4246	26	5214	(3, 6)	W	52
4264	13	8409	(0, 1)	TTH	46
4343	30	731	(0, 1)	MWF	2
4353	27	3114	(0, 2)	MWF	45
4400	27	7731	(7, 9)	MW	48 98
4453	27	3343	(13, 14)	MWF	62
4487	15	8928	(2, 4)	TTHF	
4494	25	4292	(3, 4)	MWF	
4503	13	4749	(9, 11)	TTHF	
4519	20	2665	(7, 9)	TTHF	
4548	24	4895	(0, 3)	MW	8
4553	8	8953	(10, 12)	MWF	8
4673	3	3206	(0, 1)	MWF	
4698	8	194	(3, 6)	MW	3
4729	5	2288	(6, 7)	MW	33
4739	4	5431	(10, 13)	MW	
4757	26	3625	(4, 7)	M	7
4770	28	5309	(8, 9)	MW	20
4776	9	5966	(10, 12)	MWF	70
4829	26	633	(3, 4)	TTHF	28
4830	23	5134	(4, 5)	MWF	64
4891	18	5773	(3, 5)	TTH	63
4936	26	2563	(11, 13)	TTH	26 89
4972	18	7973	(6, 7)	TTHF	
4980	25	3071	(0, 2)	TTH	53
4983	19	8708	(2, 3)	TTHF	57
5018	6	3643	(0, 2)	TTH	69
5065	14	1159	(3, 4)	TTH	
5067	23	9086	(10, 12)	TTH	81
5096	12	6625	(5, 7)	MWF	6
5116	6	2240	(12, 14)	TTHF	75
5164	6	322	(0, 1)	MWF	43
5181	3	7309	(0, 3)	TTH	14
5209	11	1308	(4, 6)	TTHF	55
5223	30	1919	(4, 5)	TTH	83
5229	21	1103	(0, 2)	MWF	61
5248	20	7002	(13, 14)	MWF	70
5256	14	9666	(3, 4)	MWF	24
5263	14	6082	(7, 8)	TTHF	36
5311	12	2210	(3, 4)	TTH	39
5325	18	7793	(6, 8)	MW	46
5375	24	9609	(10, 12)	TTH	85
5392	7	800	(3, 4)	MWF	38
5396	21	5240	(11, 13)	TTHF	74
5397	22	5920	(10, 11)	MWF	15
5436	22	9284	(9, 11)	TTH	53
5469	6	3548	(6, 8)	MWF	60
5502	2	5039	(4, 7)	MW	
5559	10	3141	(4, 6)	TTHF	
5568	22	2404	(8, 9)	MW	8
5585	17	9761	(12, 14)	TTHF	16
5710	13	9120	(4, 6)	MW	22
5788	8	3511	(7, 8)	MW	
5834	16	7181	(0, 2)	TTH	33
5866	27	7477	(8, 9)	TTHF	76 91
5891	26	3514	(8, 10)	TTH	21
5914	19	9526	(10, 11)	TTHF	60
5932	22	6850	(0, 3)	TTH	34
5935	7	6469	(8, 9)	MW	43
5946	23	5354	(6, 8)	MWF	68
5948	12	8207	(0, 2)	MW	1
6008	25	7659	(5, 6)	TTHF	45
6051	24	7162	(3, 6)	TTH	51
6057	5	3745	(11, 14)	MW	22
6097	15	4945	(6, 8)	MW	25
6110	1	6025	(5, 6)	MWF	12
6130	12	6748	(11, 13)	MW	11
6147	28	493	(0, 2)	MW	4
6173	16	9022	(11, 12)	MWF	26
6183	5	6442	(11, 14)	T	
6213	15	9574	(0, 1)	TTH	55
6350	3	1712	(11, 13)	TTH	21
6414	26	5154	(11, 13)	MWF	12
6418	9	9135	(13, 14)	MWF	
6475	22	2783	(12, 14)	TTH	
6476	2	498	(2, 3)	MW	27
6479	23	1320	(0, 3)	MW	62
6514	6	2516	(9, 10)	MW	66
6522	15	8829	(0, 1)	MWF	
6543	14	1535	(12, 13)	TTHF	40
6569	14	8168	(0, 2)	TTH	41
6593	29	9351	(6, 8)	MWF	
6617	13	3819	(7, 8)	MWF	
6628	12	2536	(9, 11)	TTH	29
6634	11	4500	(0, 1)	MWF	48
6639	30	1281	(6, 7)	TTHF	
6652	8	6342	(6, 9)	T	27
6685	7	8266	(12, 13)	MWF	49
6687	9	6137	(5, 8)	TTH	74
6764	20	1238	(7, 9)	MW	
6801	28	9525	(5, 8)	TTH	24
6880	4	5814	(10, 12)	TTHF	67
6890	16	8611	(3, 6)	T	
6961	30	2451	(8, 10)	TTH	86
7022	21	7090	(8, 10)	MW	69
7133	5	2694	(4, 5)	MWF	16
7161	22	4217	(12, 13)	MWF	19
7182	6	8557	(2, 3)	MWF	48
7289	27	3509	(10, 13)	TTH	83
