Course	Room	Teacher	Time	Days	Students
1	4	980	(10, 11)	TTHF	
2	14	828	(3, 4)	MWF	
4	21	976	(0, 2)	TTH	
6	10	945	(0, 2)	TTH	
9	7	932	(0, 1)	MWF	
10	14	858	(0, 2)	MW	2
11	20	894	(9, 12)	W	
15	6	86	(6, 7)	TTH	
17	2	933	(3, 4)	TTH	
20	17	707	(9, 10)	TTH	
22	1	305	(0, 2)	MW	
24	26	447	(13, 14)	TTH	
31	6	369	(0, 1)	TTHF	79
34	30	194	(0, 2)	MW	16
35	18	437	(13, 14)	TTH	
36	10	649	(2, 3)	MWF	
39	23	378	(13, 14)	TTH	
41	9	49	(3, 5)	MW	7
42	27	741	(12, 14)	MWF	12
43	3	258	(2, 5)	F	
44	8	382	(6, 8)	TTH	90
47	22	210	(6, 8)	MWF	
52	10	632	(7, 8)	TTHF	57 69
56	25	180	(2, 5)	F	
58	24	80	(3, 6)	TTH	85
59	21	129	(10, 11)	TTH	
64	18	908	(13, 14)	MWF	82
65	19	879	(6, 7)	MWF	33 34
67	23	205	(3, 5)	TTH	77
68	20	95	(3, 5)	TTHF	13
71	25	684	(6, 9)	F	
77	1	13	(11, 13)	MW	5
80	18	58	(0, 3)	TTH	64
81	8	168	(8, 9)	MWF	18
82	26	183	(0, 3)	F	
84	22	317	(3, 6)	TTH	
87	27	341	(3, 6)	TTH	
91	4	547	(12, 13)	TTHF	72
94	27	230	(7, 8)	TTHF	31
96	11	302	(0, 2)	MW	
100	15	597	(7, 8)	MWF	44
102	27	261	(0, 2)	TTH	52
105	12	524	(7, 9)	MW	27
106	7	795	(9, 12)	MW	31
109	15	601	(0, 2)	TTH	26
110	13	410	(3, 4)	TTHF	47
116	5	122	(0, 2)	TTH	33 96
117	11	74	(7, 9)	TTH	
119	4	988	(0, 1)	TTHF	30 67
120	3	388	(4, 6)	TTH	
134	19	966	(0, 3)	MW	18 28
136	7	755	(8, 10)	TTHF	68
142	24	974	(11, 12)	MWF	65
151	25	467	(6, 9)	TTH	27
157	23	944	(7, 10)	MW	59
159	13	196	(10, 13)	MW	83
163	29	252	(3, 5)	MWF	15
166	15	660	(13, 14)	MWF	31 91
169	20	538	(12, 13)	TTH	39
176	14	746	(5, 8)	TH	
178	29	25	(6, 7)	TTHF	
184	13	366	(9, 12)	F	
188	28	822	(3, 4)	TTH	92
190	18	408	(8, 9)	MWF	58
191	8	636	(10, 11)	TTHF	19
208	9	458	(13, 14)	MWF	33
211	8	797	(0, 2)	MWF	1 19
214	5	840	(10, 12)	MW	13 71
215	29	352	(0, 2)	MWF	
218	4	514	(4, 5)	TTH	72
222	3	365	(2, 3)	MW	35 45
223	18	813	(4, 7)	F	
224	15	453	(6, 8)	TTH	
225	6	237	(8, 9)	TTHF	81
228	13	842	(8, 9)	MW	89
229	23	287	(3, 5)	WF	90
241	15	528	(12, 14)	TTH	43
245	2	89	(0, 2)	MWF	66
248	12	160	(12, 13)	MWF	
252	29	163	(8, 11)	TTH	
255	4	174	(8, 9)	MWF	22
260	5	393	(13, 14)	MWF	20
268	6	818	(10, 13)	TTH	
277	19	820	(10, 12)	MW	41 68
279	5	834	(5, 7)	TTH	53
280	2	234	(11, 14)	TTH	
281	30	584	(3, 5)	TTHF	48 87
287	22	229	(9, 10)	MWF	76
291	7	893	(2, 5)	M	17
294	26	941	(7, 8)	TTH	73
295	9	450	(11, 13)	TTH	50 52
300	9	645	(10, 12)	MW	21 55
305	11	22	(2, 3)	TTHF	49
306	4	380	(2, 5)	MW	6
308	15	557	(0, 3)	MW	39
309	20	561	(0, 2)	MWF	
319	14	69	(2, 4)	TTH	12
321	21	289	(9, 11)	MWF	75
328	22	353	(0, 3)	MW	63
331	17	500	(3, 4)	TTH	95
337	23	478	(10, 12)	TTH	86
339	8	631	(10, 13)	MW	15 57
340	6	539	(8, 10)	MW	73
341	27	87	(11, 14)	TTH	47
342	11	916	(4, 6)	TTHF	54
346	17	249	(7, 8)	TTHF	67
347	10	885	(11, 12)	MWF	37 81
357	17	909	(3, 4)	MWF	44
358	29	90	(11, 14)	WF	
359	12	144	(3, 6)	MW	19 56
360	10	803	(13, 14)	MWF	53 68
363	8	994	(3, 5)	TTH	
365	3	222	(0, 3)	TH	54
368	20	679	(3, 6)	M	3
370	9	754	(3, 6)	F	
373	25	993	(9, 12)	MW	14
