Course	Room	Teacher	Time	Days	Students
1	25	44	(0, 3)	MW	26 69
2	1	85	(0, 1)	TTH	33 35 44 53 88 99
3	20	51	(0, 1)	MWF	20 58 64 72 74
4	17	38	(0, 1)	MWF	17 57
5	8	56	(5, 7)	MW	9 42 60 95
6	3	11	(5, 7)	MWF	13 22 43 72
7	20	28	(8, 9)	MW	19 26 55 56 82
8	6	78	(0, 1)	MWF	2 28 35 42
9	19	71	(0, 2)	MW	
10	4	84	(6, 8)	MW	96
11	2	6	(5, 7)	MWF	58
12	17	19	(10, 12)	MW	15 72 74 75 77 78
13	4	21	(3, 5)	MW	64
14	1	68	(9, 10)	TTH	12 24 65 74 78 100
15	16	27	(8, 9)	MWF	76
16	17	24	(4, 6)	MWF	4 10 65 78
17	6	42	(4, 7)	TH	23 57 70 76 93
18	3	75	(8, 11)	M	
19	16	12	(5, 7)	MW	
20	22	48	(11, 12)	MWF	22 40 50 54 91
21	5	13	(3, 5)	MW	59
22	23	52	(6, 8)	MW	
23	1	49	(6, 8)	MWF	40 53 69 97
24	17	16	(7, 9)	MWF	62 67 92
25	22	43	(6, 8)	MWF	11 48 61 71 80
26	22	63	(9, 10)	MWF	12 30
27	15	15	(6, 8)	MW	8 21 91
28	20	7	(3, 4)	MW	29
29	9	40	(0, 2)	MW	52 80
30	10	89	(2, 4)	MWF	25 34 66 67
31	2	76	(2, 3)	MWF	74
32	15	72	(2, 4)	MW	33 58 96
33	15	59	(3, 5)	TTHF	30
34	19	95	(13, 14)	MWF	33 59 62
35	7	50	(0, 1)	MWF	54 63
36	19	45	(6, 9)	MW	46
37	6	67	(6, 7)	MWF	2 20 37 79 84
38	15	4	(0, 1)	MWF	21 36 82 85
39	6	88	(12, 13)	MWF	11 18 28 56
40	8	29	(2, 4)	MW	1 63 93
41	17	70	(0, 2)	TTH	5 14 22 25 27 55
42	6	17	(3, 6)	T	4 16 39 43 52
43	22	25	(0, 2)	MWF	4 44 65
44	24	1	(10, 13)	MW	48 63 86
45	20	36	(2, 4)	TTHF	40 83 99
46	12	60	(0, 2)	MW	68 88
47	22	96	(3, 5)	MWF	85
48	22	20	(13, 14)	MWF	27 44
49	1	23	(11, 13)	TTHF	35 39 42 63 79
50	9	35	(7, 8)	MWF	52 75 86
51	19	3	(11, 12)	MWF	24 29 62
52	26	22	(0, 1)	MWF	1 15 24 89
53	7	62	(2, 3)	MW	57 60
54	24	90	(3, 5)	MW	45 50 56
55	30	65	(0, 1)	MWF	3 41 53
56	9	5	(3, 4)	MWF	27 32 100
57	1	86	(0, 2)	MW	6 30 90
58	6	77	(8, 9)	MWF	20 25 33 44
59	15	33	(9, 12)	MW	60 81 97
60	1	46	(9, 10)	MWF	13 23 31 32 38 68 87 88
61	6	69	(2, 5)	MW	8 46 99
62	8	53	(0, 1)	MW	38 47 49 62 92
63	22	26	(0, 2)	TTH	51 57 77
64	14	93	(0, 2)	MWF	16 31 84
65	30	55	(2, 3)	MWF	9 23
66	28	91	(0, 1)	MWF	32 39 73 94
67	10	37	(0, 1)	MWF	13 56 79 91
68	13	14	(2, 5)	M	71
69	6	61	(10, 13)	TTH	19 22 48 87 96
70	16	41	(0, 2)	MW	
71	20	9	(6, 7)	MWF	7 26 85
72	17	32	(2, 3)	MWF	5 17 28 86
73	23	100	(0, 3)	M	81
74	16	97	(3, 4)	MWF	24
75	11	18	(0, 1)	MW	14
76	3	31	(2, 4)	MW	12 37 49 61 70 83 87 98
77	6	58	(0, 2)	TTH	12 34 59 90
78	2	8	(0, 1)	MWF	51
79	14	80	(3, 4)	MWF	73
80	5	79	(0, 2)	MW	11 45 95
81	13	82	(0, 1)	MW	5 77 83 87
82	12	81	(3, 6)	M	51
83	24	99	(6, 7)	MW	14 15 18 29
84	1	10	(4, 5)	MWF	5 7 89
85	1	2	(7, 8)	TTH	47 68
86	1	57	(11, 13)	MW	19 42 61 80
87	1	92	(2, 3)	TTHF	21 38 61 82
88	6	39	(10, 11)	MWF	1 47 76 98
89	11	30	(3, 5)	MWF	2 6 31 36
90	26	54	(2, 3)	MWF	3 7 41 54 76 89
91	27	66	(0, 1)	MWF	75 100
92	1	87	(4, 6)	TTH	3 27 36 73
93	4	64	(0, 2)	MWF	78
94	30	98	(4, 5)	MWF	20 75 90
95	19	34	(3, 5)	MW	18
96	22	47	(4, 7)	TTH	26 77 92 94
97	16	74	(10, 11)	MWF	90 94
98	30	94	(7, 9)	MW	10 65
99	26	83	(10, 13)	M	10 14 37 43 51
100	25	73	(8, 9)	MW	43 89 95
