Course	Room	Teacher	Time	Days	Students
1	7	46	(0, 2)	MWF	1 3 36 66 67 70
2	9	50	(3, 6)	MW	10 18 56 70 80 94 96
3	7	47	(3, 5)	MW	17 40 42 65 69 72 92
4	1	27	(0, 3)	TTH	16 17 19 22 39
5	15	7	(0, 2)	MWF	42
6	6	35	(3, 5)	MWF	13 22 87
7	11	5	(2, 5)	TTH	3 5 28 31 35 58 92
8	2	37	(3, 4)	MWF	11 43 52 64
9	8	38	(8, 10)	MW	31
10	3	28	(3, 6)	MW	3 29 30 46 63 84 98
11	11	24	(0, 2)	MWF	18 20 25 27 52
12	13	13	(0, 2)	MWF	2 16 29 50
13	13	12	(7, 10)	MW	23 53 58 62 70 91 92 94
14	11	39	(6, 7)	MW	19 20 28 72 78 97 99
15	18	40	(5, 6)	MWF	1 14 26 55 75 77 82
16	4	33	(3, 6)	MW	4 27 37 51
17	5	31	(3, 5)	MW	7 20 71 88 100
18	17	49	(0, 1)	MWF	5 10 28 38 40 47 49 81 82 94
19	1	43	(11, 13)	TTHF	2 25 33 37 64 67 71 84 86 95
20	10	45	(2, 3)	MWF	8 21 41 78 93
21	18	41	(0, 1)	MWF	15 17 21 57 88 93 95
22	14	34	(0, 3)	MW	33 35 60
23	11	48	(10, 12)	MW	1 2 12 21 47 49 60 99
24	12	11	(0, 2)	MWF	46 54 74 87
25	11	42	(6, 9)	TTH	10 59 60 62 72 73 94
26	11	36	(8, 9)	MW	34 41 51 64 67 83
27	1	4	(4, 7)	TTH	20 27 34 39 42 67 69 83 86 96
28	3	10	(7, 9)	MWF	8 22
29	4	30	(0, 2)	MW	37 55 84 85 86 100
30	1	29	(0, 2)	MW	4 13 44 68 96
31	1	17	(6, 8)	MW	11 13 59 76 90
32	19	44	(0, 3)	MW	24 31 32 39 48
33	1	16	(9, 12)	MW	7 16 24 50 74 75 76 81 98 100
34	11	22	(3, 5)	MWF	45 61 73 79
35	6	6	(0, 2)	MWF	7 23 45 61 71 79 97
36	11	26	(13, 14)	MW	12 31 50 55 62 77 89
37	2	8	(0, 2)	MW	56 59 90
38	8	9	(0, 2)	MW	6 14 19 73 89
39	11	14	(0, 1)	TTH	4 29 66 71
40	18	15	(8, 10)	MW	28 46 89 97
41	18	21	(3, 4)	MWF	9 38 44 49 55 68 75 81 89
42	11	25	(10, 13)	TTH	26 35 43 78 87
43	5	19	(0, 2)	MWF	12 58 91 98
44	19	32	(6, 8)	MWF	7 33 38 65 69 95
45	10	20	(5, 7)	MW	5 9 68
46	1	1	(8, 10)	TTHF	12 14 32 45 53 63 80 85 88
47	1	3	(4, 5)	MWF	6 15 24 32 39 50 53 58 66 74 85 95 99
48	16	23	(0, 2)	MW	76 83
49	17	18	(3, 4)	MWF	34 36 54
50	9	2	(0, 2)	MWF	9 11 30 43 63 77 99
