Course	Room	Teacher	Time	Days	Students
1	20	5	(9, 12)	MW	15 26 46 55 82 85 86 87 92 106 107
2	9	7	(2, 3)	MWF	8 22 25 32 46 53 54 56 99 101 110 116 149
3	18	9	(0, 2)	MW	3 11 47 79 104
4	21	20	(0, 1)	MWF	21 53 74 81 147
5	20	1	(3, 5)	MWF	3 50 58 63 74 104 122 123
6	7	46	(0, 2)	MW	
7	9	2	(7, 9)	MW	8 13 37 41 49 65 66 70 81 83 97 103 120
8	1	24	(12, 14)	TTH	3 14 59 61 72 75 85 101 109 117 119 132
9	17	3	(0, 1)	MWF	4 17 78 111 113 117 131 140 141 148 150
10	30	32	(9, 11)	MW	9 89 93 98 101 116 144
11	6	49	(0, 2)	MWF	24 28 35 75 83 106 129 143 144 146
12	29	43	(7, 8)	MWF	4 6 7 12 15 36 48 69 90 140 142
13	13	45	(3, 4)	MWF	11 23 34 64 73 79 87 95 121 133
14	29	35	(0, 2)	MWF	10 16 31 70 128 130
15	1	21	(0, 1)	MWF	19 26 32 33 65 95 96 102 109 145
16	9	50	(0, 1)	MWF	50 57 76 84 91 94 100 112 124 137
17	27	33	(0, 1)	MWF	29 48 59 82 88 93 110 121 125 132
18	26	29	(0, 1)	MWF	8 15 37 45 56 62 80 136
19	5	39	(0, 1)	MWF	23 46 51 61 87 142
20	20	4	(6, 7)	MWF	22 44 91 93 100 111 114
21	1	15	(6, 8)	MW	20 26 33 47 58 68 84 88 110 117 122 129 143 148
22	25	47	(2, 4)	MWF	15 60 80 91 114 131 148
23	13	28	(5, 6)	MWF	10 54 56 79 82 102 105 118 131 141
24	1	8	(3, 5)	MW	31 37 78 94 97 126 128
25	21	42	(10, 12)	MWF	31 33 37 41 103 149
26	10	31	(0, 1)	MW	2 5 14 22 27 42 64 72 133
27	1	44	(11, 13)	MW	16 57 58 74 112 135
28	14	23	(0, 1)	MWF	6 34 92 108 139 149
29	23	18	(0, 1)	MWF	12 13 30 36 52 54 114 116 134
30	1	36	(9, 11)	TTH	10 14 39 49 52 59 60 73 76 82 124 129 150
31	12	26	(0, 1)	MW	1 38 67 69 71 103 115 118 120
32	28	10	(0, 1)	MWF	7 43 49 68 119
33	27	17	(2, 3)	MWF	2 13 17 20 96 105 108 134 139 145 150
34	28	41	(3, 6)	M	6 125 136
35	30	14	(3, 5)	MWF	52 65 76 77 89 98 130 135 146
36	1	30	(7, 8)	TTHF	1 2 63 71 97 104 106 123
37	2	38	(5, 8)	MW	5 18 39 51 53 59 92 96 124 138
38	2	37	(2, 4)	MWF	14 62 69 81 120 127
39	1	19	(9, 10)	MWF	19 21 25 44 76 91 113 118 134 135 137 139 142 145
40	4	48	(0, 3)	MW	41 90
41	29	34	(3, 6)	M	16 21 27 28 35 38 43 48 67 72 75 132 144
42	21	25	(2, 4)	MWF	9 44 102
43	30	12	(6, 8)	MW	25 34 85 99 107 109 145
44	1	27	(2, 3)	TTHF	18 19 30 48 51 124 126
45	14	13	(2, 4)	MW	29 42 61 100
46	1	6	(4, 6)	TTH	35 40 41 64 78 80 86 89 104 113 123 130
47	22	22	(2, 5)	MW	1 45 57 68 84 85 107 115
48	3	40	(0, 2)	MWF	66 77 86 98 138
49	8	11	(7, 10)	MW	28 40 43 50 80 105 112 121 130 131 132
50	9	16	(4, 6)	MW	2 7 55 108 112 137 140 150
