Course	Room	Teacher	Time	Days	Students
1	11	11	(2, 3)	MWF	7 18 22 49 57 74
2	18	34	(0, 1)	MWF	1 17 26 33 34 51 60 64 90
3	1	14	(4, 6)	TTH	14
4	27	48	(2, 3)	MW	1 13 16 52 73 92 94
5	10	42	(4, 7)	M	6 19 22 47 61 63 64 65 69
6	14	9	(4, 5)	TTH	21 70 71 77 79 99
7	14	27	(7, 9)	MWF	7 17 39 49 57 75 76 78 93 95 98
8	18	21	(2, 3)	MW	15 38 58 60 75 81
9	14	6	(2, 3)	TTH	20 33 44 52 79 89 90
10	23	33	(0, 1)	MWF	9 29 30 53 62 87
11	11	1	(6, 8)	MW	21 24 58 62 90 100
12	11	40	(0, 1)	MW	4 74 77 83 92 94
13	14	50	(10, 13)	M	24 31 50 52 55 93
14	1	3	(13, 14)	MWF	3 17 22 40 59 68 79 80
15	1	28	(0, 2)	MW	11 12 14 85
16	3	26	(0, 2)	MW	8 25 35 54 68 70
17	27	36	(0, 1)	MWF	7 10 19 23 39 48 93 97
18	15	38	(0, 1)	MWF	56 82 86
19	17	46	(4, 5)	MW	18 32 36 66 77 85
20	9	25	(0, 3)	M	
21	17	8	(2, 3)	MW	30 44
22	1	45	(0, 3)	T	7 15 29 34 42 45 80 83 91 98
23	30	30	(0, 2)	MWF	63
24	27	37	(11, 14)	M	5 11 13 19 46 81
25	9	20	(4, 5)	MW	39 42 80 84 91
26	2	16	(0, 1)	MWF	3 38 61
27	14	7	(4, 6)	MWF	4 9 37 43 44 74 79 86 92
28	1	15	(11, 12)	MWF	14 35 76
29	6	44	(0, 3)	M	5 37 47 59 91 99
30	29	23	(0, 2)	MWF	2 6 24 27 67 76 78
31	27	35	(4, 7)	T	10 18 42 45 46 47 65 74 76 95
32	11	47	(3, 4)	TTH	2 16 64 85 93
33	22	10	(0, 1)	MWF	50 57 66 73 88 100
34	18	2	(4, 5)	MWF	11 15 16 23 45 72 88 97
35	27	31	(7, 10)	M	1 8 28 29 30 36 40 51 72 80
36	27	17	(4, 6)	MW	5 20 53 68 87 99
37	27	24	(8, 11)	T	11 56 66 85 95
38	27	18	(0, 2)	TTH	5 6 35 46 55 97
39	1	49	(7, 10)	M	2 9 25 33 67 89 92
40	11	12	(13, 14)	MW	38 43 53 58 61 65 73
41	11	43	(11, 12)	MW	21 41 45 48 67 72 75 78 83
42	10	5	(0, 3)	M	40 69 84 96
43	11	41	(9, 10)	MW	21 26 42 62 94 100
44	4	29	(0, 3)	M	28 32 36 71 89
45	1	22	(7, 10)	T	4 43 50 54 69 71
46	17	19	(0, 1)	MW	20 31 58 72
47	11	32	(4, 5)	MW	12 14 33 41 51 55 60 70 82 96 98
48	27	4	(12, 13)	TTH	15 19 25 26 30 52 95
49	1	39	(3, 6)	M	2 3 10 27 56 78
50	14	13	(2, 3)	MW	20 34 41 43 51 83 87
