Course	Room	Teacher	Time	Days	Students
1	16	6	(0, 1)	MWF	30 44 51 63 68 80 84
2	13	45	(8, 11)	MW	33 52 58 65 87
3	3	22	(0, 1)	MWF	5 21 28 49 71 88 89 95
4	25	36	(0, 3)	MW	4
5	2	34	(2, 5)	MW	1 50 62 98
6	15	1	(3, 4)	MWF	27 47 73 96 100
7	1	20	(4, 5)	MWF	18 38 51
8	21	41	(0, 2)	MWF	14 15 64 93
9	3	39	(8, 9)	MWF	3 22 25 57 61 86 88 99
10	4	12	(11, 13)	MW	2 13 37 55 66 96
11	2	48	(6, 9)	MW	5 27 48 68 100
12	4	10	(9, 10)	MWF	19 39 45 51 59 62 63 80
13	15	15	(0, 2)	MWF	67 83
14	8	42	(3, 5)	MWF	35 91
15	16	13	(2, 4)	MWF	20 30 68
16	11	27	(2, 4)	MWF	2 17 58 69
17	1	32	(6, 7)	MWF	22 43 47 57
18	23	31	(5, 7)	MWF	17 31 36 37 54 55 97
19	4	49	(2, 5)	MW	3 11 24 32 49 59 70
20	2	7	(13, 14)	MWF	6 27 38 90 94
21	22	28	(0, 1)	MWF	16 17 22 58 61 62 87
22	2	3	(0, 1)	MWF	12 13 25 29 69 97
23	20	30	(2, 3)	MWF	7 21 29 39 77
24	3	44	(6, 7)	MWF	8 16 35 75 77 87 93
25	30	29	(5, 6)	MWF	28
26	18	47	(2, 3)	MWF	74 75 88 94 99
27	13	16	(4, 7)	MW	7 9 13 45 65 81
28	23	21	(3, 4)	MWF	53 71 83 85 93
29	30	25	(3, 4)	MWF	10 25 60 64 82
30	20	23	(0, 1)	MWF	9 11 18 26 32 40 50 54 57 70 75 78 94
31	23	18	(0, 2)	MWF	36 41 43 46 52 66 73 81 100
32	3	17	(10, 12)	MW	8 34 38 41 43 48 50 60 69 81
33	26	40	(0, 2)	MWF	35 42 53 56 79
34	3	5	(2, 5)	MW	5 80 90 92 95
35	28	37	(2, 3)	MWF	26 54
36	26	4	(6, 8)	MWF	24 30 49 53 84
37	29	35	(2, 3)	MWF	9 44 72 84 86
38	25	43	(8, 10)	MWF	40 64 76 92
39	2	9	(11, 12)	MWF	28 63 83 85
40	24	33	(4, 7)	MW	4 26 40 63
41	21	8	(3, 5)	MWF	6 12 16 67
42	9	14	(6, 9)	MW	15 21 42 69 79
43	24	38	(0, 3)	MW	
44	1	24	(8, 9)	MWF	35 46 71
45	12	2	(6, 8)	MWF	44 60 72 91
46	22	50	(5, 8)	MW	14 73 74 82
47	19	26	(0, 1)	MWF	1 10 24 27 39 47 76 86 98
48	1	11	(0, 3)	MW	8 19 23 34 37
49	4	19	(6, 8)	MWF	10 20 51 56 66 89 98
50	22	46	(2, 4)	MWF	33 57 61 76 78
