Course	Room	Teacher	Time	Days	Students
1	1	28	(9, 10)	TTHF	3 75 78 82
2	14	9	(4, 6)	MWF	5 52 55 62 92
3	29	13	(0, 1)	MWF	10 18 21 38 58 85
4	22	32	(6, 8)	TTHF	12 15 25 27 48 57 64 75 78 86
5	7	42	(4, 6)	MWF	6 43 46 54 71 80
6	28	17	(0, 2)	MW	11 23 77
7	1	35	(5, 6)	MWF	20 31 39 50 59 67 83
8	7	45	(12, 14)	MWF	9 15 33 54 58 87 100
9	13	2	(6, 8)	MWF	1 9 35 38 79 82 93
10	18	43	(10, 12)	MWF	5 8 21 68 77 98
11	9	36	(3, 5)	MWF	2 28 34 58 65 74 76
12	1	41	(13, 14)	MW	6 19 39 44 61 66
13	30	3	(0, 2)	MW	17 25 34 65 74 75 83 88 98
14	18	29	(7, 9)	MWF	5 69 71 74 77
15	22	39	(9, 11)	MWF	20 39 52 53 56 76
16	1	27	(4, 6)	TTH	16 31 46 69 99 100
17	27	6	(4, 5)	MWF	12 36 37 48 61 70
18	15	24	(6, 9)	TTH	18 24 26 28 42 50 72 87
19	7	22	(0, 1)	MWF	1 8 42 78
20	15	30	(9, 12)	MW	7 30 41 42 63 66 73 80 99
21	22	34	(0, 2)	MWF	2 15 16 22 31 56 59 87
22	7	19	(0, 2)	TTH	20 64 65 70 86 96 99
23	18	37	(4, 7)	TTH	6 22 65 95
24	15	18	(0, 3)	MW	13 14 19 46 55 62 64 92 100
25	1	47	(7, 10)	MW	4 70 72 78 84 88 90 94
26	15	33	(0, 2)	TTHF	24 27 49 73 83 90 97
27	4	16	(0, 2)	MW	99
28	3	1	(0, 1)	MWF	28 37 40 53 81 91
29	18	14	(2, 5)	MW	1 8 21 32 38 47 72 94
30	15	20	(10, 13)	TTH	22 60 70 79
31	1	38	(11, 14)	TTH	7 14 30 45 48 67
32	22	4	(9, 12)	TTH	20 43 57 61 62 89
33	15	26	(4, 7)	MW	11 29 73 89 91 95 97 98
34	22	21	(5, 8)	MW	10 14 41 42 60 63
35	1	7	(7, 8)	TTHF	10 61 66 68 73 81 97
36	8	11	(3, 5)	MWF	25 33 49 69 90 93
37	18	23	(0, 2)	TTHF	7 44 51 55 74 88
38	1	31	(0, 2)	MWF	3 29 45 50
39	22	15	(12, 14)	MWF	3 4 13 32 47 67 69 90 97
40	16	50	(0, 2)	MW	54 57 95 96
41	2	12	(0, 3)	M	5 9
42	7	5	(8, 11)	MW	11 17 26
43	18	10	(8, 11)	TTH	21 33 35 36 51 88
44	1	46	(11, 12)	MWF	19 37 55 79 92
45	7	8	(7, 9)	TTHF	16 32 41 49
46	1	44	(3, 4)	MWF	3 18 50 51
47	1	25	(0, 3)	TTH	4 6 12 36 43 63 76 84 93
48	22	49	(3, 4)	MWF	22 23 26 35 39 40 44 57 60 68
49	22	48	(3, 5)	TTH	30 48 53 80 85 87 92 96
50	15	40	(3, 5)	TTH	13 45 54 60 67 72 83 86
