Course	Room	Teacher	Time	Days	Students
1	3	34	(2, 4)	MW	7 17 52
2	2	19	(8, 11)	TTH	37 45 47 58 60 63 67 75
3	21	49	(11, 14)	MW	34 47 72
4	23	45	(0, 1)	MWF	60 68
5	1	15	(13, 14)	MW	1 39 57 64
6	27	41	(0, 1)	MWF	2 4 11 52 69 72
7	25	22	(9, 11)	MW	11 17 20 30 64
8	22	16	(0, 2)	MWF	15 19 28 47 59
9	21	31	(0, 1)	MWF	18 62
10	4	18	(0, 1)	MW	5 39 64
11	1	43	(6, 9)	TTH	17 70
12	2	33	(5, 7)	TTHF	6 13 23 41 43 69
13	2	46	(5, 7)	MW	13 34 45 54
14	24	39	(6, 8)	MWF	3 19 35 49 55 59 67 75
15	1	5	(9, 12)	M	3 22 35 66
16	22	8	(5, 7)	MWF	10 28 42 53
17	6	32	(5, 7)	MWF	1 12 18 25 44
18	5	10	(3, 6)	M	15 20 40
19	1	2	(3, 5)	MWF	21 22 64 68
20	25	21	(0, 1)	MW	1 16 31 54
21	25	20	(5, 8)	M	46 47 73
22	24	7	(4, 5)	MWF	2 31 55 61 65
23	2	44	(8, 10)	MWF	1 7 14 26 36 38 56 60
24	24	47	(0, 1)	MW	3 10 14 20 26 34
25	17	28	(9, 11)	MWF	10 29
26	13	38	(0, 2)	MW	56
27	17	40	(6, 8)	MW	32 68
28	17	25	(2, 5)	MW	11 69
29	26	48	(2, 4)	MW	25 29 66
30	2	36	(0, 1)	MWF	12 17 21 22 27 29 33 46 48 63 65
31	21	9	(4, 6)	MW	8 30 51 57 60
32	6	17	(0, 2)	MWF	13 36 73
33	1	12	(6, 8)	MWF	50 61 71
34	3	1	(0, 1)	MWF	30 32 37 53 67
35	16	42	(0, 3)	M	6 24 55 61
36	1	30	(10, 12)	TTH	23 35 46
37	2	50	(11, 13)	MWF	4 5 32 36 45 50 68
38	12	26	(2, 3)	MWF	10 32 43 57 62 63
39	25	14	(2, 4)	MWF	9 12 70
40	16	27	(4, 6)	MW	4 41 62
41	27	6	(5, 7)	MW	7 9 23 43 52 70 74
42	16	35	(7, 10)	M	24 31 65
43	2	11	(2, 4)	MWF	14 18 27 42 44 53 67
44	1	23	(2, 5)	TTH	2 19 33
45	23	4	(2, 4)	MW	37 49 72
46	1	13	(0, 2)	MW	71 74 75
47	24	24	(2, 3)	MW	5 8 26 33 38 51 58
48	26	29	(0, 1)	MWF	25
49	21	3	(8, 10)	MWF	8 16 23 40 74
50	7	37	(0, 2)	MWF	41
