Course	Room	Teacher	Time	Days	Students
1	2	25	(4, 6)	MWF	68 90 96
2	2	38	(12, 13)	MW	12 33 61 63 69 78 83
3	3	41	(2, 4)	MW	37
4	2	40	(4, 7)	TTH	20 22 29 36 37 51
5	40	37	(3, 4)	MWF	9 27 33 41 52 59 80
6	16	12	(3, 5)	MWF	4 17 18 44 78
7	4	50	(10, 13)	MW	9 11 24 35 41 47 62 66 87
8	19	39	(8, 9)	MWF	28 34 53 90
9	23	47	(7, 10)	M	16 57 60 91
10	1	27	(5, 7)	MW	40 43 77 82 86 89
11	28	24	(0, 2)	MWF	36 43
12	18	6	(0, 2)	MWF	25 41 48 58 68 93
13	3	34	(0, 1)	MWF	49 54 55
14	19	46	(7, 10)	T	31 50 54 56 67 86 90 93 94
15	19	16	(11, 13)	TTH	38 52 84 100
16	19	15	(13, 14)	MWF	8 18 58 71 84 97
17	7	30	(0, 2)	MW	4 8 16 66 67
18	32	32	(0, 1)	MWF	3 15 17 20 80 84 89
19	19	26	(0, 1)	MW	38 61 81
20	29	31	(3, 5)	MW	10 32 49 85
21	1	43	(3, 4)	MWF	11 14 22 38 50 58 60 76 87 97
22	40	44	(0, 2)	MW	31 32 44 46 65 78 90
23	12	28	(2, 3)	MWF	20 45 51 71 81 86
24	32	11	(5, 7)	MWF	1 3 11 33 36 42 61 64 74 76
25	1	1	(12, 14)	MWF	2 6 22 36 55 57 100
26	19	19	(3, 6)	T	8 17 32 46 60 67 95 98
27	1	10	(0, 2)	MW	7 27 35 47 53 56 59 75 96 99
28	13	23	(0, 1)	MWF	40 51 98
29	35	33	(0, 2)	MWF	73 77 97
30	5	17	(0, 1)	MWF	5 28 30 57 64 76 86
31	30	20	(0, 2)	MW	1 21 34 39 52 82 92 100
32	31	18	(2, 3)	MWF	3
33	37	29	(0, 2)	MWF	6 87 95
34	3	13	(5, 6)	MWF	52 57
35	34	45	(0, 2)	MW	22
36	19	48	(3, 4)	MWF	1 13 15 31 39 88
37	39	5	(3, 4)	MWF	24 48 66 72 92
38	2	2	(0, 3)	M	12 26 79
39	19	8	(10, 12)	MW	5 23 29 37 74 75
40	1	4	(8, 11)	MW	19 26 42 43 70 73 81
41	4	3	(7, 9)	MW	5 13 27 30 37 39 54 55 72 88 100
42	2	49	(7, 8)	MWF	44 87 95
43	1	21	(0, 1)	TTHF	2 7 29 61 65 69 88 94
44	39	22	(0, 2)	MW	10 14 23 24 70 91
45	33	35	(3, 5)	MW	2 7 35 62 75 84 95
46	19	14	(0, 1)	TTH	28 46 50 68 82
47	23	9	(3, 6)	M	19 30 46 55 63 70
48	19	36	(5, 7)	MW	12 26 53 79 80 83 94 97
49	2	42	(9, 11)	MW	6 65 67 82 85 94
50	4	7	(3, 6)	MW	5 25 56 65 93
