Students	100
1	2	5	7	3
2	4	7	8	5
3	5	3	1	6
4	10	6	3	1
5	5	2	1	7
6	10	4	5	8
7	10	4	6	3
8	8	1	2	4
9	4	9	2	6
10	10	4	1	9
11	2	7	3	5
12	8	9	1	6
13	8	3	1	7
14	8	1	4	2
15	3	2	1	9
16	4	2	9	3
17	2	7	1	5
18	7	8	9	3
19	8	9	4	5
20	10	5	7	2
21	4	7	2	5
22	5	7	10	9
23	2	4	9	1
24	7	5	1	3
25	5	1	9	7
26	9	5	4	8
27	1	2	4	3
28	1	2	6	3
29	8	1	3	9
30	1	6	3	2
31	1	10	6	5
32	7	3	10	4
33	8	4	9	2
34	10	9	5	1
35	8	3	7	5
36	10	9	2	6
37	5	3	2	10
38	10	4	1	9
39	8	7	6	9
40	2	10	1	4
41	7	1	3	4
42	2	10	5	6
43	2	9	3	10
44	9	3	10	8
45	10	7	2	6
46	8	6	2	9
47	8	5	4	6
48	6	4	1	8
49	4	9	2	5
50	2	3	8	6
51	1	8	6	5
52	8	4	10	1
53	9	5	1	10
54	9	10	2	6
55	3	1	4	8
56	1	2	4	3
57	6	2	5	1
58	5	10	8	9
59	4	6	2	8
60	6	3	4	10
61	7	2	9	3
62	10	4	6	3
63	3	2	8	7
64	1	4	3	9
65	10	1	8	3
66	1	2	8	10
67	7	10	3	2
68	7	3	4	9
69	5	4	10	9
70	7	5	6	1
71	5	4	3	1
72	7	2	6	1
73	3	8	6	2
74	9	4	7	1
75	8	6	1	3
76	8	1	2	3
77	1	5	8	9
78	10	5	7	3
79	6	3	9	10
80	3	6	8	7
81	7	10	4	9
82	8	2	4	9
83	2	4	10	1
84	10	5	8	2
85	6	7	1	5
86	5	8	6	9
87	6	2	5	7
88	10	3	6	9
89	4	7	9	1
90	1	5	2	9
91	2	5	7	4
92	9	5	1	4
93	5	3	2	1
94	8	4	2	3
95	10	3	7	5
96	1	7	6	4
97	3	7	4	9
98	10	2	8	3
99	1	5	7	10
100	8	5	4	7
