Students	100
1	27	47	42	15
2	2	21	41	49
3	28	40	23	4
4	35	13	29	48
5	10	27	32	45
6	48	34	41	26
7	46	8	50	32
8	19	29	18	2
9	27	42	48	21
10	40	32	43	8
11	50	47	5	37
12	1	34	37	49
13	15	39	2	36
14	48	50	47	6
15	23	27	15	8
16	9	45	26	29
17	21	41	48	6
18	4	18	34	37
19	14	17	46	42
20	17	50	19	30
21	12	15	2	23
22	45	32	18	13
23	7	4	27	20
24	6	2	14	18
25	18	39	49	6
26	42	9	31	44
27	15	11	38	39
28	28	47	48	33
29	43	47	21	15
30	23	35	7	19
31	30	38	8	21
32	18	35	47	10
33	12	21	4	22
34	34	31	11	3
35	30	21	44	29
36	7	40	12	25
37	42	26	16	9
38	11	36	47	31
39	16	28	19	23
40	26	10	21	12
41	34	15	39	12
42	34	44	5	46
43	30	8	15	40
44	19	27	13	4
45	23	17	4	19
46	31	19	4	43
47	27	37	39	33
48	39	22	5	24
49	21	15	29	5
50	16	42	50	20
51	6	10	46	36
52	46	47	16	45
53	29	32	39	43
54	28	2	13	21
55	20	15	10	21
56	9	10	18	24
57	13	20	14	38
58	6	24	42	45
59	34	47	36	45
60	48	41	37	12
61	11	26	22	47
62	6	22	28	33
63	14	41	33	47
64	21	13	17	10
65	11	50	49	20
66	26	29	3	14
67	37	45	23	27
68	30	48	42	37
69	48	15	8	7
70	37	44	35	15
71	11	40	1	19
72	27	32	22	28
73	5	34	47	1
74	14	5	29	41
75	40	17	16	47
76	19	12	23	2
77	20	45	34	11
78	1	8	49	42
79	25	9	21	27
80	14	17	13	33
81	31	7	2	30
82	9	44	12	42
83	44	21	15	5
84	21	33	30	32
85	49	18	20	41
86	9	2	29	18
87	28	23	48	39
88	34	17	37	21
89	17	5	25	24
90	27	32	41	36
91	14	40	50	33
92	28	40	7	22
93	11	44	29	40
94	15	22	36	11
95	27	36	45	13
96	35	39	12	43
97	3	10	47	25
98	39	38	26	48
99	32	6	10	17
100	34	7	9	8
