Course	Room	Teacher	Time	Days	Students
1	20	31	(0, 2)	MWF	3 8 19 42 50 66
2	1	9	(0, 1)	MWF	52 69
3	19	44	(3, 5)	MW	15 39
4	25	39	(3, 4)	MWF	16 33 53 66
5	15	21	(3, 5)	MWF	3 8 50
6	6	22	(5, 7)	MWF	38 53 72
7	18	10	(0, 3)	MW	11 35
8	13	45	(2, 4)	MW	30 70
9	2	2	(7, 8)	MWF	9 28 34 61 69 70 75
10	21	7	(0, 3)	MW	56 58
11	8	23	(0, 1)	MWF	22 41 43 62 71
12	3	20	(0, 1)	MWF	10 12 18 31
13	7	18	(8, 10)	MW	11 32 39 40 46 48 65 73
14	29	29	(3, 6)	MW	25 60 63
15	7	32	(11, 12)	MWF	12 59 67 69
16	24	42	(0, 2)	MWF	65
17	2	34	(2, 4)	MW	
18	7	13	(6, 7)	MWF	10 12 49 65
19	23	33	(0, 2)	MW	20 32 36 46
20	4	12	(0, 2)	MW	4 17 59 61 72
21	15	5	(8, 10)	MWF	2 10 16 21 24 38
22	5	6	(6, 9)	MW	7 18 27 29 71
23	9	11	(0, 2)	MW	6 25 54
24	1	36	(2, 4)	MWF	22 37 62
25	27	30	(0, 1)	MW	5 9 23 27 30 64
26	2	43	(0, 1)	MWF	15 29 49 55 70
27	1	46	(5, 7)	MWF	1 2 32 64
28	7	40	(3, 5)	MW	6 10 23
29	30	14	(6, 9)	MW	20
30	28	25	(2, 3)	MW	27 47
31	20	1	(3, 6)	MW	5 9 17
32	7	15	(0, 1)	MWF	40
33	23	19	(3, 5)	MW	34 36 41 51 61 68
34	2	17	(5, 6)	MWF	37 54 58
35	15	38	(6, 7)	MWF	11 21 44 50 67 73
36	1	24	(8, 11)	MW	19 31 43 45
37	25	47	(0, 2)	MW	13 14 21 24 48
38	15	35	(0, 2)	MW	1 7 28 39 74 75
39	26	4	(3, 4)	MWF	13 24 38
40	7	28	(13, 14)	MWF	3 33 38 48 49 59 69
41	15	48	(11, 14)	MW	6 27 40 41 44 51 74
42	26	16	(0, 2)	MWF	33
43	1	26	(12, 13)	MWF	42 61
44	18	3	(6, 8)	MW	26 36 55 56 57
45	12	8	(0, 2)	MW	57 68
46	2	27	(9, 11)	MWF	13 30 35 75
47	24	37	(3, 4)	MWF	4 18 26 72
48	15	41	(0, 2)	TTHF	6 24 59 60 63 73
49	30	50	(3, 5)	MWF	7 14 43
50	29	49	(7, 9)	MWF	4 8 52 58 63 68
