Course	Room	Teacher	Time	Days	Students
1	2	41	(0, 1)	MWF	6 14 39 48 61 73 81 91
2	1	31	(4, 6)	TTH	29 37
3	13	28	(0, 1)	MWF	1 11 16 31 38 47 100
4	15	43	(2, 4)	MWF	1 38 55 60 67 71 88
5	9	29	(0, 2)	TTH	4 53 57 72 98 100
6	15	11	(11, 14)	MW	3 18 36 66 85 89
7	4	16	(2, 4)	MW	6 8 13 21 53 54 61 81
8	15	21	(9, 10)	MWF	16 19 68
9	13	42	(2, 4)	MW	11 15 19 32 39 50 52 63 66 84 87
10	1	48	(2, 5)	MW	5 23 27 74 94
11	15	6	(5, 8)	MW	9 22 45 61 70 75
12	3	18	(0, 2)	MW	36 41 59 69 70 72 90 95
13	14	17	(0, 2)	MW	10 28 29 76 93
14	3	33	(8, 10)	MW	7 83 84 90
15	9	39	(5, 7)	TTH	8 13 30 39 46 57 74 78 94
16	5	7	(0, 2)	MW	51 65 97
17	14	13	(4, 5)	MWF	31 35 62 83
18	3	12	(11, 12)	MWF	2 55 74
19	6	32	(5, 7)	MW	20 21 49 63
20	16	24	(3, 5)	MWF	25 30 36 86 91 97
21	15	8	(8, 10)	TTH	73 76 78 97
22	1	45	(11, 12)	MWF	4 14 24 29 77
23	3	30	(5, 7)	MWF	7 38 56 77 99 100
24	16	20	(10, 13)	MW	34 37 43 50 51 60 92 95
25	15	38	(0, 1)	MWF	22 23 26 32 53 56 92
26	2	34	(0, 1)	TTH	18 40 44 85
27	2	44	(11, 13)	MWF	5 27 41 46 59 75 98
28	12	3	(3, 5)	MW	80
29	9	5	(10, 12)	MW	11 28 42 52 97
30	3	23	(0, 3)	TTH	34 35 49 55 96
31	1	2	(6, 7)	MWF	5 26 37 51 54 67 71 94
32	6	19	(3, 4)	MWF	28 40 46 49 69 70 95 100
33	3	14	(3, 4)	MWF	14 58 92
34	2	26	(2, 3)	MW	4 12 20 31 45 47 62 64 79 82
35	9	40	(8, 10)	TTH	7 54 58
36	1	49	(13, 14)	MW	23 57 63 65 67 90
37	19	46	(5, 7)	MWF	15 17 64 65 72 79 84
38	15	25	(5, 7)	TTH	10 32 61 64 77
39	9	15	(4, 6)	MW	2 44 68
40	9	35	(7, 9)	MW	3 34 35 50 53 87 89
41	2	1	(8, 10)	MW	1 2 49 74 76 99
42	12	9	(0, 1)	MWF	7 9 33
43	15	4	(0, 3)	TTH	10 15 33 36 37 41 45 73 80
44	2	27	(4, 7)	MW	33 43 85 90
45	1	22	(0, 1)	MWF	3 19 25 60 66 78 94 99
46	20	37	(5, 8)	MW	12 24 48 58 81 88 92
47	9	50	(2, 3)	MWF	9 22 33 42 43 75
48	1	10	(0, 3)	TTH	42 52 59 60 88
49	1	36	(9, 10)	MW	18 24 29 31 45 48 54 56 57 59 96
50	9	47	(0, 1)	MWF	30 34 52 58 77 82 86
