Course	Room	Teacher	Time	Days	Students
1	20	34	(3, 5)	MW	23 28 33 35 47 49 54 76 88
2	1	20	(0, 1)	MWF	1 5 35 38 44 57 80 91
3	13	21	(0, 1)	MWF	2 16 97 99
4	26	47	(3, 6)	MW	65 91
5	25	32	(0, 3)	MW	25 34 68
6	1	10	(0, 3)	TTH	8 14 31 36 42 43 46 52 61 65 74 84 88
7	12	14	(0, 2)	MW	4 9 17 31 53 56 71 78
8	28	49	(3, 5)	MWF	48 50 52 58 89 90
9	19	22	(0, 1)	MWF	3 10 30 63
10	1	6	(8, 11)	TTH	10 25 27 31 47 48 69 87 91 94 97
11	13	40	(3, 5)	MWF	6 7 45 60
12	2	42	(6, 8)	MWF	22 23 35
13	3	43	(3, 6)	TTH	9 69 71 93
14	11	7	(0, 2)	MW	7 23 26 28 37 45 50 76 94
15	19	28	(10, 11)	MWF	3 18 21 51 60 65 72 92
16	28	46	(6, 9)	MW	48 55 60 70 84
17	4	45	(6, 8)	MWF	12 53 86
18	18	19	(8, 10)	MW	19 39 67 74 78
19	18	18	(2, 4)	TTH	16 70
20	1	2	(8, 10)	WF	33 43 59 63 76 95
21	14	3	(3, 4)	MWF	11 17 69 79 95
22	19	9	(8, 9)	MWF	2 10 40 51 73 90 99
23	8	38	(0, 2)	MWF	15 36
24	3	39	(8, 11)	MW	31 38
25	1	37	(12, 13)	MW	1 2 4 7 23 29 49 51 64 75 87
26	2	31	(12, 14)	MWF	10 18 21 28 69 70 84 99
27	1	33	(12, 13)	TTHF	27 39 44 48 51 56 67 75 77
28	18	15	(0, 1)	MWF	19 52 64 75 90 100
29	19	41	(5, 7)	MWF	11 20 27 38 41 61 68 85 92
30	1	36	(5, 7)	MWF	8 13 36 59 100
31	2	26	(0, 2)	MWF	8 12 24 29 59 60 86 87
32	26	5	(0, 2)	MWF	11 32 41 54 58 66 79 81 96
33	1	27	(5, 7)	TTH	15 17 20 22 61 77 80 82 98
34	21	1	(0, 1)	MWF	13 14 46 62 85
35	18	48	(4, 7)	M	1 42 43 62 66 96
36	7	30	(0, 3)	MW	39 73 92 93
37	1	25	(8, 11)	M	1 25 49 81 89
38	1	23	(2, 4)	MWF	13 19 20 64 80 82
39	3	24	(7, 10)	TTH	72 85 95
40	14	11	(5, 7)	MWF	34 37 39 74 98
41	19	29	(2, 4)	MWF	5 30 38 46 77
42	3	12	(4, 7)	MW	9 14 56 57 97
43	2	13	(3, 5)	MWF	32 53 75 86
44	6	50	(0, 2)	MWF	33 47 70 83
45	4	17	(3, 5)	MWF	15 21 29 63 83 94
46	27	16	(0, 3)	MW	22 40 55
47	25	4	(6, 9)	MW	6
48	18	35	(11, 14)	M	24 35 61 62 82 83 95 96
49	27	8	(4, 6)	MWF	44 67 93
50	5	44	(3, 6)	MW	26 72
