Course	Room	Teacher	Time	Days	Students
1	21	43	(8, 10)	MW	7 28 32 57 78 113 119 148
2	22	25	(5, 8)	MW	12 13 92 104 135
3	2	14	(2, 4)	MWF	9 20 47 69 74 114 122 133
4	15	41	(0, 1)	MWF	1 9 12 67 75 103
5	29	45	(0, 3)	MW	39 55 63 66 87 97 101 123 137
6	14	34	(0, 1)	MW	2 15 24 29 54 78 92 100 118 146 147
7	6	38	(0, 2)	MWF	21 27 38 59 84 120 127 132 138 139
8	13	40	(0, 1)	MWF	10 20 33 68 89 121 133
9	7	12	(7, 8)	MWF	30 76 85 87 120 121 143 145
10	28	44	(6, 9)	MW	34 42 82 129 139 150
11	6	35	(3, 5)	MWF	4 17 38 42 56 76 78 103 127
12	8	9	(2, 3)	MWF	18 36
13	1	20	(0, 2)	MW	26 40 61 110 111
14	1	3	(8, 10)	MWF	31 49 81 93 95 97 111 116 124
15	19	30	(4, 5)	MWF	36 39 55 57 63 91 123 136
16	2	17	(5, 7)	MWF	28 58 64 68 69 83 97 114 126 134
17	3	16	(6, 8)	MWF	62 75 88
18	27	31	(0, 2)	MWF	3 11 64 85 108
19	6	42	(11, 13)	TTH	5 43 99 120 138 143
20	2	13	(0, 1)	MWF	23 31 36 69 71 109 140 148 150
21	3	36	(3, 5)	MWF	43 65 108 113 149
22	6	26	(9, 11)	MW	10 13 35 36 74 85 122 128 142 149
23	29	50	(4, 5)	MW	3 8 26 27 40 44 53 86 111 120
24	8	32	(7, 8)	MW	101 107 122 141
25	22	2	(0, 2)	MWF	14 45 49 56 90 116 119 136
26	6	22	(4, 6)	TTH	2 11 28 42 65 76 81 104 109 135
27	7	48	(2, 4)	MW	54 60 70 81 93 94 100
28	8	29	(0, 1)	MWF	16 18 22 50 79 82 96 117 124
29	7	28	(0, 1)	MWF	34 42 46 47 73 81 113 115 126 131 143
30	19	15	(6, 7)	MWF	3 4 17 26 29 38 49 98
31	27	18	(3, 5)	MWF	61 73 95 128 130 144
32	7	24	(5, 6)	MW	1 16 19 20 22 31 52 59 67 72 79 119 131 137
33	19	37	(0, 3)	MW	6 19 25 44 80 86 105 106
34	15	6	(2, 3)	MW	22 31 37 67 82 89 102 115 117
35	6	11	(12, 14)	MWF	3 8 52 56 68 74 100 101 114 131
36	1	21	(4, 7)	MW	45 77 80 84 110 138
37	19	33	(8, 11)	MW	6 8 37 58 60 69 99 110
38	6	7	(6, 8)	MWF	10 14 33 94 96 102 105 112 123 125 146
39	4	47	(2, 4)	MW	13 15 24 50 92 99 141 146 147
40	14	8	(3, 5)	MW	5 11 14 30 32 41 116 124 125 140
41	13	4	(2, 3)	MWF	7 88 91 118 126 142 145
42	6	19	(9, 10)	TTHF	6 9 37 52 63 86 113 119 145
43	21	1	(0, 2)	MW	17 28 43 57 129 144
44	28	10	(2, 5)	MW	33 35 46 48 107 112 121
45	30	5	(4, 6)	MWF	51 66 71
46	23	49	(3, 4)	MWF	96 129 132
47	5	39	(2, 3)	MWF	1 2 10 16 34 71 75 83 104 143
48	8	27	(4, 6)	MW	21 23 101
49	25	46	(0, 1)	MWF	41 51 72 77 91 98 125 130 145
50	30	23	(0, 1)	MW	4 5 53 62 112 134 135 141 142
