Course	Room	Teacher	Time	Days	Students
1	11	40	(0, 2)	MW	5 8 76
2	14	41	(2, 5)	M	62 70
3	16	15	(7, 9)	MW	23 26 38 44 48 58 69 76 88
4	11	45	(13, 16)	MW	16 24
5	16	42	(10, 12)	TTH	7 36 54 57 64 72 78 80 81 84 88 89
6	11	19	(3, 5)	MWF	27 32 33 44 65 67 74
7	4	11	(5, 7)	MWF	1 20 34 42 61
8	4	10	(0, 1)	MWF	31 32 37 41 70 96
9	3	47	(0, 1)	MWF	4 22 47 62 83
10	2	8	(0, 2)	MW	3 9 49 51 69 93
11	1	7	(0, 3)	MW	13
12	16	49	(7, 9)	TTHF	6 7 35 39 43 46 60 94
13	21	38	(0, 2)	MW	36 50 56
14	30	33	(0, 1)	MW	1 6 38 52 71 98
15	16	3	(13, 15)	MW	1 33 37 41 44 48 59 80 99
16	13	28	(2, 4)	MW	1 11 12 31 42 75 100
17	19	26	(0, 3)	MW	15 21 45 78 88
18	7	31	(0, 2)	MW	25 26 60 86
19	11	6	(10, 12)	MWF	5 7 8 35 50 61 69
20	8	27	(0, 2)	MW	23 58 59 65
21	16	50	(3, 6)	TTH	14 15 19 29 40 42 71
22	18	24	(6, 7)	MWF	4 21 27 63 64 92
23	5	37	(0, 2)	MW	73 90 91
24	18	22	(0, 2)	MW	2 30 66 97
25	22	44	(0, 2)	MWF	72 87 94
26	16	17	(0, 2)	TTHF	19 33 39 48 59 63 81
27	10	20	(0, 1)	MWF	10 11 28 67 85
28	12	16	(7, 8)	MWF	15 53 72 87
29	9	48	(0, 3)	M	17 79
30	12	35	(3, 6)	MW	69 93
31	6	18	(4, 5)	MWF	14 16 58 76 84 92 97 99
32	23	46	(0, 1)	MWF	44 53 68 75 89 95
33	29	14	(0, 3)	M	24 34 82
34	18	43	(9, 11)	MW	2 13 14 34
35	13	30	(5, 8)	MW	9 10 71 79
36	16	39	(5, 6)	MWF	7 24 40 46 82 88 100
37	5	23	(3, 4)	MWF	2 25 30 46 48 56 60 66 68 81 90
38	16	13	(16, 17)	MWF	18 28 35 39 43 95
39	16	36	(2, 4)	MW	6 10 28 38 41 52 71
40	11	1	(0, 1)	TTHF	9 17 35 55 78 99
41	15	2	(0, 3)	M	16 43 92
42	16	5	(13, 15)	TTH	12 18 22 39 40 55 64 94
43	18	34	(3, 5)	MW	19 59 83 86 89 91 95 96
44	17	25	(0, 3)	MW	14 20 57 99
45	11	4	(6, 9)	MW	16 37 41 45 55 56 65 74 84
46	24	32	(2, 4)	MW	4 22 54 61 98
47	2	9	(3, 5)	MW	5 49 51
48	8	29	(5, 8)	M	2 3 12 47 85 94
49	16	12	(10, 12)	MWF	25 32 33 47 74 87
50	20	21	(0, 3)	MW	18 29 77 80
