Course	Room	Teacher	Time	Days	Students
5	27	9519	(11, 12)	TTHF	
12	26	9985	(13, 14)	TTH	
17	21	3610	(2, 5)	TH	
19	25	7867	(4, 7)	F	
20	10	9216	(0, 3)	TTH	30
23	27	1259	(9, 10)	TTH	
24	3	6505	(2, 4)	MWF	25
28	12	7147	(0, 1)	TTH	
29	29	3920	(5, 6)	TTH	
33	30	4158	(13, 14)	TTH	
40	25	6351	(13, 14)	TTH	
55	12	1341	(5, 7)	TTH	55
60	2	1721	(0, 3)	MW	
95	1	8972	(8, 11)	T	9
178	9	5136	(0, 1)	MWF	57
203	23	704	(8, 10)	TTH	55
221	23	6983	(0, 1)	MWF	29
225	2	6358	(10, 12)	TTH	29
243	8	5631	(0, 3)	M	43
249	12	1742	(5, 6)	MWF	11
269	2	7928	(7, 9)	TTH	26
288	9	2664	(10, 12)	TTH	67
307	25	1186	(2, 4)	MW	
343	12	118	(8, 10)	TTH	68
376	1	7988	(0, 1)	TTHF	3
418	14	1040	(5, 7)	MWF	4
517	4	5457	(13, 14)	MWF	48
562	11	886	(12, 13)	MWF	40
568	28	1884	(2, 3)	MWF	
590	16	8162	(5, 8)	MW	37
704	22	203	(0, 2)	MW	5
795	23	5216	(10, 11)	WF	74
799	29	647	(9, 11)	MWF	38
843	24	822	(9, 12)	TTH	
857	24	4260	(4, 6)	MW	13
867	24	8362	(0, 2)	TTH	18
923	30	3907	(0, 2)	MWF	
926	27	2611	(13, 14)	TTHF	71
935	7	8459	(8, 10)	TTHF	
1021	14	8512	(0, 1)	MWF	7
1042	8	3165	(2, 5)	T	
1059	15	600	(12, 14)	TTH	38
1061	1	3073	(0, 3)	W	15
1064	18	3788	(3, 5)	MWF	70
1067	27	4204	(2, 5)	F	98
1083	29	4959	(5, 6)	MWF	27
1152	30	5169	(3, 5)	TTH	84
1161	12	6070	(11, 14)	TTH	69
1176	21	9744	(8, 9)	MWF	30
1183	5	9052	(7, 10)	TTH	
1194	19	5059	(6, 7)	MWF	71
1225	1	1319	(2, 4)	TTH	11
1286	5	6385	(0, 1)	MW	3
1359	17	1681	(3, 5)	TTH	75
1365	9	5695	(13, 14)	TTH	97
1390	11	2001	(10, 11)	MWF	
1403	20	9888	(8, 10)	MWF	23
1408	20	1722	(13, 14)	MWF	
1430	16	372	(3, 5)	TTH	41
1439	17	1423	(4, 5)	MWF	
1517	26	6900	(0, 2)	MWF	45
1524	15	2448	(0, 2)	MWF	27
1538	9	4436	(3, 5)	TTH	65
1554	19	2390	(9, 11)	TTH	80
1634	27	4356	(5, 7)	MW	55
1664	11	9956	(2, 4)	WF	46
1691	17	8129	(6, 7)	MWF	62
1699	4	4964	(0, 3)	F	58
1712	10	7931	(3, 6)	MW	18
1723	5	6333	(5, 7)	MWF	6
1725	20	3023	(11, 12)	MWF	34
1729	23	1608	(8, 9)	WF	62
1737	17	6442	(11, 12)	MWF	73
1741	5	3649	(2, 4)	MW	4
1744	25	114	(8, 9)	MWF	53
1767	3	1887	(11, 13)	TTH	37
1772	15	6915	(12, 14)	MWF	
1800	20	5388	(5, 6)	MWF	28
1902	15	5014	(3, 5)	MW	21
1938	10	4374	(12, 14)	MW	28
1950	7	103	(0, 1)	MWF	
1952	23	6460	(4, 7)	TTH	51
1986	23	3633	(2, 3)	MW	44
2003	12	36	(12, 13)	MWF	27
2008	24	4562	(6, 8)	TTH	20
2142	20	2814	(0, 1)	MWF	9
2224	22	7736	(7, 8)	MWF	10
2272	13	3014	(11, 13)	MWF	56
2280	7	4779	(11, 12)	MWF	18
2304	21	5663	(10, 12)	TTHF	
2395	19	6369	(6, 8)	TTH	78
2434	18	4895	(10, 13)	MW	72
2438	17	620	(13, 14)	MWF	
2447	16	6642	(0, 1)	MWF	33
2479	1	240	(9, 10)	MWF	3
2502	18	5790	(9, 11)	TTHF	75
2526	19	4889	(3, 5)	MWF	
2546	18	5313	(0, 2)	TTH	72
2566	12	7389	(7, 8)	MWF	17
