Course	Room	Teacher	Time	Days	Students
1	14	93	(0, 1)	MWF	1 75 77
2	15	39	(9, 12)	M	43 75 94
3	13	70	(0, 3)	MW	10 59 67 70
4	25	74	(3, 4)	MWF	31 38 61 92
5	3	77	(0, 3)	MW	69
6	11	83	(3, 5)	MW	9 11 16 37 45 52
7	22	21	(6, 8)	MW	14 23 40 51 82 95 100
8	5	98	(4, 7)	MW	42 64 79 84
9	10	59	(6, 9)	MW	85
10	2	53	(7, 8)	TTHF	20 33 67
11	29	80	(3, 5)	MW	24 56 66 89 90 94
12	2	32	(4, 6)	TTHF	9
13	23	63	(0, 1)	MWF	4 39
14	19	31	(6, 9)	MW	46
15	10	51	(10, 13)	MW	
16	18	95	(0, 3)	T	39 43 53 99
17	13	43	(4, 7)	MW	5 8 12 27 76
18	13	73	(8, 11)	MW	17 19 77 93
19	1	88	(0, 3)	TTH	13 72 94
20	24	55	(8, 10)	MW	42
21	21	7	(3, 4)	MWF	47 96
22	12	99	(8, 9)	MWF	
23	29	81	(6, 7)	MW	17 18 35 38 61 71 94
24	17	92	(3, 4)	MWF	2
25	28	28	(11, 13)	MW	52 62 83 86 90
26	18	75	(0, 2)	MW	37 49 66 99
27	25	78	(6, 7)	MW	24 33 66
28	26	25	(4, 6)	MW	4 43 50 93
29	2	46	(2, 3)	TTH	34
30	1	69	(9, 11)	TTHF	3 10 11 79 97
31	20	14	(0, 2)	MWF	13 36 45
32	2	12	(7, 10)	MW	67 81
33	29	56	(0, 2)	MWF	41 72
34	22	96	(4, 5)	MW	35 55 73 77
35	6	58	(0, 2)	TTH	8 14 47
36	6	48	(3, 5)	TTHF	18
37	14	66	(4, 5)	MWF	26 29 58
38	1	82	(0, 1)	MWF	15 23 73 78
39	15	2	(0, 1)	MW	29 96
40	2	45	(9, 12)	TTH	55 95
41	15	71	(6, 8)	MW	41 91
42	13	89	(13, 14)	MWF	20 31 88
43	12	17	(2, 4)	MWF	3 82
44	2	91	(2, 3)	MWF	54 65
45	1	40	(6, 8)	TTHF	39 40 49 54 64 76 91 93
46	2	29	(5, 6)	MW	48 92
47	6	86	(0, 2)	MWF	12 92
48	6	36	(9, 12)	MW	4 12 96
49	5	87	(0, 1)	MWF	19 40 47 63 64
50	25	67	(0, 2)	MWF	6 24 83
51	11	15	(6, 8)	MWF	11 44 73
52	30	60	(0, 1)	MWF	14 17
53	1	10	(10, 12)	MW	22 25 32 70 88
54	18	64	(8, 11)	MW	6 38 61 79 99
55	24	20	(0, 1)	MWF	3 42 65 85
56	29	33	(3, 6)	TTH	8 44 97
57	14	94	(6, 7)	MWF	16 30 53 69 89
58	6	35	(3, 5)	MW	41
59	9	9	(9, 12)	MW	23 33 39
60	30	52	(2, 4)	MW	75
61	11	79	(9, 11)	MWF	16 26 34 44 74 82 98
62	10	72	(3, 4)	MWF	48
63	24	13	(2, 3)	MWF	4 20 53
64	17	54	(0, 2)	MWF	21 31 46
65	21	90	(0, 1)	MW	5 35
66	15	37	(13, 14)	MWF	50
67	26	50	(9, 12)	MW	20 30
68	1	85	(2, 3)	MWF	15 26 32 35 97
69	1	30	(6, 9)	MW	21 36 83 97
70	12	3	(5, 7)	MWF	13
71	14	41	(2, 3)	MWF	25 28 40 51 71 76 81
72	11	62	(0, 2)	MW	7 33 52 60 62 74 84 88 98
73	12	18	(10, 12)	MWF	
74	26	4	(2, 3)	MWF	42
75	17	26	(8, 10)	MW	45 48
76	27	84	(0, 3)	MW	91
77	4	5	(0, 2)	MWF	22
78	27	27	(4, 7)	M	59
79	9	61	(6, 8)	MWF	63 80
80	29	11	(9, 11)	MW	28 95 100
81	29	23	(12, 13)	MW	2 9 48 54
82	1	38	(13, 14)	MWF	43 49 56 57 73 81
83	9	6	(3, 5)	MW	87
84	28	76	(3, 6)	MW	1 22 60 78
85	2	68	(0, 1)	MWF	30 57
86	6	47	(6, 8)	MWF	62 65
87	5	49	(2, 3)	MWF	27
88	2	19	(11, 13)	MWF	29 55 65
89	12	42	(0, 1)	MWF	58
90	22	65	(0, 1)	MW	2 25 26 68 86
91	1	44	(4, 5)	MWF	6 15 69 80 88
92	18	24	(4, 5)	MWF	7 10 23 46 68 70 85 95
93	14	1	(12, 13)	MWF	44 80
94	15	57	(2, 4)	MW	14 57
95	17	16	(6, 7)	MW	7
96	23	34	(5, 8)	M	3 34
97	27	100	(8, 11)	MW	27
98	5	8	(12, 14)	MWF	16 18
99	13	22	(0, 1)	TTHF	32 34 86 87 96
100	28	97	(7, 10)	MW	37 50
