Course	Room	Teacher	Time	Days	Students
1	20	3	(0, 3)	MW	10 11 16 17 19 24 25 28 41 45 56 60 79 89 95
2	3	9	(3, 5)	MWF	1 3 4 9 15 18 40 42 48 53 54 58 65 67 69 72 73 75 80 82 83 94 97 98 100
3	22	1	(0, 2)	MWF	3 12 13 21 26 27 29 30 43 51 54 55 57 59 63 65 69 74 82 96
4	25	6	(0, 2)	MW	6 8 18 20 22 44 49 58 61 66 71 72 81 88 90 98
5	9	7	(2, 3)	MWF	5 14 50 78 84 86 91 93
6	24	4	(0, 1)	MWF	4 5 34 38 42 46 64 68 70 78 80 83 91 93 99
7	8	5	(3, 4)	MWF	6 21 22 23 26 27 30 31 32 33 34 38 39 44 51 55 59 64 68 74 76 85 87 90 92 96
8	17	10	(4, 5)	MWF	7 8 10 12 13 14 16 19 24 25 28 29 35 36 37 41 43 45 46 49 52 56 57 61 62 63 66 70 71 77 78 79 81
9	2	2	(0, 2)	MWF	1 2 15 23 31 33 35 37 47 48 52 53 62 67 73 75 85 87 94
10	18	8	(0, 1)	MWF	7 14 32 36 39 40 50 76 77 84 92 97 100
