Students	100
1	9	6	1	2
2	9	4	5	6
3	2	1	8	3
4	2	5	6	1
5	5	6	10	1
6	4	1	7	2
7	8	10	4	1
8	4	9	8	7
9	2	5	7	1
10	1	10	5	8
11	1	5	3	7
12	3	8	1	7
13	8	3	1	4
14	5	4	8	10
15	9	10	4	2
16	1	2	8	4
17	1	2	10	7
18	2	4	10	9
19	8	1	2	6
20	4	9	10	6
21	3	7	2	4
22	4	6	7	2
23	7	9	1	8
24	1	9	8	7
25	1	10	4	8
26	3	7	1	2
27	3	7	9	8
28	1	3	8	9
29	8	2	3	4
30	3	7	2	1
31	9	7	3	10
32	10	7	3	1
33	9	7	8	2
34	6	10	7	8
35	9	8	4	7
36	8	10	7	9
37	9	6	3	8
38	7	6	4	2
39	7	10	3	5
40	10	3	2	1
41	1	5	9	8
42	6	2	10	8
43	3	5	8	10
44	7	4	6	10
45	1	4	8	7
46	6	1	3	8
47	9	10	6	5
48	9	5	2	10
49	4	6	8	7
50	10	6	9	5
51	7	8	3	6
52	9	6	4	8
53	2	9	10	6
54	2	5	3	10
55	3	4	10	7
56	8	1	5	9
57	8	3	1	6
58	2	4	3	8
59	3	7	10	4
60	1	2	6	3
61	4	3	8	5
62	8	2	9	1
63	3	10	8	2
64	7	6	5	9
65	3	5	4	2
66	4	8	3	5
67	9	10	2	7
68	7	8	6	3
69	3	2	6	9
70	6	3	4	8
71	4	8	3	7
72	4	5	2	10
73	9	3	2	5
74	7	3	4	2
75	9	4	3	2
76	10	7	2	1
77	8	10	4	1
78	6	1	8	5
79	1	5	4	8
80	6	2	3	5
81	4	1	10	8
82	3	2	4	5
83	2	8	1	6
84	10	5	1	6
85	9	4	3	7
86	5	7	9	4
87	7	9	8	3
88	4	6	5	3
89	1	8	9	4
90	7	4	3	9
91	6	10	5	2
92	10	7	4	9
93	5	6	2	8
94	2	8	9	6
95	1	9	4	10
96	7	3	2	6
97	8	10	2	7
98	2	7	4	6
99	6	10	1	8
100	10	2	1	8
