Course	Room	Teacher	Time	Students
1	16	29	11	31
2	30	718	0	
3	30	279	0	
4	30	178	0	
5	10	155	8	25
6	30	980	0	
7	30	127	0	
8	18	872	7	32
9	30	606	0	
10	30	811	0	
11	26	236	0	7
12	30	959	0	
13	30	836	0	
14	30	965	0	
15	18	85	12	32
16	8	104	5	
17	30	357	0	
18	30	471	0	
19	3	464	0	81
20	18	431	3	
21	30	370	0	
22	30	585	0	
23	30	477	0	
24	17	447	12	14
25	30	179	0	
26	30	151	0	45
27	30	788	0	
28	30	129	0	
29	30	1	0	
30	30	35	0	
31	30	531	0	
32	30	264	0	
33	25	767	6	38 64
34	30	747	0	
35	26	30	4	10 14
36	30	923	0	
37	24	185	7	36
38	30	396	0	
39	13	446	6	
40	30	628	0	
41	30	936	0	
42	30	112	0	89
43	30	914	0	
44	30	569	0	
45	21	742	2	35 98
46	30	891	0	
47	30	490	0	
48	30	622	0	
49	30	670	0	56 86
50	15	541	8	13
51	30	449	0	
52	30	135	0	
53	8	684	3	17
54	30	263	0	
55	30	830	0	
56	2	611	0	
57	30	287	0	
58	30	826	0	
59	30	878	0	
60	16	771	2	30
61	30	689	0	
62	30	192	0	61
63	30	938	0	
64	30	364	0	
65	30	805	0	
66	30	509	0	
67	30	875	0	
68	30	517	0	
69	30	201	0	
70	30	733	0	
71	30	687	0	
72	30	454	0	
73	30	254	0	68
74	30	603	0	
75	30	315	0	
76	30	109	0	
77	28	759	3	40
78	30	866	0	
79	30	204	0	
80	30	378	0	
81	30	313	0	
82	30	567	0	
83	30	248	0	
84	30	521	0	
85	30	15	0	
86	30	434	0	63
87	30	132	0	44
88	30	661	0	
89	30	231	0	
90	30	546	0	
91	30	904	0	
92	30	384	0	
93	30	917	0	
94	30	899	0	
95	23	849	0	
96	30	175	0	
97	30	751	0	
98	30	445	0	
99	30	666	0	
100	30	430	0	
101	30	366	0	
102	30	280	0	
103	18	578	0	31
104	9	16	11	12 96
105	30	532	0	
106	30	339	0	85
107	30	294	0	42
108	30	125	0	
109	30	76	0	
110	30	552	0	
111	30	164	0	
112	30	42	0	
113	30	136	0	
114	30	717	0	
115	30	649	0	
116	30	863	0	
117	30	994	0	
118	30	662	0	
119	30	154	0	
120	30	629	0	
121	30	725	0	
122	30	795	0	
123	30	930	0	
124	30	676	0	
125	30	108	0	
126	30	487	0	
127	30	7	0	88
128	30	267	0	
129	30	28	0	
130	30	678	0	
131	30	572	0	
132	30	87	0	
133	30	166	0	
134	20	181	11	34
135	30	52	0	
136	30	113	0	
137	30	408	0	
138	30	480	0	
139	30	551	0	
140	14	463	13	29 93 94 99
141	30	425	0	52
142	30	255	0	
143	30	481	0	
144	30	961	0	
145	30	374	0	
146	30	809	0	
147	30	892	0	
148	30	772	0	
149	30	503	0	
150	30	695	0	
151	30	26	0	
152	30	693	0	
153	30	535	0	
154	30	119	0	
155	30	5	0	43
156	30	812	0	
157	30	212	0	
158	30	337	0	
159	30	515	0	
160	30	416	0	
161	30	679	0	
162	30	681	0	
