Students	100
1	5201	4021	643	7279
2	6496	924	5986	5622
3	4042	1213	6039	4996
4	6070	4952	4251	6483
5	7359	5419	6922	5257
6	6375	7410	6437	1198
7	3150	4965	7046	5080
8	3444	5365	502	6868
9	7169	4237	4501	3817
10	2610	3343	6215	2461
11	6925	7101	2745	1852
12	4129	4219	4445	1086
13	7060	1153	5746	6863
14	2187	4331	2930	5400
15	5887	4107	3504	1341
16	6465	6224	1246	3853
17	967	1818	4091	2111
18	2223	1882	4037	5589
19	1107	462	1680	2559
20	1342	6680	6629	2160
21	2585	4045	4159	5832
22	6919	3596	3090	1678
23	1312	3624	4891	4056
24	1971	847	5801	550
25	6898	2641	7209	5764
26	6005	5380	676	7352
27	146	2181	2319	7099
28	4638	5800	7366	5703
29	6886	2085	4173	5477
30	5485	660	2793	7376
31	4727	224	1885	136
32	3046	3556	4652	6666
33	1470	3954	4243	2005
34	4794	3450	1587	3872
35	4161	4000	7234	2161
36	6965	4358	3024	3920
37	1012	1940	1657	5155
38	1595	2692	7239	2551
39	5114	7077	5313	7150
40	2101	2119	3218	2088
41	6107	5958	6743	300
42	5781	4806	1917	3726
43	3586	4047	6620	3208
44	81	2396	3536	2582
45	4098	5442	151	2620
46	2869	2989	723	6786
47	7117	6091	4254	4694
48	4617	4605	4870	274
49	7093	522	2	3721
50	6994	6164	939	496
51	240	1348	3241	4194
52	592	3726	534	6290
53	2178	767	4693	2989
54	4079	196	1176	6236
55	6991	6626	4021	5395
56	3965	5543	537	4617
57	846	4434	6928	5493
58	7292	6039	3965	2115
59	3448	1373	3157	1081
60	3221	6747	3699	7352
61	1270	6867	2496	402
62	1440	5481	5592	2795
63	4979	1394	7484	5664
64	956	1799	6013	5697
65	4890	7292	6053	7000
66	5940	6761	2957	6600
67	1045	2679	4496	1225
68	6337	7093	417	202
69	344	4681	719	6329
70	2644	6710	2905	4965
71	5946	7211	7138	4325
72	6241	3779	1626	2222
73	3581	6898	3174	1474
74	6400	7491	3003	2831
75	60	3856	2186	5836
76	4302	4227	1469	5170
77	4626	1870	1642	4376
78	3660	7036	6412	3797
79	2683	6771	1862	3750
80	453	508	248	3568
81	4814	4987	4667	6877
82	7497	282	6999	5264
83	4672	6553	2260	6453
84	5782	795	2183	212
85	6689	1016	3350	680
86	1200	3457	1578	4933
87	6139	6415	1961	389
88	304	6286	1446	5851
89	6553	778	3873	5266
90	6893	2187	5457	3485
91	3857	1257	2612	3167
92	828	7416	4077	3317
93	4088	6442	1174	6294
94	4043	6233	985	3887
95	5797	6990	3401	1619
96	4892	5827	153	7054
97	1613	3719	3151	4280
98	7307	262	6511	5612
99	6642	7314	715	394
100	1087	1531	1518	7247
