Course	Room	Teacher	Time	Students
1	8	2312	0	22
2	30	3398	0	
3	30	6936	0	
4	30	803	0	
5	30	1545	0	
6	30	1599	0	
7	30	8340	0	
8	30	9803	0	
9	30	3003	0	
10	30	565	0	
11	30	393	0	
12	30	1638	0	
13	30	2929	0	
14	30	8480	0	
15	30	7181	0	
16	30	7824	0	
17	30	2508	0	
18	30	6923	0	
19	30	2972	0	
20	30	6958	0	
21	30	9344	0	
22	30	1927	0	50
23	30	1859	0	
24	30	1339	0	
25	30	1190	0	
26	30	2823	0	
27	30	7580	0	
28	30	3578	0	
29	30	7601	0	
30	30	3920	0	
31	30	1919	0	
32	30	9117	0	
33	30	8100	0	
34	30	4513	0	
35	30	1407	0	
36	30	835	0	
37	30	775	0	
38	30	1558	0	
39	30	3597	0	
40	30	8664	0	
41	30	2339	0	
42	30	4060	0	
43	30	8768	0	
44	30	6889	0	
45	30	8122	0	
46	30	1778	0	
47	30	879	0	
48	30	8769	0	
49	30	9906	0	
50	30	5747	0	
51	30	8417	0	
52	30	4368	0	
53	30	4516	0	
54	30	1367	0	
55	30	3606	0	
56	30	5610	0	
57	30	9127	0	
58	30	5242	0	
59	30	9311	0	
60	30	851	0	
61	30	4493	0	
62	30	5873	0	
63	30	2872	0	
64	30	6698	0	
65	30	1215	0	
66	30	8698	0	
67	30	7460	0	92
68	30	5348	0	
69	30	9731	0	
70	30	8217	0	
71	30	8886	0	
72	30	3809	0	
73	30	9792	0	
74	30	4814	0	
75	30	269	0	
76	30	5886	0	
77	30	3022	0	
78	30	4936	0	
79	5	5447	10	10
80	30	2284	0	
81	30	8580	0	
82	30	9514	0	
83	30	1740	0	
84	30	7222	0	
85	30	3698	0	
86	30	3197	0	
87	30	6315	0	
88	30	9694	0	
89	30	9968	0	
90	30	8884	0	
91	30	7929	0	
92	30	6454	0	
93	30	9140	0	
94	30	5270	0	
95	30	6950	0	
96	30	1767	0	
97	30	1560	0	
98	30	3703	0	
99	30	2590	0	
100	30	1347	0	
101	30	8527	0	
102	30	1522	0	
103	30	6136	0	
104	30	6059	0	
105	18	4341	4	10
106	30	676	0	
107	30	3754	0	
108	30	7932	0	
109	30	6742	0	
110	30	6766	0	
111	30	2813	0	
112	30	6690	0	
113	30	829	0	
114	30	2459	0	
115	30	8370	0	
116	30	5826	0	
117	30	5124	0	
118	30	1330	0	
119	30	8856	0	
120	30	6039	0	
121	30	1811	0	
122	30	1334	0	
123	30	5495	0	
124	30	4934	0	
125	30	1108	0	
126	30	8087	0	
127	30	9942	0	
128	30	5329	0	
129	30	4836	0	
130	30	7212	0	
131	30	595	0	
132	30	2602	0	
133	30	9153	0	
134	30	1888	0	
135	30	3370	0	
136	30	1160	0	
137	30	7757	0	
138	30	4681	0	
139	30	4757	0	
140	30	5020	0	
141	11	3804	10	
142	30	6529	0	
143	30	1591	0	
144	30	4968	0	
145	30	2729	0	
146	30	966	0	
147	30	3699	0	
148	30	4838	0	
149	30	5117	0	
150	30	962	0	
151	30	6169	0	
152	30	9686	0	
153	30	2201	0	
154	30	3062	0	
155	30	8539	0	
156	30	9554	0	
157	30	6518	0	
158	30	4995	0	
159	30	2684	0	
160	30	9072	10	41
161	30	9425	0	
162	30	9451	0	
163	30	350	0	
164	30	9239	0	
165	15	8905	0	18
166	30	2830	0	87
167	30	1687	0	
168	30	4612	0	
169	30	2726	0	
170	30	640	0	
171	30	7771	0	
172	30	5207	0	
173	30	2658	0	
174	30	6959	0	
175	30	2925	0	
176	30	5391	0	
177	30	6891	0	
178	30	7027	0	
179	30	7207	0	
180	30	4157	0	
181	30	5617	0	
182	30	6794	0	
183	30	3602	0	
184	30	6156	0	
185	30	7349	0	
186	30	4421	0	
187	30	9917	0	
188	30	1751	0	
189	30	2655	0	
190	30	2323	0	
191	30	3701	0	
192	30	5188	0	
193	30	4274	0	
194	30	7163	0	
195	30	855	0	
196	30	466	0	
197	30	5421	0	
198	30	3500	0	
199	30	5484	0	
200	22	396	8	34
201	30	1025	0	
202	30	6398	0	
203	30	9133	0	
204	30	1920	0	
205	30	3795	0	
206	30	4901	0	
207	30	8314	0	
208	30	8316	0	
209	30	709	0	
210	30	9290	0	
211	30	3687	0	
212	30	6114	0	
213	30	9125	0	
214	30	1979	0	
215	30	9334	0	
216	30	5037	0	
217	30	2616	0	
218	30	327	0	
219	30	3711	0	
220	30	3932	0	
221	30	1951	0	
222	30	2517	0	
223	30	3225	0	
224	30	8705	0	
225	30	8647	0	
226	30	9201	0	
227	30	1087	0	
228	30	7987	0	
229	30	1992	0	
230	30	6083	0	
231	30	1264	0	
232	30	8405	0	
233	30	8707	0	
234	30	3440	0	
235	30	5217	0	
236	30	321	0	
237	30	6492	0	
238	30	7089	0	
239	30	2808	0	
240	30	267	0	
241	3	7696	7	16
242	17	6750	6	30
243	30	8902	0	
244	30	9560	0	
245	30	4166	0	
246	30	8798	0	
247	30	1127	0	
248	30	898	0	
249	30	6754	0	
250	30	413	0	
251	30	7905	0	
252	30	2840	0	
253	30	5305	0	
254	30	405	0	
255	30	2245	0	
256	30	5775	0	
257	30	3122	0	
258	30	3752	0	
259	30	1728	0	
260	30	4530	0	
261	30	1249	0	
262	30	6016	0	
263	30	2412	0	
264	30	3974	0	
265	30	2647	0	
266	30	8620	0	
267	30	240	0	
268	30	9894	0	
269	30	75	0	
270	30	3714	0	
271	30	2638	0	
272	30	9059	0	
273	30	5642	0	
274	30	6353	0	
275	30	5974	0	
276	30	1831	0	
277	30	5051	0	
278	30	9030	0	
279	30	2910	0	
280	30	6921	0	
281	30	7303	0	
282	30	1783	0	
283	30	5689	0	
284	30	7855	0	
285	30	9874	0	
286	30	7282	0	
287	30	7945	0	
288	30	1047	0	
289	30	3252	0	
290	30	1164	0	
291	30	867	0	
292	30	5958	0	
293	30	7036	0	
