Students	100
1	24	19	13	2
2	33	49	30	34
3	45	36	29	23
4	10	27	40	49
5	1	7	20	38
6	9	38	13	49
7	43	38	48	41
8	26	16	12	38
9	37	40	15	3
10	15	5	37	3
11	44	26	25	6
12	21	6	16	40
13	45	7	43	8
14	32	27	37	33
15	5	17	50	29
16	16	33	38	23
17	33	13	34	19
18	35	16	47	28
19	39	46	29	27
20	15	28	49	45
21	21	17	19	20
22	47	28	6	25
23	16	10	41	18
24	50	35	13	25
25	8	27	32	7
26	39	36	47	33
27	46	49	48	8
28	17	46	45	15
29	43	1	26	23
30	28	31	17	22
31	16	17	34	20
32	12	47	34	1
33	45	13	35	34
34	37	9	41	36
35	29	50	18	39
36	2	39	37	29
37	28	45	48	13
38	34	7	40	5
39	30	14	28	26
40	47	36	28	9
41	45	31	22	8
42	41	49	13	12
43	39	16	2	44
44	46	42	31	34
45	25	48	8	45
46	14	18	34	45
47	30	25	26	33
48	16	23	29	47
49	41	7	11	23
50	49	48	31	5
51	20	23	49	37
52	2	9	44	28
53	45	22	34	25
54	36	8	39	50
55	33	40	19	23
56	39	34	16	38
57	10	38	34	35
58	32	18	47	17
59	43	32	1	9
60	29	24	48	12
61	32	35	8	4
62	19	3	42	13
63	25	48	19	45
64	41	15	50	37
65	38	1	35	8
66	18	48	45	20
67	29	23	47	45
68	47	2	38	40
69	46	27	29	30
70	27	30	31	35
71	30	43	29	39
72	50	49	10	27
73	22	27	24	5
74	37	26	45	48
75	12	19	8	37
76	17	36	39	16
77	33	15	38	27
78	32	39	43	49
79	11	47	3	18
80	15	41	37	38
81	27	40	47	8
82	16	43	24	30
83	16	32	38	11
84	24	45	46	37
85	44	35	40	2
86	3	50	23	27
87	36	49	7	14
88	18	10	8	4
89	49	10	31	13
90	40	14	46	19
91	41	22	38	27
92	39	19	6	4
93	8	36	24	17
94	10	38	50	3
95	9	34	50	6
96	26	27	14	31
97	15	7	23	1
98	22	24	33	2
99	1	17	18	36
100	21	11	35	23
