Course	Room	Teacher	Time	Days	Students
1	16	34	(0, 3)	TTH	1 25 48 75 94
2	5	11	(0, 2)	MWF	12 13 14 26 29 33 46 74 93
3	4	24	(0, 2)	MWF	10 18 30 40 78 86
4	5	12	(3, 5)	MWF	4 15 18 47
5	18	48	(0, 3)	MW	3 7 8
6	18	16	(12, 14)	MWF	42 58 69 71 84
7	28	33	(0, 1)	MWF	6 19 42 43
8	26	9	(7, 9)	MW	28 32 63
9	26	8	(4, 6)	MW	49 79 80 81
10	2	36	(6, 8)	MWF	15 47 70 83 93
11	5	2	(6, 8)	MWF	2 16 21 27 44
12	5	4	(9, 11)	MWF	16 17 35 74 90
13	4	14	(3, 4)	MW	52 85 96
14	1	13	(0, 1)	MW	9 17 22 65 72 88
15	2	30	(2, 5)	MW	22 44
16	18	6	(4, 7)	TTH	12 36 39 58 66
17	8	38	(4, 6)	MWF	37 62 65 88
18	7	46	(6, 9)	MW	1 7 51 94 97
19	3	37	(0, 2)	MWF	25 37 39 41 52 56 59 60 71 91
20	26	40	(0, 3)	MW	20 32 63
21	25	26	(2, 3)	MWF	54 76 94 98 100
22	29	43	(0, 2)	MWF	64 79 81
23	30	42	(0, 1)	MW	11 34 62 82 85
24	1	3	(2, 4)	MWF	5 50
25	6	45	(4, 7)	MW	3 78 98 99
26	24	21	(0, 2)	MW	24 89 96
27	16	41	(6, 8)	MWF	11 18 20 34 40 46 74 92
28	9	39	(3, 5)	MWF	12 41
29	18	50	(4, 5)	MW	28 43 56 59 64 75 100
30	4	15	(5, 7)	MWF	30 36 57
31	6	49	(0, 3)	MW	2 21 48
32	16	47	(0, 1)	MWF	4 15 53 75 77 95
33	27	7	(4, 6)	MW	6 13 19 38 45 53 63 87
34	16	1	(9, 12)	MW	21 22 24 45 48 89 99
35	9	44	(0, 1)	MWF	31 38 51 55 70 87
36	3	10	(0, 3)	TTH	5 27 28 36 49 55 58 62 77 83 84 90
37	3	19	(3, 5)	MWF	9 26 69 74 82 83 86 89 93
38	8	17	(9, 11)	MWF	15 31 60 66 83
39	8	28	(0, 3)	MW	58 66 67 68 90 92
40	26	20	(10, 12)	MWF	1 12 38 61 78 88 91 95
41	16	27	(9, 11)	TTHF	24 27 34 67 71 77 96
42	30	23	(5, 6)	MW	54 60 61 85 95
43	29	22	(3, 5)	MWF	10 23 25 46 51 70 91
44	9	35	(6, 7)	MWF	52 77 90
45	6	25	(8, 10)	MWF	39 52 53 55 76 80
46	7	18	(3, 5)	MWF	14 16 40 72 73 97
47	16	32	(4, 5)	MWF	7 8 29 31 35 76 84
48	18	5	(6, 9)	MW	43 50 56 59 64 67 84
49	7	31	(10, 12)	MWF	11 37 49 72 81 82
50	18	29	(10, 11)	MW	23 42 73 75 92
