Course	Room	Teacher	Time	Days	Students
1	10	12	(6, 8)	MW	5 29 59 97 99
2	8	43	(5, 8)	M	36 43 52 98
3	21	37	(0, 2)	MWF	62 79 86
4	4	41	(0, 1)	MWF	61 88
5	19	29	(3, 6)	MW	10 15
6	29	33	(0, 1)	MWF	12 95
7	7	25	(0, 1)	MWF	5 25 38
8	1	50	(4, 5)	MWF	13 25 54 61 75 93
9	23	46	(2, 4)	MW	6 52 59 95
10	24	23	(2, 3)	MW	4 57 72 88 89 94
11	9	14	(7, 10)	MW	49 79 100
12	10	1	(13, 14)	MWF	8 32 42 60 75
13	10	15	(3, 5)	MW	1 24 33 42 62
14	9	11	(3, 6)	MW	39 46 87
15	10	13	(0, 2)	MW	9 10 20 77 80 97
16	1	19	(0, 3)	MW	8 16 18 23 31 48 82 83
17	16	40	(2, 3)	MWF	21 28 58 76 93 99
18	27	39	(4, 5)	MWF	23 35 58 66 79 88 99
19	1	16	(6, 9)	MW	1 17 62 63 75 92
20	14	47	(4, 6)	MWF	31 51
21	23	27	(5, 6)	MWF	12 21 100
22	26	28	(0, 2)	MWF	73 98
23	24	10	(0, 1)	MW	51 55 67 100
24	17	49	(0, 1)	MWF	1 60 84 93
25	6	7	(3, 5)	MW	11 45 47 63
26	1	35	(10, 12)	MW	8 11 29 39 47 74 96
27	24	21	(4, 5)	MWF	4 14 19 69 70 72 73 81 86 96
28	28	22	(0, 3)	MW	22 30 37 40
29	20	5	(7, 10)	MW	15 19 35 48 60 67 69 71
30	22	48	(0, 2)	MW	39 47 70 71
31	2	42	(3, 4)	MWF	41
32	25	38	(10, 13)	MW	14 25 58 59 61 78 83
33	30	6	(3, 4)	MWF	2 17 55 77 98
34	8	44	(3, 4)	MWF	38 53 56
35	1	26	(0, 2)	TTH	18 24 33 57 61 65 70 85 100
36	25	45	(8, 9)	MWF	3 26 34 40 54 76 87 93
37	20	3	(3, 6)	MW	9 34 64 74 80 84
38	25	32	(4, 7)	MW	7 8 16 57 65 83 91 94
39	27	18	(0, 2)	MW	19 26 35 36 43 54 56 78 92
40	17	17	(6, 8)	MW	4 38 55 81 85 90
41	2	4	(0, 2)	MW	34 42 49 64 91
42	3	31	(2, 3)	MWF	44
43	8	2	(0, 1)	MW	7 29 59
44	9	34	(0, 2)	MW	11 85
45	25	36	(0, 2)	MW	3 13 33 41 45 46 53 63 66 74
46	23	9	(0, 1)	MWF	27 28 44 69 90
47	13	20	(4, 7)	MW	18 22 26 32 40 68
48	22	30	(3, 4)	MWF	27 50 60
49	16	24	(0, 1)	MWF	2 4 6 50 72 87 89
50	1	8	(13, 15)	MW	15 24 35 54 64 72 86 94 95
