Course	Room	Teacher	Time	Days	Students
1	3	45	(2, 4)	MW	7 23 88
2	12	50	(0, 3)	MW	21 26 50 57 70 76 97 100
3	15	47	(3, 4)	TTHF	9 22 49
4	3	24	(9, 10)	MWF	63 96
5	25	26	(0, 3)	M	18 54 74 78 84
6	17	36	(0, 2)	MWF	29 51
7	11	43	(0, 1)	MWF	23 38 69 77 99
8	14	20	(10, 12)	MW	29 36 46 77 82 89
9	15	19	(2, 5)	MW	2 19 20 79
10	19	32	(0, 2)	MWF	9 25 28 37 44 45 53 59 64 72 89
11	4	46	(9, 11)	MW	15 21 22 30 33 41 69 88
12	27	17	(5, 7)	MW	30 33 35 39 52 82
13	1	15	(6, 9)	MW	7 13 34 71 84
14	27	31	(2, 4)	MW	40 41 48 80
15	2	13	(9, 11)	MWF	8 24 28 51 52 54 93
16	15	27	(6, 8)	MW	20 53 58 66
17	26	12	(7, 9)	MW	32 57
18	14	29	(0, 2)	MW	3 5 6 12 62
19	15	9	(9, 11)	MWF	19 50 62 78 98
20	15	8	(12, 14)	MW	22 41 59 68
21	17	37	(3, 4)	MWF	13 25 37 38 51 82
22	1	35	(12, 13)	MWF	11 14 32 39 49 65 75 78 93
23	2	25	(0, 3)	MW	4 27 61 65 86 91
24	4	4	(7, 8)	MWF	4 9 27 37 62 75 90 92
25	3	23	(5, 8)	MW	31 51 60 83
26	24	5	(3, 6)	M	36 44 72 85
27	14	16	(8, 9)	MWF	6 64 74 91
28	20	42	(0, 2)	MW	15 17 42 46 81 92 96
29	14	18	(6, 7)	MWF	21 26 40 50 55 61 63 73 89 98
30	4	48	(12, 13)	MW	28 30 37 63 70 73 81 94 95
31	26	14	(0, 1)	MWF	13 47 82 87
32	19	10	(3, 6)	MW	8 22 29 47 93
33	1	38	(2, 3)	MWF	34 35 52 55 58 68 71 77
34	12	40	(4, 6)	MW	6 12 45
35	2	22	(4, 5)	MWF	16 28 42 43 78
36	18	6	(7, 9)	MWF	10 81 97
37	18	21	(0, 1)	MWF	1 2 14 19
38	2	33	(7, 8)	MWF	1 47 49 54 80
39	25	49	(4, 6)	MW	1 10 14 32 46 54 56 86 97
40	12	34	(7, 8)	MWF	3 67
41	3	44	(0, 1)	MW	49 71 94
42	21	28	(0, 1)	MWF	8 16 31 40 43 75 88 95 98
43	10	7	(3, 4)	MWF	15 17 24 90 95 99
44	1	41	(10, 11)	MW	56 57 58 60 70 72 74 84 87 100
45	4	1	(4, 6)	MW	4 5 65 69 75 87
46	1	11	(4, 5)	MWF	18 66 70 76 100
47	14	3	(3, 5)	MW	3 62 89 92 94
48	4	30	(0, 1)	MW	11 34 56 58 67 73 83 90
49	24	39	(7, 9)	MW	11 23 36 59 99
50	12	2	(9, 11)	MWF	27 47 48 67
