Course	Room	Teacher	Time	Days	Students
1	23	22	(10, 13)	MW	41 44 46 48 81 82 84
2	12	45	(5, 7)	MW	58
3	4	6	(2, 5)	M	8 18 33 47 75 81
4	2	37	(2, 4)	TTHF	8 12 15 29 40 51 57 60 73 94
5	14	7	(5, 7)	MW	3 21 43 44 50 51 54 73 77 88 95
6	4	3	(6, 9)	M	24 66 68 89
7	14	5	(0, 1)	MWF	16 88 89
8	23	13	(0, 2)	MW	48 49 50 52 65 80 99
9	2	12	(7, 9)	TTHF	11 26 69 74 85 88
10	25	36	(0, 1)	MWF	19 23 28 37 57 60 70 73
11	27	28	(0, 2)	MW	27 36 43 71 82
12	1	9	(9, 11)	TTHF	9 84 86
13	23	8	(6, 7)	TTHF	17 79 93 94 95 96
14	7	42	(0, 3)	M	1 4 11 54 77 84
15	1	20	(5, 7)	MW	4 32 42
16	26	19	(0, 3)	MW	31 93
17	1	25	(7, 8)	TTHF	53 81 89 91 97
18	18	39	(0, 1)	MWF	2 9 10 18 25 29 40 42 62 76
19	24	16	(0, 2)	MWF	3 24 38 59 98
20	2	15	(10, 12)	MW	6 16 17 23 29 32 36 40 52 60 63 64 71 72
21	6	31	(0, 1)	MWF	8 17 22 39 56 74 81
22	23	1	(2, 5)	TTH	34 76 95 97
23	23	27	(3, 5)	MWF	26 38 71 79 85
24	2	38	(5, 6)	TTHF	18 41 44 48 53 56 66 91
25	1	17	(0, 1)	MWF	13 63 78 90
26	26	49	(4, 6)	MW	7 27 45 94
27	23	23	(6, 9)	MW	10 12 15 31 65 80 83
28	27	11	(3, 5)	MW	28 40 49 78
29	2	50	(0, 1)	MWF	21 30 47 58 61 69 87
30	11	41	(4, 6)	MWF	20 23 55 59 99
31	5	21	(2, 3)	MWF	6 37 74
32	13	40	(0, 3)	MW	41 45 67 91 92
33	13	34	(4, 6)	MW	13 34 62 64 91 93
34	14	33	(2, 4)	MW	2 5 14 15 25 61 87
35	29	47	(0, 2)	MW	53 79 83 100
36	25	10	(2, 3)	MWF	7 39 63 68 95
37	2	4	(2, 5)	MW	9 76 90
38	1	24	(3, 4)	MWF	72 96
39	20	18	(2, 4)	MW	10 21 30 58
40	13	32	(7, 10)	MW	25 59 75
41	11	30	(7, 9)	MWF	8 13 36 47 49 55 98
42	8	14	(4, 7)	M	6 19 35 56 67
43	1	46	(8, 11)	MW	3 11 26 43 86 99
44	21	48	(0, 1)	MWF	7 34 35 72
45	12	2	(0, 1)	MWF	26 51 64 97
46	2	43	(6, 9)	MW	2 16 41 52 74 92
47	28	35	(5, 7)	MW	14 46 57 84 87 97 100
48	19	44	(0, 2)	MW	
49	24	26	(3, 5)	MW	22 24 65 66
50	1	29	(12, 14)	MW	7 38 55 70 85 92
