Course	Room	Teacher	Time	Days	Students
1	18	45	(9, 11)	MW	1 19 30 32 46 55 76 80 92 112 126 142
2	1	14	(0, 1)	MWF	4 21 24 34 48 55 89 107 111
3	30	37	(2, 4)	MW	24 38 48 60 70 104 107 123 127 147
4	2	48	(6, 8)	TTHF	9 13 20 35 37 52 54 66 74 102 105
5	18	41	(12, 13)	MWF	2 28 36 47 52 61 74 125 139 141
6	1	10	(0, 3)	T	11 30 67 78 87 95 132 139 141 149
7	2	31	(0, 1)	MWF	8 32 71 75 88 92 120 134
8	3	36	(2, 3)	MWF	25 46 61 114 136
9	9	42	(3, 4)	MW	16 62 87 97 120 124 125
10	1	6	(5, 8)	M	24 34 35 59 61 72 87 89 95 141
11	2	35	(2, 5)	TTH	36 55 60 64 69 86 88 94 96 98 111 118 138 148
12	21	19	(0, 1)	MWF	3 19 41 45 47 54 56 80 97 98 102 103 123 130
13	4	33	(0, 1)	MWF	10 25 28 29 60 114 125 126
14	2	2	(13, 14)	MWF	4 29 34 38 41 53 67 75 106 116 119 132 137 144
15	21	17	(8, 9)	MWF	3 78 82 85 93 123 134
16	21	50	(0, 2)	TTH	18 24 37 50 58 73 81 100 108 127 142 147
17	21	15	(10, 12)	MW	5 31 35 40 44 51 54 90 96 130
18	18	28	(6, 8)	MWF	21 33 49 98 111 122 140
19	21	12	(13, 14)	MWF	6 20 22 45 63 73 78 80 102 115 140
20	26	49	(2, 3)	MWF	31 54 91 106 140 149
21	11	22	(2, 3)	MWF	4 63 67 77 102 105 131 145
22	9	21	(0, 2)	MW	5 7 26 43 51 52 87 143
23	28	24	(3, 4)	MW	19 35 59 66 103 113 121 128
24	30	23	(5, 6)	MW	18 26 29 50 65 68 83 103 106 119
25	21	30	(5, 7)	MW	15 43 53 62 75 97 110 129 134 150
26	24	34	(0, 1)	MWF	6 13 30 39 57 95 99 146
27	1	38	(2, 4)	MW	1 23 36 39 41 45 115 122
28	18	18	(3, 5)	MWF	5 7 10 37 42 51 92 148
29	2	44	(10, 12)	MW	8 16 22 38 39 42 48 63 65 95 97 100 104 120
30	21	25	(2, 4)	MW	9 13 88 129
31	1	7	(6, 7)	TTHF	1 25 50 127 141
32	2	43	(9, 11)	TTHF	11 15 29 32 43 45 59 83 90 106 112 117 128 136 138
33	4	13	(2, 4)	MW	14 33 53 56 57 86 130
34	23	26	(0, 2)	MW	12 27 62 84 113 119 139
35	1	11	(12, 14)	MWF	117 118 126
36	3	8	(0, 1)	MWF	46 101 109 129 131 133 142
37	28	3	(0, 2)	MW	79 117 138 148
38	1	27	(4, 5)	TTHF	2 21 52 59 105 112 119 124 133 137
39	10	47	(0, 2)	MWF	44 73 76 90 93 132
40	29	46	(0, 2)	MW	49 81 82 85 96 110 128 150
41	18	5	(0, 1)	MWF	9 15 17 23 33 36 77 91 121 122 135 136 137
42	8	9	(4, 7)	M	4 58 69 74 85 94 114 145 146
43	2	32	(6, 9)	MW	2 5 9 12 23 79 84 133 138 139 144
44	1	29	(9, 11)	MW	57 64 74 98 108 113 131 146
45	18	1	(0, 2)	TTH	16 17 51 62 68 85 110 112 115 122
46	29	40	(3, 4)	MWF	6 15 18 20 22 47 64 99 108 135 150
47	11	39	(4, 6)	MWF	8 17 27 67 80 100 101 109
48	2	4	(3, 5)	MWF	3 40 71 73 81 90
49	27	20	(0, 1)	MWF	2 11 31 58 65 66 72 83 94 100 144 149
50	21	16	(3, 4)	TTHF	34 56 66 68 72 79 89 93 104 116 130
