Course	Room	Teacher	Time	Days	Students
1	39	6	(3, 4)	MWF	30
2	3	4	(2, 3)	MWF	6 8 50 56 65
3	36	30	(6, 9)	MW	18 41 65
4	3	2	(0, 1)	MWF	21 36 64 69 77 78 86
5	1	8	(0, 2)	MW	45 46
6	40	1	(2, 4)	MW	16 21 61 89
7	2	22	(9, 10)	MWF	44 60 81 91 97
8	2	5	(3, 4)	MWF	75
9	7	28	(0, 1)	MW	34 39 40 57 61 70
10	19	27	(0, 2)	MW	28 30
11	1	23	(8, 9)	MWF	12 43 53 56 70 83 93
12	32	43	(0, 2)	MW	2 18 43 72 74
13	40	26	(0, 1)	MWF	6 11 15 26 27 60 100
14	9	47	(0, 2)	MW	9 48 58 79
15	32	24	(5, 7)	MWF	16 17 99
16	33	49	(2, 4)	MW	19 20 25 31 51 55 97
17	5	29	(2, 4)	MWF	1 24 57 60 86
18	20	41	(2, 3)	MWF	14 34 42 70 100
19	37	38	(0, 2)	MWF	5 12 63
20	3	40	(6, 9)	MW	11 33 49 66 67 82 89 98
21	27	31	(2, 4)	MWF	71 99
22	3	7	(10, 11)	MWF	8 10 23 26 34 53 54 74
23	3	11	(4, 5)	MWF	8 35 41 43 45 72 79
24	32	15	(10, 12)	MWF	11 13 16 24 28 33 35 56 70
25	16	46	(0, 1)	MWF	13 14 47 51 62 65 71 89
26	39	13	(5, 7)	MW	54 81 90
27	23	10	(0, 1)	MWF	19 42 49 50 53 97
28	10	9	(0, 1)	MW	1 31 37 67 75 84 85
29	5	17	(5, 8)	MW	4 7 61 62 95
30	36	3	(10, 13)	MW	29 71 98
31	26	21	(2, 5)	MW	38 69 84
32	1	45	(5, 7)	MW	20 21 31 36 85 94 96
33	22	37	(8, 11)	MW	27 48 52 68 88
34	38	42	(2, 4)	MW	23 27 36 37 40 44
35	22	36	(3, 5)	MW	15 26 46 68
36	23	35	(5, 7)	MW	1 50 57 87
37	21	33	(0, 2)	MWF	35 76 81 95
38	38	19	(5, 7)	MWF	12 14 19 37 48 55 58 59 71 75 77 88
39	10	50	(2, 5)	M	10 32 52 67 82 93 98
40	2	20	(0, 2)	MWF	66 68 92
41	21	18	(3, 5)	MW	5 28 76 92
42	37	34	(3, 5)	MW	29 49 80
43	32	12	(3, 4)	MWF	3 4 9 17 64 73 87 91
44	2	48	(5, 8)	M	60 64
45	1	32	(3, 4)	MWF	2 18 22 74 88 90 95 96
46	17	25	(0, 1)	MWF	4 7 10 16 17 25 59 83 90 99
47	8	14	(0, 1)	MWF	24 44 56 73
48	1	44	(10, 13)	M	5 15 18 63 86 89 92 94
49	34	16	(0, 1)	MWF	3 22 80 94
50	6	39	(2, 3)	MW	13 39 78
