Students	150
1	31	47	1	27
2	5	43	38	49
3	12	15	40	48
4	42	14	2	21
5	22	28	43	17
6	26	37	46	19
7	28	30	22	12
8	7	29	47	25
9	41	4	30	43
10	28	33	13	38
11	32	49	6	39
12	43	34	18	42
13	26	4	30	42
14	33	3	48	40
15	46	25	32	41
16	45	9	29	35
17	47	45	33	41
18	16	24	46	47
19	23	1	12	34
20	46	4	30	19
21	2	18	38	46
22	19	14	29	46
23	27	41	43	26
24	16	3	10	2
25	8	31	13	4
26	22	13	24	25
27	34	22	30	47
28	5	13	34	40
29	32	24	13	14
30	6	11	26	1
31	49	20	17	9
32	1	7	32	37
33	18	41	33	4
34	14	2	50	10
35	4	23	10	17
36	5	11	41	27
37	4	28	25	16
38	3	29	14	5
39	26	29	22	27
40	48	9	17	47
41	14	27	3	12
42	29	28	21	24
43	22	21	32	25
44	39	7	17	37
45	12	27	19	32
46	8	1	36	21
47	46	12	48	5
48	3	21	29	2
49	18	40	43	21
50	16	31	24	48
51	17	28	22	45
52	5	4	22	38
53	14	33	25	27
54	20	12	4	17
55	2	11	1	45
56	50	28	33	12
57	33	20	26	44
58	49	42	24	16
59	38	23	32	10
60	13	11	3	2
61	5	35	10	8
62	9	45	34	25
63	21	3	19	29
64	46	11	44	30
65	24	29	49	17
66	23	4	49	50
67	14	21	6	47
68	45	24	47	50
69	11	42	48	18
70	3	40	37	23
71	7	13	26	48
72	49	10	50	26
73	19	39	16	48
74	4	44	42	5
75	14	25	28	7
76	1	43	39	30
77	21	30	41	12
78	6	15	19	4
79	50	43	37	49
80	12	47	19	1
81	48	40	34	16
82	15	40	7	12
83	32	49	15	24
84	34	43	24	20
85	45	15	42	40
86	11	33	9	8
87	6	22	9	10
88	7	12	30	11
89	2	50	10	21
90	17	39	48	32
91	41	20	40	37
92	1	7	17	28
93	39	27	15	50
94	11	42	30	49
95	29	6	10	26
96	11	40	20	17
97	25	9	29	12
98	12	44	18	11
99	46	33	26	50
100	16	29	49	47
101	36	47	41	7
102	12	4	21	19
103	12	23	30	24
104	3	48	29	50
105	4	21	38	11
106	24	14	32	20
107	2	3	46	39
108	44	16	11	46
109	47	36	22	13
110	45	25	48	40
111	2	11	6	18
112	38	45	1	32
113	44	34	39	23
114	42	8	13	41
115	27	19	45	30
116	50	46	47	14
117	35	37	19	32
118	11	45	35	19
119	14	38	34	24
120	7	9	20	29
121	23	47	48	41
122	45	27	41	18
123	15	12	3	27
124	9	3	38	33
125	9	5	13	23
126	35	13	2	1
127	31	3	16	23
128	40	33	32	23
129	30	25	36	21
130	17	33	50	12
131	36	21	44	15
132	39	6	7	14
133	36	43	38	2
134	7	25	15	49
135	41	46	33	48
136	41	39	8	32
137	41	14	38	13
138	43	11	37	32
139	34	5	6	43
140	19	20	22	18
141	10	31	6	5
142	36	40	1	16
143	22	49	33	20
144	43	49	14	34
145	42	25	24	21
146	42	26	44	36
147	3	16	9	37
148	28	21	37	11
149	6	20	49	9
150	40	46	25	7
