Course	Room	Teacher	Time	Days	Students
1	2	35	(7, 9)	MWF	13 14 31 43 56 89
2	17	16	(0, 3)	MW	21 44 93 96
3	3	15	(7, 9)	MW	1 11 18 50 85 96
4	8	6	(0, 1)	MWF	7 10 14 33 45 51 55 68 80
5	27	40	(5, 8)	MW	4 36 44 66 93
6	9	4	(0, 2)	MW	8 25 26 32 46 74 95
7	25	9	(3, 4)	MWF	14 46 61
8	15	46	(4, 7)	MW	26 72 81 98
9	24	7	(5, 7)	MW	5 24 45 69 83 88 95
10	22	30	(4, 6)	MW	11 28 63 64 71 91
11	28	14	(0, 3)	MW	5 13 36
12	21	50	(0, 1)	MWF	23 35 43 56 60 88
13	1	29	(10, 11)	MW	13 60 74 84 95
14	26	11	(4, 6)	MWF	10 19 59 70 82 85 90 97 100
15	3	3	(0, 1)	MWF	2 6 18 19 22 41 42 75
16	20	2	(4, 6)	MWF	21 43 49 96
17	13	37	(0, 2)	MW	15 40 70 91 100
18	3	27	(2, 4)	TTHF	1 3 4 8 26 50 64 66
19	1	44	(3, 4)	TTH	91 94
20	30	31	(2, 3)	MW	4 23 31 56 79 98
21	13	41	(0, 2)	TTH	6 20 29 40 42 58 71 73 90 99 100
22	2	26	(0, 2)	TTHF	16 39 65 95 98
23	8	42	(4, 6)	MWF	6 53 60 76 86 94
24	4	33	(5, 7)	MW	3 30 40
25	28	38	(6, 7)	MWF	62
26	1	22	(6, 9)	MW	20 57
27	3	18	(3, 6)	MW	18 74
28	26	45	(7, 9)	MW	46 49 64 73 90 99
29	2	13	(0, 1)	MW	1 16 57 79 97
30	23	10	(4, 6)	MW	22 23 33 42 79
31	29	20	(0, 3)	M	11 47
32	30	43	(0, 1)	MWF	9 28 49 54 61 64 78 83 90
33	5	24	(3, 5)	MW	8 25 39 41
34	14	47	(5, 6)	MW	84
35	2	1	(4, 6)	MWF	2 7 15 68
36	6	48	(7, 9)	MW	21 59 65 70 94
37	13	17	(3, 4)	MWF	12 88 92
38	26	25	(2, 3)	MWF	2 9 28 30 34 71 72 73 76 86 89
39	9	49	(4, 5)	MW	17 27 38 48 58 75
40	27	5	(0, 2)	MWF	58 62 63 77
41	13	21	(5, 6)	MWF	12 37 47 67
42	7	23	(4, 6)	MWF	
43	29	32	(4, 6)	MW	13 16 50 89
44	1	19	(2, 5)	M	54
45	27	28	(9, 11)	MW	6 17 29 38 47 87 97
46	14	8	(0, 3)	MW	27 81 99
47	15	34	(2, 3)	MW	20 22 24 35 42 51 52 83
48	6	36	(0, 1)	MWF	34 38 48 87 94
49	7	39	(2, 3)	MW	7 67 78 80 82
50	21	12	(3, 5)	MW	29 32 55 62 65 77
