Course	Room	Teacher	Time	Days	Students
1	1	43	(0, 1)	MWF	18 33 43 49 59 82
2	1	38	(7, 10)	MW	28 59 74 81 91
3	1	35	(0, 3)	T	35 37 40 44 54 80
4	38	25	(0, 1)	MWF	32 39 57 60 89
5	3	23	(3, 5)	MW	39 49 88 97
6	9	44	(0, 2)	MW	15 42 44 48 84
7	2	10	(5, 6)	MW	22 44 79
8	34	34	(3, 4)	MWF	54 66
9	2	36	(12, 14)	MW	16 53 65 86 97
10	1	7	(11, 14)	M	19 23 30 31 38 56 60 66 100
11	36	45	(4, 6)	MW	11 29 46
12	7	49	(7, 10)	TTH	22 32 34 41 60 71 82
13	7	16	(5, 8)	MW	4 8 24 45 58
14	40	28	(7, 8)	MW	20 67 68 94
15	18	26	(2, 4)	MWF	53 59
16	7	13	(0, 3)	TTH	14 38 42 48 57 58 62 93 98
17	40	32	(4, 6)	MW	7 10 19 21 84 94
18	36	22	(7, 9)	MW	7 33 39 51 62
19	1	29	(2, 3)	MWF	33 43 61
20	27	21	(0, 3)	MW	11 21 29 40 64 83 98
21	30	20	(0, 3)	MW	8 26 34 62 86 87
22	37	18	(4, 5)	MWF	34 42 67 87 90 99
23	4	5	(0, 1)	MWF	22 27 35 38 92
24	33	46	(4, 6)	MWF	3 51 56 64 69 76 83 93 95 98
25	39	4	(0, 1)	MWF	3 10 69 93
26	17	15	(0, 2)	MWF	75 79 96 99
27	38	48	(2, 3)	MW	12 25 28 52 90
28	40	14	(0, 3)	M	1 14 72 74 77 94
29	2	19	(9, 11)	MW	25 52 70 82
30	31	47	(4, 5)	MWF	13 15 40 47 71
31	35	39	(3, 4)	MWF	30 44 63 96
32	40	17	(9, 10)	MWF	26 32 41 69 80
33	7	37	(0, 1)	MWF	12 20 25 28 50 56 61 66 88
34	34	8	(0, 2)	MW	45 65 73
35	1	3	(4, 7)	T	9 10 42 55 59 72 95
36	2	9	(5, 6)	TTHF	61 73
37	7	33	(3, 4)	MWF	2 6 22 24 38 58 70 79
38	2	2	(2, 4)	MWF	5 37 50 55
39	35	31	(0, 2)	MW	9 17 19 24 80
40	5	41	(0, 2)	MW	4 23 30 63 85 97
41	6	40	(0, 1)	MWF	16 41 90
42	1	50	(5, 6)	MWF	12 17 31 70 96
43	2	1	(7, 8)	MWF	18 19 21 73 89
44	8	6	(0, 1)	MWF	5 6 36 47 67
45	37	11	(0, 2)	MW	76 78 91
46	33	24	(7, 10)	MW	13 14 31 35 43 48 50 54 63 76 79 85 88
47	32	30	(3, 4)	MWF	16 23 27 45 57 81 82 85
48	39	27	(3, 6)	M	36 68 78 89 91 92 100
49	7	12	(9, 11)	MWF	1 3 4 9 21 24 92
50	2	42	(0, 1)	MWF	51 95
