Course	Room	Teacher	Time	Days	Students
1	26	19	(4, 6)	MW	7 19 25 26 50 66 85 99
2	19	38	(0, 1)	MW	24 36 61 80 83
3	23	50	(0, 2)	MW	5 20 30 59 94
4	2	23	(4, 7)	T	25 30 39 50 53 64 65 69 74
5	2	15	(8, 10)	MW	6 25 29 41 43 72 90 91
6	26	22	(0, 3)	MW	22 32 63 70
7	12	46	(0, 3)	M	56 58 93
8	1	42	(9, 11)	MW	45 66 76
9	26	37	(7, 10)	MW	1 26 34 37 38 44 59 60 68 78 81 93
10	18	26	(6, 7)	MW	33 47 52 55 92 96
11	1	30	(0, 1)	TTH	59 70 78 96
12	7	39	(5, 7)	MW	4 5 10 15 41 56 75 83
13	2	28	(0, 2)	TTH	42 61 64 71 73 75 81 88 92 99
14	7	43	(3, 4)	MWF	4 13 49 75 98
15	2	5	(0, 2)	MW	2 9 16 23 33 46
16	8	34	(0, 2)	TTH	41 48 80 85
17	11	45	(0, 2)	MW	47
18	22	32	(3, 5)	MW	23 34 36 65 90
19	25	1	(3, 5)	MW	51 64 72 74 78 96
20	15	27	(0, 2)	MW	31 67 71 76 82
21	24	29	(4, 5)	MWF	18 68 76 88
22	25	6	(6, 8)	MWF	46 49 70 95
23	1	4	(7, 8)	MW	40 57 84 86
24	13	48	(0, 1)	MWF	38 39 43 45 68 85 87
25	1	36	(0, 1)	MWF	19 60 88 98
26	18	10	(0, 3)	M	1 12 37 79 89
27	14	20	(0, 2)	MW	35 50
28	1	13	(4, 6)	MW	17 35 86 93 94
29	25	21	(0, 2)	MW	41 49 53 55
30	1	11	(2, 3)	MW	25 60 69
31	27	49	(2, 3)	MWF	7 8 15 92
32	21	18	(0, 2)	MW	27 42 51 95
33	4	35	(0, 3)	MW	17 28 54 66 86
34	8	16	(4, 5)	MWF	12 31 45 55
35	5	33	(0, 2)	MWF	13 81 91
36	2	25	(6, 7)	MWF	14 18 28 31 32 51 54 61 63 72 79 87
37	24	9	(0, 3)	MW	26 48 52
38	18	2	(8, 9)	MW	30 50 52 61 94 97
39	8	12	(0, 2)	MW	10 40
40	18	41	(4, 5)	MWF	8 33 62 69
41	19	40	(8, 9)	MWF	5 8 22 24 82 100
42	2	8	(3, 5)	MW	2 3 9 14 27 29 42 53 67 71
43	7	14	(0, 2)	MW	3 6 18 21 90 97 100
44	19	47	(5, 7)	MW	21 73 80 82 97
45	12	17	(4, 6)	MW	11 77 84
46	11	7	(3, 4)	MW	59 87
47	19	44	(2, 4)	MW	24 38 44 57 80 83
48	13	24	(2, 3)	MWF	11 62 84
49	27	31	(0, 1)	MWF	4 14 15 77
50	21	3	(7, 8)	MWF	7 20 74 99
