Course	Room	Teacher	Time	Days	Students
1	3	27	(2, 3)	MWF	22 30 49 84
2	1	46	(11, 12)	TTHF	17 19 20 70 74 76
3	15	24	(0, 1)	MWF	11 13 52 72 79
4	30	14	(7, 8)	MWF	22 58 90 98
5	2	45	(0, 2)	MW	71 98
6	5	23	(3, 5)	TTHF	16 19 64 83 87
7	24	42	(0, 3)	MW	50
8	24	31	(4, 6)	MWF	6 38 51 66 68 96
9	5	18	(10, 12)	MWF	9 13 16 26 28 30 99 100
10	1	39	(4, 7)	MW	2 5 29 49 82
11	4	19	(3, 6)	M	8 10 18 34 47 83 98
12	7	47	(3, 5)	MWF	41 60 95
13	10	50	(0, 2)	MWF	4 12 25 42 43 66 69
14	30	4	(4, 6)	MW	14 16 17 39 90
15	29	48	(0, 1)	MWF	28 38 49 55 75 88
16	30	37	(0, 1)	MWF	3 20 51 62 83
17	5	44	(13, 14)	MWF	4 14 21 22 37 69 70 76 77
18	5	9	(6, 9)	MW	15 27 35 36 63 64 72 74 93 94
19	3	11	(0, 1)	MW	24 33 57 60 80 86
20	28	28	(0, 2)	MW	53 67 89 90 93
21	22	35	(3, 5)	MWF	26 63 100
22	26	32	(0, 2)	MWF	15 19 91
23	5	6	(0, 2)	MWF	2 26 35 47 68 78 85
24	14	3	(0, 2)	MW	48 70
25	1	29	(11, 13)	MW	7 36 40 59 63 88 89 98
26	1	49	(0, 1)	MWF	74
27	2	1	(3, 4)	MWF	44 89
28	27	20	(0, 2)	MW	6 8 18 21 23 32 41 61 92 95 99
29	1	25	(13, 14)	TTHF	23 36 50 58 68 80
30	1	34	(7, 9)	TTH	31 39 45 46 61 75 80
31	25	8	(5, 8)	MW	45
32	27	22	(3, 6)	MW	20 33 77 79 97
33	29	41	(6, 7)	MWF	1 3 23 25 28 30 56 71 84 91
34	1	30	(2, 3)	MWF	5 28 52
35	21	21	(3, 6)	MW	32 75
36	20	38	(7, 9)	MW	8 11 37 40 57 96 100
37	30	16	(2, 3)	MWF	24 59
38	20	36	(0, 1)	MWF	5 27 34 46 58 73
39	1	10	(8, 10)	MWF	2 24 29 38 88
40	15	43	(7, 8)	MWF	6 34 39 48 50 54 60 76 79 97
41	29	33	(8, 10)	MW	10 44 73 82
42	25	7	(2, 4)	MWF	31 55 56 62
43	14	40	(3, 4)	MWF	58 76
44	5	17	(3, 5)	MW	11 25 40 43 54 87 92
45	4	5	(0, 1)	MWF	9 45 65 84 94 97
46	1	2	(4, 6)	TTH	10 48 67 73 77 78 86
47	6	12	(0, 3)	MW	17 81
48	29	15	(3, 5)	MW	35 42 53 65 71 78 85
49	1	26	(0, 2)	TTH	13 21 32 36 42 86
50	9	13	(0, 2)	MWF	1 7 64 82 96
