Course	Room	Teacher	Time	Days	Students
1	7	7	(0, 2)	MWF	15 16 22 44 52 60 66 96
2	9	23	(0, 1)	MWF	1 10 13 30 54 57 67 73 91 94 95
3	13	39	(2, 4)	TTH	4 11 63 64 73 88 100
4	6	28	(11, 12)	MW	37 41 42 45 51 53 64 68 72 74
5	14	35	(0, 3)	TTH	30 70 87 96
6	1	34	(6, 8)	MWF	6 10 24 33 42 50 52 55 86 93 98
7	6	1	(7, 10)	MW	1 7 18 21 43 51 61 72 99
8	1	43	(2, 3)	MW	51 68 83
9	20	12	(2, 5)	M	3
10	22	17	(0, 2)	MWF	7 11 33
11	2	21	(3, 5)	MWF	15 22 84
12	21	9	(0, 3)	M	21 29
13	1	15	(9, 11)	TTHF	20 26 36 41 48 69 82 89 96 99
14	26	49	(4, 5)	MWF	2 38 45 78 89
15	1	13	(4, 7)	TTH	21 24 27 44
16	7	33	(3, 4)	MW	16 24 47
17	22	10	(3, 6)	MW	60 61 80
18	1	47	(0, 1)	MWF	4 6 14 32 42 48 63 65
19	4	30	(0, 3)	M	20 27 36 56 97
20	14	45	(6, 9)	M	12 73 76 77 87
21	3	11	(7, 10)	MW	35 40 48 79 91
22	24	41	(0, 1)	MWF	9 19 50 76 83 89
23	9	2	(2, 4)	MW	8 48 53 71 92 95
24	14	29	(0, 1)	MW	55 58 59 75 90 100
25	13	50	(5, 8)	T	17 20 28 60 74 88 91 93
26	6	32	(0, 2)	MWF	5 35 39 46 69 72 78 81 93
27	26	46	(0, 3)	M	12 17 18 85 86 87
28	7	4	(10, 13)	M	5 17 32 44 49 60 86 94 98
29	13	24	(9, 12)	M	4 23 28 29 33 46 47 56 66
30	5	19	(6, 9)	M	8 15 19 84 85
31	21	42	(4, 5)	MW	50 59 68 73 96 99
32	6	26	(3, 6)	MW	4 5 35 37 70 90 91
33	7	16	(6, 9)	M	2 45 49 57 62 68
34	1	6	(0, 3)	TTH	2 31 74 85
35	13	5	(6, 8)	MWF	25 30 67 97
36	23	38	(9, 11)	MW	6 11 14 25 26 30 59 70
37	14	44	(2, 3)	MWF	28
38	23	36	(2, 3)	MWF	26 34 59 67 88 94
39	13	3	(13, 14)	MWF	3 10 13 31 70 81
40	1	48	(12, 14)	TTHF	37 42 43 44 71 79
41	25	22	(2, 4)	MW	14 32 40 41 43 58 65 76
42	20	31	(0, 1)	MW	26 34 38 47 61
43	1	8	(13, 14)	MW	29 53 69 88
44	14	37	(4, 5)	MWF	18 25 27 62 87 100
45	13	20	(2, 5)	M	1 54 57 75
46	28	27	(2, 5)	M	10 23 64
47	1	18	(4, 5)	MWF	6 9 12 36 39 51 74 79
48	1	40	(9, 12)	MW	13 22 31 52 83 93
49	27	14	(3, 4)	MWF	7 49 77 82
50	14	25	(10, 13)	M	2 38 80 92
