Course	Room	Teacher	Time	Days	Students
1	5	43	(0, 2)	MW	7 8 11 14 49 52 90
2	1	48	(10, 12)	TTH	16 41 74 88 89
3	13	28	(3, 4)	MWF	4 16 18 34 51 72 73 84
4	12	27	(9, 10)	MW	9 55 61 91
5	3	25	(3, 5)	MW	14 39 47 76 83 93 100
6	23	44	(0, 2)	MWF	40 47 64
7	13	29	(5, 8)	M	16 33 77 86 96
8	1	33	(7, 9)	MWF	2 3 10 15 17 39 50 63 82 84
9	18	16	(2, 4)	MWF	1 55 56 59 75 91
10	19	24	(3, 5)	MW	19 50 74
11	5	46	(9, 11)	MW	24 44 80
12	19	21	(9, 10)	MWF	52 66 69 78 90
13	6	39	(0, 3)	MW	22 48 53 87
14	3	30	(0, 2)	MW	9 10 25 44 60 68 94 98 100
15	13	19	(0, 2)	MW	6 12 18 24 26 46 93 95 97
16	18	9	(5, 7)	MWF	8 24 27 42 55 65 73
17	24	49	(0, 2)	MW	28 39 58 72
18	1	26	(3, 4)	MWF	24 46 61 64 71 79 86 95
19	12	15	(0, 1)	MWF	2 17 20 35 63 66 83 89
20	1	34	(0, 2)	MWF	3 5 15 36 37 43 71
21	19	12	(0, 1)	MWF	41 74 80 92
22	25	45	(3, 5)	MWF	10 37 44 67 80
23	22	47	(3, 6)	MW	62 69 90
24	18	10	(8, 10)	MW	27 28 29 45 75 94 97
25	3	5	(7, 9)	MW	18 32 53 62 76 81 87
26	1	18	(5, 6)	MWF	15 21 29 36 60 71 72 97
27	13	4	(11, 14)	M	4 29 38 43 58 62 93 94 98
28	12	3	(3, 4)	MWF	8 12 26 97
29	12	7	(5, 6)	MW	5 38 45 49 52 54 87 95 98 99
30	3	14	(11, 12)	MWF	13 28 31 32 33 35 55 64 74
31	13	36	(9, 10)	MWF	13 22 43 47 59 64 68 83 89 96
32	2	41	(6, 7)	MWF	22 70 88
33	1	8	(6, 9)	TTH	4 70 98 99
34	1	20	(10, 13)	MW	10 11 19 23 30 36 46 50 51 54 56 63 65
35	2	42	(4, 5)	MWF	31 40 68 88
36	12	31	(7, 8)	MWF	30 49 83
37	4	50	(3, 5)	MWF	9 23 28 66 82
38	30	40	(0, 2)	MWF	19 33 61 82
39	1	13	(2, 5)	TTH	1 3 4 25 40 58 60 73 81
40	30	38	(5, 8)	MW	34 59
41	2	32	(2, 3)	MWF	41 45 70 92
42	2	35	(0, 1)	MWF	1 29 30 56 79 99
43	5	1	(3, 4)	MWF	6 20 85
44	24	6	(3, 5)	MWF	7 35 43 63
45	25	22	(0, 2)	MWF	21 51 57 65 88
46	5	11	(6, 8)	MW	13 47 57 66 67 78 93 100
47	21	23	(3, 5)	MWF	32 57
48	7	2	(0, 2)	MW	23 27 42 54 81 84
49	23	17	(7, 9)	MW	5 6 54
50	4	37	(6, 8)	MWF	23 26
