Course	Room	Teacher	Time	Days	Students
1	5	34	(0, 3)	TTH	2 8 12 43 86 93 95
2	15	16	(4, 5)	MWF	9 45 54 77 80
3	4	27	(11, 14)	MW	39 46 70 74
4	20	22	(4, 6)	MWF	63 79 86 95
5	13	8	(7, 10)	MW	6 61 77 94
6	5	10	(13, 14)	MWF	27 76
7	10	17	(12, 14)	MW	7 73 84
8	13	5	(4, 6)	MWF	26 46 53 60 65 71
9	10	47	(6, 8)	MW	52 54 58 83
10	5	6	(10, 12)	MW	9 16 27 28 41 51 100
11	4	36	(7, 9)	MW	3 27 45
12	11	21	(5, 7)	MW	10 50 56 69 100
13	1	48	(2, 5)	TTH	16 35 48 55 61 72 73 90
14	6	30	(0, 3)	MW	14 33 69 81 89
15	15	28	(0, 3)	T	11 18 25 56 85
16	15	2	(6, 7)	MWF	11 12 17 21 33 47 68 93
17	10	7	(9, 11)	MW	19 25 52 90 93
18	11	37	(5, 7)	TTHF	13 14 19 38 57
19	1	46	(5, 8)	MW	19 23 42 81 96 97
20	11	43	(3, 4)	MWF	17 22 27 30 58 62 72 78 88
21	11	12	(12, 13)	MWF	12 35 40 64 66 82 85 87 99
22	20	4	(7, 9)	MWF	8 29 35 37 65 92
23	10	41	(0, 2)	MW	49 100
24	15	42	(8, 10)	MW	5 18 46 50 70 87
25	10	50	(4, 5)	TTH	5 31 41 47 95 99
26	5	31	(4, 6)	MWF	2 25 61 75 84 89
27	4	3	(4, 6)	MWF	1 4 7 39 48 49 94
28	15	15	(2, 3)	MW	4 12 48 61 87 98
29	3	45	(2, 3)	MWF	36 41 44 52 74 90 91 93
30	1	14	(12, 14)	MWF	6 13 25 26 55 59 78 83 91 92 98
31	5	26	(7, 9)	MWF	22 40 98
32	1	39	(6, 9)	T	2 4 9 24 49 51 56 60 64 76 91
33	2	49	(0, 3)	MW	26 35 40 54 83 92 99
34	5	1	(0, 3)	MW	5 7 9 20 34 43 53
35	17	44	(0, 3)	M	29 76 79 82
36	4	11	(2, 3)	MWF	1 13 16 23 63 66 67 71 77 86
37	11	18	(0, 2)	TTHF	22 32 42 45 51 53 59 84
38	1	40	(0, 1)	MWF	8 21 24 30 31 37 39 48 52 58 73 75 97
39	1	32	(0, 1)	TTH	16 72 94
40	1	38	(10, 12)	TTH	10 28 71 85 88
41	10	23	(0, 1)	TTHF	34 66 81
42	15	24	(0, 1)	MWF	15 44 47 57 65 68 78
43	10	20	(4, 5)	MWF	3 20 43
44	18	35	(0, 3)	M	3
45	3	29	(0, 1)	MWF	18 38 50 62 64 67 77 91 96
46	1	19	(2, 4)	MWF	10 15 28 38 50 55 56 57 64 96
47	11	9	(0, 2)	MW	2 6 32 42 60 80
48	1	13	(9, 11)	MWF	11 17 55 67 78 86
49	2	33	(4, 6)	MWF	29 31 34 70
50	11	25	(8, 11)	M	24 36 44 71 75
