Course	Room	Teacher	Time	Days	Students
1	20	16	(9, 10)	MWF	10 27 32 39 40 45 62 63 81
2	1	39	(0, 1)	MWF	21 38 47 56 57 58 71
3	20	10	(8, 10)	TTH	31 53 63 78 84
4	1	26	(2, 4)	MWF	8 15 21 68 96
5	13	42	(0, 1)	MW	5 11 62 84
6	1	22	(5, 8)	W	13 25 43 74 90
7	1	49	(2, 5)	TTH	5 13 22 40 52 68 71 75 83
8	17	34	(4, 6)	MWF	6 41 87 97
9	20	38	(4, 7)	T	18 25 39 49 74 77 78 92 100
10	15	3	(0, 1)	MWF	
11	1	44	(12, 14)	MWF	32 44 46 53 85 96
12	20	48	(0, 1)	MWF	3 26 35 36 59 93
13	20	30	(11, 12)	TTHF	7 16 21 22 31 35 40 76 88 89
14	20	29	(11, 14)	MW	1 18 19 45 61 70 94
15	9	27	(8, 11)	M	16 26 77 92
16	20	1	(2, 3)	MWF	10 11 69 85 88
17	22	19	(0, 3)	MW	34 48 73
18	29	21	(0, 1)	MWF	2 37 86 95
19	23	17	(0, 3)	MW	16 52 54 63 89 98
20	8	25	(0, 2)	MW	66 97
21	30	18	(4, 5)	MWF	7 18 48 59 82
22	1	6	(5, 8)	M	10 27 34 36 56 62 65 67 70 73 76 85
23	5	46	(2, 4)	MW	30 38 56 58 70 71 75 90
24	6	40	(0, 2)	MWF	9
25	7	20	(2, 3)	MWF	3 13 24 41 81 100
26	2	4	(0, 2)	MWF	22 31 53 74
27	9	15	(2, 3)	MW	2 4 6 20 35 36 51 87 93
28	28	36	(0, 1)	MWF	4 8 15 82 99 100
29	20	14	(0, 3)	TTH	12 15 29 49 55
30	20	13	(13, 14)	TTHF	8 9 33 49 51 55 59 73
31	3	37	(0, 3)	MW	60
32	9	35	(4, 5)	MWF	14 29 50 80 83 91 95
33	14	41	(0, 1)	MW	12 23 42 43 61 75 80 96
34	18	8	(0, 3)	MW	1 7 14 65 91
35	9	32	(0, 1)	MWF	6 10 19 29 39 64 68 83 87
36	26	28	(0, 1)	MWF	17 20 32 81 88
37	11	31	(0, 3)	MW	76
38	20	9	(6, 7)	MW	14 29 31 37 50
39	2	2	(3, 4)	MWF	
40	1	24	(6, 8)	TTHF	1 11 43 48 58 64 68 83 85 86 91 95
41	14	33	(2, 5)	M	37 78 86 94 99
42	12	5	(0, 3)	M	
43	4	50	(0, 2)	MWF	44 77
44	1	11	(9, 12)	TTH	9 32 58 65 96 97 99
45	25	47	(4, 6)	MWF	17 23 35 51 69 92
46	5	23	(0, 1)	MWF	24 33 41 67 72 92
47	24	45	(0, 3)	MW	18 25 27 28 45 49 50 55
48	20	12	(4, 5)	MWF	20 28 40 42 44 54 55 60 66 79 98
49	1	7	(9, 11)	MWF	14 28 30 38 41 42 48 51 80 84 98
50	10	43	(0, 2)	MWF	46 79
