Course	Room	Teacher	Time	Days	Students
1	23	25	(9, 11)	MWF	6 11 29 87 95 112 119 120 126 134
2	14	44	(10, 12)	MWF	3 13 24 40 67 74 128 130 142
3	19	49	(0, 2)	MWF	117 122 124 130
4	13	45	(0, 2)	MW	15 27 38 51 69 73 148
5	15	11	(2, 3)	MW	39 108
6	9	20	(4, 6)	TTH	1 2 34 42 50 76 96 108 133
7	20	50	(0, 2)	MW	30 33 35 37 54 55 57 61 93 132
8	18	28	(0, 2)	MWF	49 95
9	2	21	(0, 3)	MW	82 88 92 136 145
10	14	38	(6, 9)	MW	38 50 83 138 142
11	15	5	(6, 9)	M	47 53 90 98 121 128 147
12	27	46	(0, 1)	MWF	31 41 42 48 62 63 66 70 83 100 106 131 144
13	12	22	(3, 5)	MWF	8 15 18 45 53 74 77 93 102 103 137 149
14	17	40	(10, 11)	MW	2 14 30 38 45 60 91 94 103 118 129 135
15	23	24	(12, 14)	MWF	16 52 58 81 96 111 112 123 132 147
16	22	42	(0, 3)	M	72 99 115
17	29	37	(0, 3)	MW	32 123 139 140
18	26	29	(0, 1)	MW	14 25 52 56 114 143 147
19	9	33	(6, 8)	MW	4 35 36 48 74 76 108 109 125 134
20	9	6	(7, 9)	TTH	6 36 50 72 80 89 102 123
21	1	9	(2, 4)	MWF	13 19 36 80 84 85 86
22	12	13	(6, 9)	MW	33 54 60 61 89 94 131 136 145
23	17	36	(0, 3)	T	2 33 36 40 52 54 66 83 116 120 127 148
24	23	15	(5, 7)	TTHF	10 23 35 40 75 86 101 107 115 124 145
25	23	1	(5, 8)	MW	5 22 40 44 56 70 85 96 133
26	9	27	(0, 2)	TTHF	11 29 69 73 93 97 102 111 113 123 138
27	9	26	(9, 12)	MW	20 59 62 65 85 92 105 116 150
28	23	8	(0, 2)	MWF	8 12 28 34 43 44 45 46 68 71 78 79 98 107 109
29	24	18	(0, 3)	M	4 104 110 125 127 146
30	6	32	(2, 4)	MWF	2 10 65 70 87 100 141 144
31	17	43	(0, 1)	MWF	9 13 17 20 65 91
32	6	30	(6, 9)	MW	8 16 18 51 68 84 97 115
33	9	19	(2, 4)	MW	22 56 75 105
34	3	48	(3, 5)	MW	16 43 47 63 68 83 95 97 118 121 138 142
35	25	39	(0, 1)	MW	29 39 105 126 149
36	17	23	(8, 9)	MW	17 28 31 37 57 82 113 144
37	28	17	(3, 5)	MWF	3 34 71 79
38	16	10	(6, 9)	MW	3 7 15 19 63 77 99 100 127 129 137 148
39	24	35	(4, 5)	MW	4 9 21 46 78 82 91 109 139 140 143
40	17	14	(4, 7)	M	26 27 39 88
41	7	47	(3, 5)	MWF	17 30 41 64 67 89 122 135 147
42	21	16	(3, 4)	MW	20 23 29 37 54 69 76 94 107 124 128 132
43	17	31	(2, 3)	MWF	26 50 59 60 129 150
44	16	2	(10, 13)	MW	10 12 47 53 71 72 76 77 79 125 131 146
45	13	4	(3, 4)	MWF	7 44 51 52 55 61 101 134
46	27	12	(3, 4)	MWF	31 49 66 90
47	8	41	(0, 3)	MW	1 21 58 81 112 133
48	4	34	(0, 2)	MW	5 6 23 64 94 113 116 118 120 121
49	20	3	(4, 6)	MWF	6 24 111 117 150
50	19	7	(3, 5)	MW	25 33 38 106 114 119
