Course	Room	Teacher	Time	Days	Students
1	17	35	(0, 3)	MW	9 34 40 54 58 60
2	2	37	(4, 6)	MW	47 57
3	3	18	(3, 6)	M	29 38 82 88 97
4	26	14	(13, 15)	MW	42 100
5	1	41	(13, 15)	MW	27 28 30 41 54 64 77 94
6	18	31	(14, 16)	MWF	1 15 36 39 40 73 76 79 86
7	27	50	(0, 2)	MWF	7 19 29 48 56 70
8	18	26	(11, 13)	MW	11 17 34 53 81 84 93
9	1	33	(0, 1)	MW	5 63 69 99
10	1	13	(10, 12)	MW	3 4 6 19 43 88 89 95
11	13	34	(3, 4)	MW	13 18 26 37 48 78 92 93 100
12	18	49	(11, 12)	TTHF	8 31 51 60 65 67 69 89 91 96
13	2	10	(12, 13)	MWF	26 52 61
14	26	4	(4, 5)	MWF	9 10 23 25 70 77 95
15	26	21	(0, 3)	MW	17 55 77 86 90
16	18	17	(0, 1)	TTH	5 6 24 35 37 44 71 76 79 89
17	18	16	(2, 3)	TTH	21 24 44 94
18	3	3	(7, 10)	M	2 8 15 35 64 83 85 87
19	19	32	(0, 1)	MWF	3 14 24
20	18	27	(0, 1)	MW	6 16 47 66 67 73 91 97
21	26	15	(10, 12)	MWF	13 16 23 28 63 77 78
22	21	23	(0, 1)	MWF	39 45 65 80 89
23	18	22	(13, 15)	TTH	28 31 50 75 85 87
24	7	29	(4, 6)	MW	21 33 39 60
25	1	28	(7, 9)	MW	14 17 26 41 45 75 90 94 97
26	18	8	(4, 6)	MW	2 8 31 44 49 54 73 98
27	18	20	(4, 5)	TTH	9 14 52 54 55 59
28	2	25	(7, 8)	MWF	29 38 95
29	6	24	(0, 1)	MWF	32 43 46 53 61 84 96
30	3	46	(16, 17)	MWF	35 52 57 58 60 64 67 99
31	18	6	(6, 9)	TTH	3 17 41 46 55 56 66 74
32	18	19	(2, 3)	MWF	1 5 12 36 51 62 63 80
33	1	9	(2, 3)	MW	6 21 22 42 59 72 91 98
34	14	11	(0, 1)	MW	68 75 93
35	16	1	(0, 2)	MWF	11 30 38 74
36	23	45	(2, 3)	MWF	2 14 15 32 61 66 69 71 99
37	2	2	(9, 11)	MW	22 50 68 76 79 92
38	26	44	(4, 7)	TTH	32 57
39	2	48	(0, 1)	MWF	1 4 41 76
40	18	47	(7, 8)	MWF	5 16 20 39 55 59 62 68 70 72 88
41	1	5	(4, 6)	MW	7 16 30 50 68 69 74 84 94
42	3	43	(0, 2)	MWF	13 18 25 27 49 81 83
43	2	42	(14, 16)	MWF	31 47 48 96
44	26	38	(6, 9)	MW	9 12 19 24 27 52 65 86
45	24	36	(0, 2)	MW	10 28 79 95
46	3	30	(11, 12)	MWF	58 62 72 83 87 100
47	18	40	(9, 10)	MWF	20 57 70 72
48	3	39	(13, 15)	MW	20 23 49 66 71 82 92
49	20	12	(0, 1)	MWF	20 33 36 42 82 85 87
50	27	7	(6, 8)	MWF	25 43
