Course	Room	Teacher	Time	Days	Students
1	8	40	(0, 2)	MW	26 62 70 88
2	10	21	(0, 2)	MWF	9 33 40 54 57 82 93
3	27	25	(0, 2)	MW	25 34 36 67 97
4	25	34	(3, 5)	MWF	18 32 57 60 76 81
5	1	27	(0, 2)	TTH	68 70 75 87 97
6	10	33	(7, 10)	MW	5 15
7	1	23	(6, 8)	MWF	8 17 31 51 67 87
8	24	30	(0, 1)	MWF	8 12 28 47 55
9	28	22	(0, 2)	MWF	10 21 44 63 72 85 87
10	5	19	(6, 8)	MW	12 14 20 37 77
11	2	26	(11, 14)	MW	15 21 42 47 66 75
12	2	49	(3, 5)	MW	37 73 83 91
13	14	17	(3, 5)	MWF	12 25 33 35 46 54 62 82 94 96
14	1	38	(3, 5)	MWF	7 72 75
15	14	35	(0, 1)	MW	11 22 23 50 71 79 95
16	15	36	(6, 8)	MWF	10 25 27 50 69 95
17	14	13	(11, 14)	MW	13 18 22 26 29 39 59 90 99
18	14	47	(0, 3)	T	6 23 35 38 47 48 77 85 92 95
19	5	10	(0, 2)	MW	1 45 46 99 100
20	10	29	(5, 6)	TTH	24 27 37 45 52 57 69 80 96 100
21	10	2	(3, 6)	MW	1 19 70
22	28	9	(5, 8)	MW	16 36 56 59 61 86
23	2	7	(0, 2)	MWF	13 32 41 48 52 58 77 78
24	19	46	(0, 1)	MWF	43 56 59 60 68
25	26	3	(0, 1)	MWF	18 38 39 49 53
26	2	11	(0, 3)	TTH	30 43 45 49 55 90 93 98 99
27	2	5	(9, 10)	MWF	14 18 20 22 43 61 64 86 92
28	23	42	(0, 1)	MWF	24 29 30 42 61 73 91 96
29	10	20	(3, 4)	TTH	17 31 63 72 74 78 83 96
30	25	8	(0, 2)	MW	3 7 37 80 81 90 92
31	10	45	(7, 8)	TTHF	26 54 65 78 88 91
32	15	48	(11, 13)	MW	7 31 34 76 89 94
33	10	6	(11, 14)	MW	10 14 32 65 67 68 74 93 97
34	25	4	(6, 8)	MWF	7 30 39 44 75 84 85 92
35	15	15	(0, 1)	MW	2 5 17 89
36	15	16	(2, 5)	MW	2 47 55 74
37	5	39	(9, 10)	MWF	4 13 35 65 89
38	1	14	(0, 2)	MWF	4 19 51
39	5	37	(3, 5)	MW	3 27 34 66 100
40	9	1	(3, 4)	MWF	4 10 20 24 78 88 93
41	24	43	(9, 11)	MW	25 84 100
42	20	28	(2, 4)	MW	11 53 56 71 84 86
43	24	41	(3, 4)	MWF	5 6 21 26 52 58 64
44	28	50	(9, 10)	MWF	6 29 40 49
45	10	31	(0, 2)	TTH	15 28 41 42 69
46	19	24	(3, 4)	MWF	8 16 44 69 79 89 98 99
47	15	18	(9, 10)	MW	31 48 63 66 68 85 90
48	14	32	(6, 7)	MWF	23 28 35 42 45 46 58 76 94 98
49	1	12	(9, 11)	MW	27 33 44 72 83
50	28	44	(3, 4)	MWF	9 28 41 63
