Students	100
1	14	16	9	42
2	17	22	33	38
3	44	27	8	50
4	16	50	40	30
5	12	20	47	23
6	30	4	29	21
7	38	26	5	31
8	22	32	45	24
9	21	16	26	22
10	44	28	23	22
11	31	7	47	43
12	1	5	50	36
13	46	23	8	5
14	47	40	28	15
15	28	45	3	18
16	24	14	10	38
17	25	31	47	11
18	46	31	15	8
19	22	5	42	45
20	29	18	14	3
21	4	47	23	34
22	32	21	44	33
23	48	12	1	10
24	35	18	26	16
25	9	23	1	26
26	10	31	7	24
27	24	47	28	14
28	29	33	34	41
29	9	8	17	49
30	5	42	20	7
31	22	6	40	37
32	7	40	15	14
33	45	32	17	36
34	31	7	36	46
35	17	45	22	16
36	10	23	42	34
37	32	15	45	8
38	39	37	27	34
39	31	44	41	12
40	41	17	21	23
41	47	4	1	43
42	8	27	4	3
43	39	15	22	27
44	50	21	12	16
45	36	46	38	33
46	28	40	8	16
47	14	39	9	45
48	32	40	18	28
49	17	8	40	27
50	27	30	50	21
51	2	9	5	3
52	49	5	24	37
53	37	38	3	10
54	20	14	13	2
55	43	5	49	13
56	25	27	6	8
57	2	16	8	7
58	9	10	19	15
59	35	49	39	44
60	13	45	44	25
61	50	7	12	38
62	24	17	50	42
63	28	50	2	23
64	37	18	21	15
65	10	13	12	1
66	18	25	16	33
67	10	29	50	41
68	32	6	3	47
69	41	4	21	27
70	31	48	2	6
71	33	44	25	50
72	45	19	11	39
73	42	39	15	11
74	27	35	1	18
75	31	38	41	6
76	2	12	13	21
77	29	50	45	8
78	8	45	30	26
79	43	33	36	39
80	8	40	41	35
81	43	8	21	20
82	12	25	18	19
83	36	43	25	17
84	50	22	38	35
85	23	13	12	26
86	14	11	29	2
87	44	5	23	31
88	15	32	21	11
89	20	21	7	18
90	38	3	34	6
91	15	28	49	48
92	47	28	32	16
93	23	30	11	9
94	15	22	17	43
95	34	22	26	17
96	40	3	16	39
97	14	2	5	47
98	15	4	45	41
99	19	14	18	27
100	49	6	23	39
