Course	Room	Teacher	Time	Days	Students
1	30	23	(0, 3)	MW	20 30 31 32 33 63 78
2	25	36	(9, 11)	MW	18 38 42 51 61 79 81 89
3	5	26	(0, 1)	MWF	5 7 39 42 60 67
4	8	45	(2, 3)	MW	27 37 65
5	1	19	(8, 10)	MW	37 40 52 96 97
6	25	49	(3, 6)	MW	40
7	16	16	(4, 7)	MW	11 17 63 99
8	17	27	(0, 1)	MWF	24 44 50 75 87
9	26	41	(4, 6)	MW	1 62
10	23	13	(0, 2)	MWF	94 95 98
11	17	35	(5, 7)	MW	23 31 32 78 85
12	1	25	(11, 13)	MW	15 47 49 53 95
13	22	10	(2, 5)	MW	7 43 59 60 79 80 88
14	16	50	(0, 1)	MWF	2 27 86 99 100
15	2	44	(3, 5)	TTH	7 12 13 35 51 55 76 78
16	17	7	(8, 11)	MW	2 25 59 62 64 69 99
17	16	34	(8, 11)	MW	33 36 46 55 57 94
18	10	40	(4, 7)	MW	6 54 70 82 84 93
19	2	5	(0, 2)	TTH	28 50 54 64 85 90 92 94
20	1	43	(2, 3)	MWF	26 29 34 56 86
21	9	32	(3, 5)	MWF	13 36 50 58 83 87 91
22	2	28	(9, 11)	MW	6 21 22 50 63
23	29	1	(0, 3)	MW	3 66 89
24	25	37	(12, 14)	MW	20 35 48 69
25	2	12	(0, 2)	MW	9 48 68 71 93
26	7	3	(0, 1)	MWF	1 10 13 25 34 56 65 72 73 85 90
27	16	8	(2, 3)	MWF	1 8 70
28	2	22	(6, 8)	MW	18 20 21 43 47 58 79
29	2	30	(12, 13)	MWF	12 30 41 67 68 85 88 92
30	1	29	(6, 7)	MWF	2 16 30 41 75 95
31	4	46	(0, 3)	MW	4 15 54 96
32	9	21	(6, 9)	MW	8 35 72 76 87
33	28	39	(3, 6)	MW	44 77 100
34	16	17	(12, 14)	MWF	22 51 75 98
35	17	11	(2, 4)	MW	10 19 25 45 49 72 81
36	25	2	(0, 2)	MW	11 38 53 61 77 82 91 97
37	25	24	(6, 8)	TTH	5 52 61 83
38	6	47	(0, 2)	MW	16 17
39	27	33	(2, 5)	MW	12 39 64
40	11	18	(3, 6)	MW	9 22 69 71
41	26	9	(2, 3)	MWF	6 14 24 55 73 84 90 92
42	1	48	(0, 1)	MWF	18 45 69
43	1	20	(4, 5)	MWF	14 38 46 53 55
44	2	15	(3, 5)	MW	5 16 35 47 48 94 98
45	8	4	(0, 1)	MW	21 29 37 51 83
46	3	31	(0, 3)	MW	28 46 57 74
47	7	38	(4, 5)	MWF	8 28 41 42 52 57 73 74
48	1	42	(8, 9)	TTHF	2 18 77 88 91
49	25	6	(2, 5)	TTH	9 34 37 59 62 80 97
50	17	14	(12, 14)	MW	23 36 66 81 89
