Course	Room	Teacher	Time	Days	Students
1	1	28	(14, 17)	MW	44 61 70
2	22	27	(5, 7)	MWF	22 43 50 67 100
3	20	26	(7, 10)	M	14 17 35 45 54 58 61 72 82 97
4	13	48	(0, 1)	MWF	55 58
5	24	33	(3, 4)	MWF	3 8 29 42 47 58 61 81 83 88 92
6	2	44	(12, 15)	M	4 11 26 38 42 57 71 83 84 86
7	1	10	(8, 9)	MW	6 16 21 48 79 80 83 84
8	27	16	(0, 2)	MW	13 15 19 31 32 84 86 90
9	2	12	(0, 2)	MW	1 35 45 49 56 79 83 89 99
10	2	7	(3, 4)	MW	1 12 32 34 69 75 76 90 100
11	2	34	(16, 17)	MWF	7 16 22 34 45 47 51 80 91
12	1	9	(0, 2)	MW	2 10 14 27 80
13	23	45	(3, 4)	MWF	14 38 79
14	1	24	(5, 7)	MW	79 88 89
15	8	49	(3, 4)	MWF	2 10 24 45 51 56 87
16	26	8	(5, 6)	MWF	6 24 32 57 76 92
17	11	19	(0, 2)	MWF	18 50 95
18	19	35	(7, 10)	M	59 65 70 75
19	10	17	(2, 4)	MWF	16 55 63 85 94 97
20	27	25	(3, 4)	MW	9 20 36 50 67 70 95
21	4	47	(0, 1)	MWF	12 30 47 77 97 98
22	24	50	(0, 2)	MWF	7 9 24 43 72
23	30	32	(0, 3)	M	4 5
24	2	14	(9, 11)	MW	19 27 46 55 76 87 94
25	26	20	(0, 1)	MW	3 16 39 61 69
26	19	3	(3, 6)	M	15
27	21	2	(0, 2)	MWF	38 64
28	2	1	(5, 8)	MW	8 20 41 51 77 96
29	12	38	(4, 5)	MWF	4 5 23 26 39 40 65
30	3	41	(0, 2)	MW	17 20 60 65 73 96
31	26	36	(2, 4)	MW	11 37 54 57 78
32	30	23	(11, 14)	M	17 22 59 82 92
33	25	5	(0, 1)	MWF	54
34	1	11	(3, 4)	MWF	7 43 46 49 66 77
35	20	18	(3, 6)	M	18 19 31 44 72 93
36	27	31	(5, 7)	MW	2 21 33 71 81
37	3	42	(3, 4)	MWF	21 30 48 98
38	12	29	(0, 1)	MWF	48 63 75 87
39	23	46	(5, 8)	MW	36 52 62 64 66 69 85 91
40	22	43	(0, 3)	MW	25 41 53 62 68
41	3	30	(6, 7)	MWF	4 13 29 40 78 99
42	3	37	(8, 10)	MW	40 78
43	21	40	(5, 8)	MW	9 38 73
44	1	6	(10, 13)	M	20 23 39 53 64 66 100
45	25	13	(5, 7)	MW	11 25 46
46	23	39	(9, 12)	MW	37 41 49 52 67 93
47	5	21	(0, 1)	MWF	22 28 29 46 70 71 74 85
48	14	4	(0, 2)	MW	33 34 42 76 88 92
49	7	15	(3, 5)	MW	28 59 60 74
50	24	22	(5, 7)	MWF	30 63 68 86 98
