Course	Room	Teacher	Time	Days	Students
1	33	22	(7, 9)	MW	27 33 50 65 69 81 87 94
2	9	39	(6, 7)	MW	79 82 84 96
3	20	23	(0, 1)	MWF	9 31 57 67 70 90
4	39	33	(3, 6)	MW	57 64 95
5	7	24	(3, 6)	M	5 14 69
6	16	47	(0, 2)	MW	5 48 60
7	20	20	(2, 3)	MWF	30 39 49 58 71 81 87
8	2	37	(3, 5)	MW	27 66 80 85
9	6	38	(3, 4)	MWF	4 38 48 83 90 94
10	3	14	(8, 10)	MW	28 44 76 79 89
11	35	34	(0, 2)	MW	96
12	33	45	(3, 6)	MW	1 12 16 47
13	33	43	(0, 2)	MW	6 15
14	2	10	(10, 12)	MW	10 34 64 83 92
15	19	26	(0, 1)	MWF	25 29 30 39 83
16	2	41	(0, 2)	MWF	44 72
17	1	48	(7, 10)	M	1 12 13 30 51 58 63 90 91
18	10	50	(0, 2)	MWF	14 34 36 42 98
19	27	35	(6, 9)	MW	3 18 21 40 98 100
20	20	7	(4, 6)	MW	6 9 39 42 58 62 63
21	33	30	(7, 10)	TTH	3 6 11 29 47 68 75 78 95 99 100
22	33	1	(11, 12)	MWF	1 16 18 31 32 38 42 51 55 77 80 91 94
23	19	3	(2, 4)	MW	7 28 56 67
24	9	5	(2, 5)	M	23 32
25	27	31	(13, 14)	MWF	16 30 45 51 60 66
26	19	15	(10, 12)	MW	17 33 47 66 73 87
27	10	46	(3, 4)	MWF	19 24 50 60 76
28	3	32	(0, 1)	MWF	37 58 66 79
29	1	42	(3, 6)	MW	15 20 33 43 55 74
30	33	21	(11, 14)	TTH	31 36 40 45 59 62 82 88 100
31	27	25	(3, 4)	TTHF	2 29 36 52 74 88
32	1	28	(0, 1)	MWF	4 24 26 43 54 64 71 95
33	38	4	(0, 2)	MWF	16 52 68 69 73 74 82 99
34	36	11	(0, 1)	MWF	13 20 28 49 59 84 86
35	27	19	(0, 2)	MWF	2 21 27 46 47 76 80 97 100
36	27	44	(3, 5)	MW	8 35 65 72 73 75 77
37	3	8	(6, 7)	MWF	2 8 17 26 31 85 97
38	6	9	(0, 2)	MW	3 50 93
39	8	2	(0, 1)	MW	7 8 19 22 32 35 53 55 63 88 91
40	5	49	(0, 2)	MWF	10 17 45 61 85 89
41	2	16	(6, 9)	MW	35 53 78 93
42	3	29	(3, 5)	MWF	11 13 46 68 70
43	33	13	(0, 2)	TTH	5 15 60
44	27	36	(10, 12)	MW	9 35 37 52
45	33	12	(3, 5)	TTHF	10 14 56 61 72 89
46	8	27	(7, 8)	MWF	4 15 20 32 39 46 48 77 86
47	17	6	(2, 4)	MW	22 78 92
48	1	17	(11, 12)	MW	19 21 25 40 41 62 78 79 85 93
49	4	40	(2, 4)	MWF	41 54
50	7	18	(11, 14)	MW	12 68 84 89
