Course	Room	Teacher	Time	Days	Students
1	8	31	(6, 7)	MWF	7 36 40
2	29	33	(4, 6)	MW	10 12 83 101 131
3	30	39	(0, 1)	MWF	6 13 79 86 91 94 139 150
4	3	47	(5, 6)	MWF	3 22 26 50 79 91 97 107 116 118 119 129 139 145
5	14	23	(0, 3)	MW	2 16 18 46 118 123 146
6	8	48	(0, 2)	MWF	8 57 69 85 113 122
7	1	38	(4, 6)	MW	4 23 25 31 44 45 56 68 69 72
8	3	15	(13, 14)	MWF	44 90 95 118 143 146
9	5	11	(2, 3)	MW	15 47 73 105 130
10	1	18	(8, 9)	TTHF	27 29 37 46 52 78 95 100 113 122 149
11	4	9	(2, 5)	M	41 61 90 93 148
12	3	32	(7, 9)	MW	16 30 34 48 52 60 63 73 130 137 138
13	4	42	(7, 9)	MWF	12 17 49 56 92 124 146
14	14	43	(2, 3)	TTHF	28 58 59 63 144 148 149
15	3	8	(0, 2)	MW	9 30 32 35 49 55 114
16	27	28	(3, 4)	MWF	1 5 6 60 81 117 120 138
17	1	34	(0, 1)	MWF	14 27 36 45 50 58 62 65 68 72 75 80 84 87 112 120 125
18	1	10	(2, 3)	MWF	12 45 50 64 67 74 84 88 100
19	14	27	(12, 13)	MWF	1 41 72 109 129 136
20	27	40	(0, 2)	MW	7 78 97 98 117 132
21	22	22	(3, 4)	MWF	43 53 104 122 129 135 137
22	23	21	(0, 1)	MWF	24 28 51 74 81 115 127
23	14	5	(7, 9)	MWF	2 31 33 58 77 83 89 93 96 97 119 125 142 147
24	24	26	(0, 1)	MWF	42 106 107 116 142
25	9	29	(3, 4)	MW	29 62 66 97 98 114 128 149
26	26	24	(0, 1)	MWF	38 54 56 104 105 108 133
27	14	19	(4, 6)	MW	18 46 51 57 121 146 147
28	26	16	(4, 6)	MW	11 49 65 75 123
29	9	25	(0, 1)	MW	10 37 47 53 64 70 124 130 148
30	1	35	(6, 7)	TTH	16 17 37 54 77 94 116 134 144
31	7	1	(3, 5)	MW	7 30 32 80 112 132 143 144
32	3	12	(10, 12)	MW	8 11 25 49 55 77 118 132
33	30	2	(4, 5)	MWF	8 9 19 21 35 40 70 89 99 125 126
34	1	17	(3, 5)	TTH	57 61 65 67 69 71 100 105 113 139
35	1	30	(7, 10)	M	3 14 21 32 75 82 102 103 105 111 126 128 131 143
36	23	50	(3, 6)	MW	33 52 86
37	25	46	(2, 3)	MWF	22 27 34 36 51 65 92 99 103 127 145 150
38	1	7	(11, 13)	MW	5 17 33 39 40 69 76 81 88 119 140 141
39	29	3	(10, 12)	MW	73 84 93 117
40	24	20	(2, 4)	MW	59 71 133 134
41	30	45	(10, 12)	MW	48 54 59 63 67 78 106 113 125 139
42	6	13	(0, 3)	MW	23 31 76 95 101 147
43	14	14	(10, 11)	MWF	12 15 24 38 42 46 57 60 64 83 85 87 91 104 110 145 148
44	29	49	(0, 2)	MW	26 131 141
45	30	41	(2, 3)	MWF	13 44 68 108 115 116 121
46	25	37	(4, 6)	MW	20 39 54 58 87 95 109 115 140 142
47	3	4	(3, 4)	MWF	14 102 106 111
48	7	6	(0, 2)	MWF	5 20 39 43 109 111 129 143
49	29	44	(7, 9)	MW	10 13 19 24 38 42 76 79 134
50	22	36	(0, 2)	MWF	4 21 29 33 66 82 83 89 96 102 110 136 138
