Course	Room	Teacher	Time	Days	Students
1	24	9	(0, 2)	MWF	1 5 10 11 15 21 23 26 38 41 43 48 50 55 60 74 81 85 86 89 96
2	30	10	(7, 9)	MWF	1 11 22 29 33 34 42 44 53 54 55 61 70 75 77 84 85 89 94 96 98
3	6	7	(7, 9)	MW	6 10 13 17 25 27 47 56 68 73 76 81 83 87 90 93
4	5	5	(9, 11)	MW	7 8 21 24 26 28 30 31 37 38 40 41 43 49 50 51 57 58 59 69 71 74 80 82 86 91 92 97 100
5	5	4	(0, 2)	MW	2 8 13 31 39 40 45 49 52 54 57 58 59 61 69 72 79 84 88 90 91 100
6	6	8	(3, 6)	M	1 4 6 10 12 13 17 20 21 23 26 29 30 32 33 34 39 40 41 43 46 47 49 51 52 54 55 57 58 60 63 65 67 68 69 70 73 75 78 88 89 93 95 97 98 100
7	6	3	(0, 2)	MW	3 6 18 24 25 27 28 32 34 36 42 63 65 67 71 73 77 78 80 82 87 93 97 98
8	5	6	(7, 8)	MW	2 5 7 9 14 19 20 23 28 30 32 35 36 39 45 52 57 58 59 64 65 66 67 74 79 88 92 95 99
9	27	1	(3, 5)	MWF	2 3 5 7 11 15 16 18 19 24 28 35 42 45 48 53 56 62 66 77 80 81 82 83 86 87 90 91 94 96 99
10	30	2	(0, 2)	MWF	4 9 12 14 16 17 19 20 22 29 33 35 37 44 46 47 51 56 62 64 66 68 70 75 76 83 92 95 99
