Course	Room	Teacher	Time	Days	Students
1	27	95	(7, 9)	MW	7 24 56 72 73 76
2	20	59	(2, 3)	MWF	5 10 44
3	26	96	(6, 9)	MW	10 34 36 69 80
4	17	16	(5, 7)	TTH	20 32 59 72
5	25	75	(3, 4)	MWF	9 32
6	8	12	(0, 1)	MWF	5 12
7	9	52	(0, 2)	MWF	50 75 92
8	6	50	(4, 6)	MW	
9	4	37	(2, 4)	MW	79 83
10	13	30	(4, 5)	MWF	99
11	16	41	(0, 1)	MW	61 94
12	12	6	(3, 4)	MWF	
13	14	57	(4, 7)	MW	90
14	1	46	(9, 12)	T	41 46 93
15	17	20	(10, 13)	TTH	43 60 90
16	17	4	(0, 1)	TTHF	4 43
17	27	29	(0, 2)	TTHF	16 42 57 90
18	29	28	(6, 9)	MW	5 49 77
19	1	53	(0, 2)	MWF	24 33 39 54 67
20	17	15	(11, 14)	MW	2 19 60 70
21	5	56	(7, 9)	MW	95
22	29	89	(3, 5)	MWF	33 48 77
23	10	97	(3, 4)	MWF	66 100
24	13	68	(0, 3)	MW	88
25	20	91	(0, 1)	MWF	2 68
26	4	55	(0, 1)	MWF	10 32 35
27	2	76	(3, 6)	M	12 37
28	29	18	(0, 3)	TTH	18
29	28	17	(11, 13)	MWF	15
30	11	10	(0, 1)	MWF	14 17 22 89
31	17	40	(2, 4)	TTHF	
32	2	77	(10, 12)	TTHF	45 76 84
33	17	81	(0, 3)	MW	28 97
34	26	83	(4, 5)	MW	4 5 11 91
35	30	84	(0, 2)	MWF	21 34
36	26	64	(11, 14)	M	34 88
37	1	9	(3, 4)	MWF	7 26 42 62
38	21	79	(0, 2)	MW	4 11 96 98 100
39	1	43	(13, 14)	MWF	1 18 58 76 93 99
40	17	31	(8, 10)	MWF	33 46 59 87 96
41	16	11	(4, 5)	MW	28 36 52 67 85 97
42	3	94	(3, 4)	MWF	19 49 57
43	15	39	(3, 4)	MWF	56 58
44	2	49	(4, 5)	TTHF	28 92
45	5	67	(4, 6)	MW	39 87
46	1	14	(11, 12)	MW	21 41 79 81 89
47	27	71	(0, 2)	MW	47 48 95
48	11	60	(2, 4)	MW	27 41 71
49	2	44	(7, 9)	MW	1 13 71 91
50	5	8	(2, 3)	MWF	80
51	1	99	(3, 4)	TTH	82 84
52	7	7	(0, 2)	MWF	
53	15	19	(0, 2)	MWF	23 51
54	29	62	(0, 1)	MWF	7 9 26 36 58 91 93
55	4	26	(5, 7)	MW	57 83
56	1	21	(0, 2)	TTH	44 60 85 86
57	1	13	(5, 8)	TTH	26 67 75
58	2	93	(10, 13)	MW	24 25 40 44 80 85 98
59	20	2	(12, 14)	MW	37 62
60	1	48	(5, 7)	MW	42 86
61	28	63	(5, 7)	MW	16 30 45
62	29	54	(6, 8)	TTH	91 99
63	27	61	(10, 12)	MW	9 20 78
64	26	36	(0, 3)	M	8 15 55 78
65	1	78	(8, 10)	MW	15 21 92
66	21	82	(3, 4)	MWF	14 38 40 65
67	6	45	(2, 3)	MWF	13
68	9	24	(3, 6)	MW	70
69	10	72	(0, 2)	MWF	1 19 37 52
70	24	73	(3, 6)	M	98
71	28	47	(2, 4)	MW	2 17 68
72	14	69	(0, 3)	MW	81
73	23	70	(0, 1)	MW	30 87
74	28	92	(0, 1)	MWF	31 74 85
75	25	5	(0, 2)	MW	3 49 82
76	2	27	(0, 1)	MW	13 29
77	2	32	(0, 2)	TTHF	11 45 46 53 59
78	12	65	(0, 2)	MW	6
79	24	38	(0, 1)	MWF	60 83
80	28	85	(8, 10)	MW	29 38 57 88
81	17	33	(4, 7)	MW	8 15 21 29 51 61 81 88
82	22	66	(0, 2)	MW	20 56
83	25	34	(11, 14)	M	56 83
84	30	35	(3, 5)	MWF	18 72
85	28	80	(2, 3)	TTHF	64 68
86	27	90	(13, 14)	MW	13 31 38 45 50 51
87	8	98	(4, 6)	MW	22 35 50 53 74
88	20	100	(9, 11)	MW	4
89	29	22	(10, 12)	MWF	8 73
90	27	86	(5, 6)	MW	54 62 89 94 95
91	20	25	(4, 5)	MWF	3
92	27	74	(3, 4)	MWF	20 25 47 75 95
93	2	58	(7, 9)	TTHF	17 40 43 66 74
94	3	42	(5, 7)	MW	6 14 25 84
95	28	1	(4, 6)	TTH	73
96	25	3	(8, 10)	MWF	16 23 64 82
97	3	23	(0, 1)	MWF	63 69
98	7	87	(5, 6)	MWF	68 78
99	1	51	(13, 14)	TTH	17 26 30
100	20	88	(7, 8)	MWF	3 39 93 99 100
