Course	Room	Teacher	Time	Days	Students
29	12	1973	(10, 12)	MWF	74
37	26	7253	(7, 10)	TTH	47
43	29	2718	(2, 3)	TTH	55
75	16	2792	(9, 12)	MW	52
96	26	4296	(9, 10)	MWF	20
133	16	7539	(3, 4)	MWF	41
147	13	5386	(0, 2)	MWF	
166	15	8138	(12, 14)	TTH	
167	28	4295	(0, 1)	MWF	6
216	6	6218	(6, 9)	MW	36
236	18	1575	(13, 14)	TTH	27
241	9	3029	(0, 3)	TTH	58
313	6	4396	(3, 5)	MW	
327	2	1378	(4, 5)	MWF	11
333	23	3366	(11, 13)	TTH	22
384	2	4179	(10, 11)	TTHF	27
389	27	8832	(4, 5)	MWF	52
492	10	4315	(2, 3)	MWF	10
522	7	694	(4, 5)	MWF	71
547	11	5487	(10, 12)	TTH	74
572	14	9522	(2, 4)	TTH	73
574	15	589	(0, 2)	TTH	62
604	26	6359	(13, 14)	MWF	33
613	14	1813	(0, 2)	MWF	27
683	15	9737	(8, 9)	MWF	51
744	13	2771	(4, 7)	T	20
768	26	7957	(11, 14)	T	48
792	9	1176	(8, 9)	TTH	60
821	8	16	(8, 10)	MWF	77
906	3	7652	(6, 7)	MW	31
987	2	6046	(9, 12)	MW	17
1042	24	4758	(10, 13)	MW	
1052	12	8861	(13, 14)	TTH	88
1068	27	6709	(8, 10)	MW	60
1078	1	2576	(12, 13)	MW	7
1100	4	1617	(4, 5)	TTHF	48
1147	20	433	(6, 9)	TH	33
1173	28	6756	(11, 12)	MWF	23
1193	19	7938	(0, 1)	TTHF	26
1219	15	4431	(6, 7)	TTHF	64
1234	1	7743	(6, 7)	MWF	6
1246	12	2679	(8, 9)	MWF	73
1300	24	7251	(8, 11)	TTH	
1324	19	2894	(7, 8)	TTH	63
1352	14	3626	(13, 14)	MWF	57
1381	6	4986	(3, 4)	TTHF	42
1414	14	6902	(5, 8)	TTH	79
1430	21	8754	(5, 6)	MWF	35
1473	3	7954	(0, 1)	TTHF	34
1486	4	5400	(7, 8)	MWF	29
1520	3	9760	(6, 7)	TTHF	39
1522	8	1365	(11, 13)	TTH	84
1618	9	9368	(0, 1)	MWF	47
1630	3	5347	(2, 4)	TTH	35
1715	24	501	(2, 3)	MW	24 80
1751	24	8052	(2, 5)	F	94
1760	6	5374	(0, 2)	MWF	29
1785	16	4749	(10, 11)	TTHF	
1814	18	6783	(6, 8)	TTH	12
1846	28	394	(8, 11)	T	
1886	2	8661	(3, 6)	TTH	
1901	13	5555	(4, 7)	TH	88
1920	12	4300	(13, 14)	MWF	74
1931	2	1258	(0, 2)	TTH	18
1953	9	1747	(12, 13)	TTH	
1989	7	1741	(10, 11)	MWF	72
2001	23	112	(0, 2)	MWF	1
2109	3	1130	(8, 10)	MWF	31
2138	27	6543	(5, 7)	TTH	83
2144	27	5735	(8, 9)	TTHF	
2176	21	243	(4, 6)	TTH	
2202	17	4031	(7, 10)	TTH	
2235	8	8169	(8, 10)	TTH	83
2243	19	504	(9, 10)	TTHF	30
2379	29	1243	(13, 14)	TTH	61
2429	11	309	(0, 1)	MW	10
2467	23	4805	(12, 14)	MWF	14
2485	24	9	(10, 13)	F	94
2507	22	6891	(12, 13)	MWF	32
2529	12	8696	(2, 3)	MWF	71
2560	7	9720	(4, 7)	TTH	
2679	21	1246	(10, 12)	TTH	53
2767	1	7028	(10, 13)	TTH	9
2783	1	7114	(0, 2)	TTH	8
2803	14	4990	(9, 10)	TTHF	79
2825	25	2967	(4, 6)	TTH	
2827	7	2989	(8, 10)	TTH	85
2851	23	6029	(0, 2)	TTH	15
2854	9	1510	(4, 7)	TTH	59
2872	22	3803	(8, 11)	MW	28
2888	27	161	(2, 3)	MWF	51
2890	1	4960	(0, 1)	MWF	5
2898	5	2420	(13, 14)	MWF	16
2914	25	1128	(7, 9)	TTHF	68
2921	9	3691	(10, 11)	TTHF	
2978	23	7363	(5, 6)	TTH	17
3019	25	2732	(3, 5)	MW	54
3045	10	2068	(9, 11)	MW	15
3077	3	5289	(11, 13)	MWF	
3089	8	5360	(2, 3)	MWF	75
3093	20	7215	(11, 12)	MWF	18
3096	2	7075	(7, 9)	TTHF	
3245	12	6687	(6, 8)	TTH	78
3321	17	5925	(0, 1)	MWF	41
3330	24	6090	(5, 7)	TTH	45
3372	12	8948	(0, 2)	TTH	
3396	20	1048	(10, 12)	TTH	
3461	17	374	(4, 6)	TTH	67
3465	12	1988	(0, 1)	MWF	68
3479	1	7841	(8, 11)	MW	7
3488	17	4028	(4, 6)	MWF	
3517	8	6286	(11, 13)	MWF	77
3522	1	854	(8, 11)	F	42
3530	5	3485	(2, 5)	MW	4
3531	15	2813	(3, 5)	TTH	
3589	5	8292	(11, 12)	MWF	8
3590	2	944	(12, 14)	TTH	29
3701	12	7228	(4, 5)	MWF	73
3715	30	3336	(3, 5)	TTH	63
3749	28	3895	(5, 8)	MW	12
3769	7	3986	(0, 1)	MWF	
3798	20	7254	(2, 5)	MW	6
3802	26	9175	(11, 12)	MWF	25
3809	29	4912	(4, 6)	MW	26
3863	2	1518	(6, 8)	MW	
3893	22	7935	(8, 10)	TTHF	35
3916	16	9560	(0, 2)	MWF	
3924	24	4586	(7, 9)	MWF	38
3938	27	5715	(6, 7)	MWF	57
3957	28	9361	(2, 4)	TTH	43
3979	21	4771	(0, 1)	MWF	32
3986	5	3769	(11, 13)	TTH	31
4039	21	6682	(2, 4)	MW	33
4068	16	2102	(8, 9)	TTHF	62
4098	22	3067	(3, 5)	MWF	7
4168	14	8941	(3, 5)	MWF	37
4197	20	9501	(6, 9)	T	22
4234	4	335	(0, 3)	F	89
4244	20	6140	(8, 10)	MW	14
4325	15	7429	(13, 14)	MWF	58
4348	30	9211	(0, 2)	MWF	54
4378	17	8366	(7, 8)	MWF	52
4464	13	957	(0, 3)	TTH	17
4504	15	1801	(6, 7)	MW	43
4508	5	2819	(6, 7)	MWF	4
4552	6	5820	(7, 9)	TTH	49
4561	29	8645	(0, 1)	TTH	43
4575	17	3977	(11, 12)	MW	
4606	30	4470	(9, 12)	TTH	67
4780	10	7590	(10, 11)	TTHF	39
4809	14	3414	(9, 12)	MW	56
4915	22	9316	(6, 7)	MWF	10
4950	26	6821	(5, 8)	MW	15
5037	11	6274	(3, 4)	TTHF	
5063	12	5385	(3, 5)	TTH	77
5101	18	5750	(0, 2)	TTH	
5111	18	7182	(9, 11)	MWF	4
5122	16	4238	(13, 14)	MWF	53
5135	30	1917	(6, 8)	MWF	
5204	20	1763	(13, 14)	TTH	77
5333	4	1105	(0, 1)	MW	21
5357	25	1938	(10, 12)	TTH	69
5380	24	5503	(0, 1)	TTHF	42
5388	7	1865	(6, 7)	MWF	71
5405	10	7194	(4, 5)	MW	17
5413	21	3876	(2, 3)	TTHF	
5441	2	2277	(2, 3)	MWF	11
5473	10	2357	(3, 6)	TTH	18 60
5474	14	2421	(13, 14)	TTH	89
5527	21	7589	(7, 9)	TTH	46
5537	17	6573	(11, 13)	TTHF	62
5618	20	1210	(0, 2)	TTHF	
5619	1	4891	(3, 5)	TTH	10
5644	13	4582	(13, 14)	MWF	26
5653	22	2504	(0, 2)	MWF	3
5680	9	5683	(2, 4)	WF	76
5707	17	498	(13, 14)	MW	72
5735	26	2144	(5, 6)	TTHF	43
5775	21	7809	(11, 13)	MW	44
5777	25	5608	(2, 5)	F	
5793	13	7620	(6, 7)	MWF	19
5848	4	5688	(11, 13)	TTH	68
5871	4	4773	(2, 4)	MW	22
5896	4	7260	(6, 8)	TTH	55
5912	4	2347	(9, 11)	MW	
5913	18	5276	(3, 5)	MWF	3
5929	29	1435	(7, 9)	TTH	
5973	28	268	(5, 7)	TTHF	40
6004	12	3079	(6, 7)	MWF	73
6087	11	9263	(0, 2)	TTHF	
6100	27	7441	(2, 4)	TTH	78
6102	19	1296	(2, 4)	TTH	28
6148	9	6708	(8, 11)	MW	54
6160	18	2657	(12, 14)	MWF	5
6163	6	2328	(5, 6)	TTHF	
6187	21	5053	(13, 14)	TTHF	55
6190	19	9040	(12, 13)	MWF	
6193	28	3513	(8, 11)	TH	86
6231	3	618	(8, 10)	TTH	40
6295	19	4347	(5, 6)	TTHF	29
6418	14	6653	(11, 12)	TTHF	81
6465	5	6318	(8, 10)	MW	6
6495	21	2742	(0, 1)	TTH	49
6509	21	1883	(7, 8)	MWF	
6603	28	6180	(9, 10)	MWF	16
6622	3	1784	(4, 5)	MWF	30
6632	27	851	(10, 11)	TTHF	65 97
6641	29	8098	(2, 3)	MWF	13
6653	5	6418	(0, 2)	TTH	9
6680	6	631	(10, 11)	MWF	36
6716	28	1455	(0, 1)	TTH	27
6726	25	4507	(2, 3)	TTH	66
6765	22	9827	(11, 14)	TTH	37
6781	13	9874	(11, 12)	TTH	36
6782	7	1830	(12, 14)	MW	78
6807	20	9318	(0, 1)	MW	
6811	29	7046	(4, 6)	TTHF	47 80
6816	7	9405	(8, 9)	MWF	
6846	8	5932	(4, 7)	TTH	82
6888	3	4275	(0, 3)	MW	28
6922	1	7431	(4, 5)	MWF	5
6936	23	5948	(7, 9)	MWF	11
6943	24	7717	(12, 14)	TTH	
6958	29	8752	(10, 12)	TTH	56
6964	18	5287	(3, 5)	TTH	9
7000	13	2298	(8, 10)	TTHF	
7008	6	8433	(10, 13)	TTH	71
7108	29	3622	(0, 1)	MWF	4
7130	13	1238	(3, 5)	MW	16
7144	30	6188	(6, 8)	TTH	65
7145	15	4826	(3, 5)	MWF	39
7152	30	3133	(11, 12)	MWF	58
7168	19	1979	(7, 8)	MWF	23
7212	12	1775	(9, 12)	TTH	
7214	8	6247	(0, 3)	TTH	80
7251	23	1300	(3, 6)	MW	2
7308	17	1136	(9, 10)	MWF	57 85
7349	11	3201	(2, 4)	MW	19
7413	1	9638	(2, 3)	MW	5
7421	27	9669	(11, 13)	MW	61
7424	28	8513	(13, 14)	TTHF	54
7434	18	255	(0, 1)	MWF	
7497	29	5952	(7, 8)	MWF	26
7553	13	7702	(13, 14)	TTH	56
7574	8	4262	(0, 1)	MWF	74
7578	8	272	(6, 7)	MWF	76
7602	15	4722	(10, 12)	MW	53
7622	24	2604	(4, 6)	MW	32
7701	4	7050	(2, 3)	TTH	47
7730	28	7012	(13, 14)	MW	28
7732	9	4532	(2, 5)	M	50
7757	5	4201	(0, 1)	MWF	
7811	26	2532	(2, 4)	MWF	14
7818	19	8836	(0, 2)	MW	20
7909	11	6547	(6, 9)	MW	30
7926	14	6287	(6, 8)	MWF	46
7931	10	1815	(12, 14)	TTH	52
7934	5	9798	(9, 10)	TTHF	24
7941	29	2760	(10, 11)	MWF	38
7970	8	7154	(4, 5)	MWF	75
8007	6	9733	(12, 14)	MWF	37
8019	11	8726	(8, 9)	TTHF	72
8050	26	1658	(11, 14)	TH	92
8054	14	7618	(0, 1)	TTH	67
8100	11	6951	(5, 7)	TTHF	66
8125	17	3757	(2, 3)	MW	45 91
8156	2	3685	(13, 14)	MWF	20
8182	18	8177	(7, 8)	MWF	2
8202	13	8189	(9, 12)	MW	12
8205	27	9952	(0, 1)	MWF	50
8271	4	9043	(12, 14)	MWF	34
8328	23	4863	(7, 10)	TTH	21
8372	17	5290	(0, 3)	TTH	53
8418	16	9662	(5, 8)	MW	45
8533	19	1087	(9, 11)	MW	
8543	24	6604	(0, 1)	MW	22
8553	6	3427	(0, 2)	TTH	37
8645	30	4561	(13, 14)	TTH	69
8688	27	5146	(0, 1)	TTH	75
8703	16	9281	(5, 7)	TTHF	61
8718	5	3241	(6, 8)	TTH	13
8732	1	5094	(6, 9)	TTH	7
8757	23	9922	(3, 4)	TTHF	15
8825	11	8468	(12, 13)	MWF	42
8860	4	9988	(5, 6)	MW	23
8899	30	3940	(13, 14)	MWF	60
8914	5	1857	(3, 5)	TTHF	
8927	19	6508	(3, 6)	MW	21
8996	25	2318	(0, 2)	MW	49
9038	4	3865	(9, 10)	TTHF	50
9061	10	8430	(0, 2)	TTH	25
9106	15	239	(0, 2)	MWF	
9130	27	5266	(12, 14)	TTHF	66
9136	9	489	(12, 13)	MWF	59
9137	25	6024	(6, 9)	MW	59
9163	20	6987	(3, 5)	TTH	12
9264	21	3422	(9, 10)	MWF	41
9303	15	4755	(10, 11)	TTHF	66
9310	26	174	(0, 3)	TTH	40
9345	25	440	(10, 13)	MW	64
9353	7	6957	(12, 13)	TTHF	78
9371	15	4476	(8, 9)	TTH	76
9386	24	1344	(2, 4)	TTH	44
9414	28	2664	(3, 4)	MWF	1
9420	16	9811	(12, 14)	TTH	70
9427	25	2388	(13, 14)	TTHF	
9472	19	2642	(11, 13)	TTH	30
9496	11	4524	(13, 14)	TTH	79
9508	25	8176	(0, 1)	TTHF	65
9512	30	3856	(3, 5)	MW	56
9527	7	633	(2, 3)	MWF	70
9539	18	3413	(9, 12)	TTH	19
9540	16	4443	(0, 3)	TTH	64
9555	23	7985	(10, 11)	MWF	13
9561	3	948	(11, 13)	TTH	40
9578	30	6120	(9, 10)	MWF	58
9582	10	5513	(0, 1)	MWF	
9644	10	606	(8, 9)	TTHF	
9650	2	3487	(0, 1)	MWF	11
9727	20	3882	(13, 14)	MWF	51
9732	11	804	(10, 11)	MWF	69
9748	10	3593	(6, 7)	MWF	16
9799	9	1491	(6, 7)	MWF	51
9807	4	6753	(0, 1)	TTH	41
9815	26	9379	(0, 1)	MW	2
9817	20	9639	(6, 7)	MWF	8
9830	30	4702	(0, 2)	TTH	59
9838	22	7593	(4, 6)	TTH	36
9864	22	6729	(0, 3)	TTH	32
9888	10	9657	(12, 14)	MWF	21
9959	7	4289	(0, 3)	TTH	82
9990	29	8474	(12, 13)	MWF	39
