Students	3000
1	381	499	418	7
2	478	268	63	113
3	438	165	216	206
4	433	59	484	390
5	24	487	20	272
6	226	461	57	89
7	77	67	23	470
8	205	251	131	372
9	208	392	114	439
10	79	393	29	463
11	130	433	358	208
12	189	336	229	96
13	387	58	396	94
14	484	133	378	174
15	90	33	176	122
16	171	307	297	471
17	327	298	307	250
18	287	67	332	326
19	349	32	374	307
20	59	479	447	398
21	139	130	45	377
22	200	485	103	204
23	351	494	175	209
24	53	5	269	180
25	34	482	233	368
26	478	73	218	163
27	401	423	119	148
28	22	61	389	340
29	168	327	9	66
30	469	327	485	235
31	202	65	237	495
32	358	329	17	5
33	428	199	192	78
34	95	94	222	243
35	408	155	36	232
36	180	56	309	417
37	311	223	429	172
38	228	394	277	221
39	137	394	259	110
40	373	206	5	232
41	330	366	420	199
42	441	489	451	395
43	55	40	237	262
44	451	151	458	302
45	55	500	399	442
46	331	353	60	403
47	73	419	22	101
48	231	374	31	219
49	38	307	156	167
50	17	194	127	230
51	457	359	278	346
52	21	305	185	420
53	151	392	132	393
54	211	225	371	289
55	203	120	348	40
56	370	493	350	402
57	469	371	148	487
58	240	156	73	126
59	311	292	390	164
60	428	96	489	196
61	116	330	466	363
62	370	469	412	162
63	386	34	428	418
64	255	113	83	302
65	357	88	289	490
66	434	109	228	48
67	52	320	41	117
68	331	374	158	147
69	272	420	226	97
70	96	298	244	274
71	299	421	219	185
72	357	86	256	495
73	395	10	93	97
74	184	115	248	454
75	116	355	291	73
76	297	371	58	347
77	314	85	401	349
78	99	260	264	281
79	432	448	315	298
80	200	167	90	278
81	15	316	347	11
82	406	272	218	126
83	495	267	351	226
84	189	427	354	240
85	232	238	70	180
86	97	444	479	445
87	378	355	122	38
88	255	144	361	277
89	367	6	315	7
90	487	142	144	210
91	248	437	51	327
92	378	193	399	348
93	173	416	374	315
94	361	453	461	495
95	229	331	356	444
96	113	338	370	11
97	335	116	322	58
98	117	88	156	180
99	464	113	487	69
100	473	38	394	181
101	262	172	35	47
102	411	171	475	93
103	4	454	152	357
104	236	15	36	146
105	269	196	207	352
106	196	381	135	61
107	57	249	43	456
108	23	250	66	145
109	125	152	139	149
110	473	495	204	335
111	8	45	103	432
112	499	58	183	22
113	486	60	325	380
114	118	398	134	115
115	124	204	123	176
116	459	11	304	268
117	408	216	139	21
118	311	354	139	455
119	23	52	123	98
120	169	415	288	156
121	114	378	152	62
122	155	380	242	244
123	500	121	392	254
124	46	374	270	147
125	68	216	389	47
126	301	346	228	186
127	209	361	389	181
128	297	109	330	465
129	428	360	214	88
130	354	272	21	6
131	163	64	139	198
132	392	252	446	273
133	305	228	19	102
134	426	449	472	378
135	29	195	216	134
136	217	70	420	197
137	160	182	372	419
138	189	469	12	83
139	368	33	264	376
140	195	23	167	498
141	464	108	197	212
142	317	177	383	457
143	302	214	487	98
144	481	403	454	358
145	449	1	125	247
146	274	112	442	108
147	337	177	336	464
148	71	42	99	241
149	347	2	361	404
150	161	330	457	182
151	27	443	272	387
152	483	410	177	89
153	94	204	473	44
154	222	432	387	262
155	259	168	86	61
156	453	273	40	317
157	270	109	313	10
158	431	33	288	250
159	10	70	57	203
160	239	433	320	454
161	444	463	365	240
162	188	500	73	404
163	245	324	37	80
164	50	404	383	356
165	457	459	71	345
166	76	196	164	404
167	477	278	469	331
168	106	135	214	139
169	300	332	227	469
170	406	209	226	215
171	398	64	256	467
172	131	430	128	20
173	164	474	281	478
174	292	331	429	450
175	467	493	166	195
176	116	232	223	357
177	259	195	339	174
178	467	414	148	38
179	243	53	152	463
180	24	266	260	482
181	51	186	2	146
182	404	195	426	290
183	441	366	248	300
184	431	296	233	340
185	109	485	104	105
186	20	254	79	385
187	430	315	417	271
188	269	433	406	380
189	127	250	35	303
190	178	221	237	173
191	47	414	29	77
192	411	42	476	105
193	248	35	200	219
194	111	302	165	161
195	314	388	370	454
196	4	496	123	77
197	340	79	403	414
198	444	80	352	44
199	155	499	118	309
200	79	9	56	304
201	143	206	410	463
202	467	400	272	290
203	114	150	359	419
204	303	189	406	164
205	255	448	279	365
206	96	197	356	494
207	123	113	367	427
208	61	126	209	53
209	408	300	186	200
210	75	443	391	275
211	26	205	16	93
212	135	61	340	470
213	78	144	264	317
214	452	55	158	46
215	486	130	443	452
216	69	317	304	376
217	248	75	22	291
218	218	483	438	210
219	168	298	306	394
220	375	232	150	60
221	250	32	96	262
222	339	41	440	315
223	179	41	326	112
224	301	161	12	361
225	24	20	472	475
226	215	479	268	357
227	97	44	402	2
228	153	108	436	481
229	463	484	50	198
230	252	485	216	147
231	427	38	367	118
232	41	451	365	339
233	472	331	476	469
234	81	95	349	55
235	78	251	436	249
236	178	289	98	467
237	310	163	398	394
238	179	51	68	126
239	325	322	345	151
240	213	113	277	280
241	285	474	351	179
242	269	136	274	196
243	378	44	333	76
244	155	53	20	188
245	379	160	443	157
246	288	58	488	79
247	365	12	245	35
248	187	452	46	405
249	73	102	383	15
250	495	140	188	244
251	66	145	169	274
252	462	41	165	388
253	280	497	284	236
254	212	342	353	78
255	94	340	441	380
256	216	339	365	218
257	383	123	98	86
258	377	115	314	64
259	288	440	497	8
260	329	391	331	77
261	45	366	344	372
262	246	141	272	192
263	289	131	86	110
264	283	425	347	385
265	140	1	275	346
266	408	31	90	297
267	272	277	80	160
268	261	171	376	29
269	478	212	336	140
270	155	130	120	140
271	310	146	101	329
272	37	272	454	25
273	177	67	260	90
274	445	228	152	413
275	452	147	49	415
276	64	47	236	211
277	278	110	484	305
278	463	497	482	488
279	328	204	437	458
280	331	137	355	75
281	445	302	321	209
282	106	55	349	93
283	334	197	469	32
284	280	70	52	353
285	44	269	249	144
286	480	497	82	259
287	204	484	470	322
288	408	292	495	427
289	144	5	49	437
290	213	359	291	323
291	446	181	426	135
292	54	7	431	24
293	313	25	94	280
294	406	482	5	281
295	444	369	440	53
296	244	137	490	375
297	288	62	494	459
298	324	36	264	499
299	233	437	207	56
300	213	291	21	170
301	166	67	358	13
302	475	251	127	307
303	63	442	272	410
304	15	381	359	92
305	203	121	12	8
306	18	463	22	243
307	430	287	310	49
308	468	500	265	344
309	172	221	261	283
310	137	229	435	55
311	14	176	279	382
312	354	79	421	3
313	126	336	46	469
314	409	234	336	387
315	421	453	38	125
316	12	80	479	280
317	320	119	410	388
318	262	180	441	425
319	60	77	218	187
320	128	201	358	42
321	430	265	467	347
322	358	1	314	458
323	406	127	414	408
324	185	181	28	438
325	227	28	375	195
326	388	7	154	126
327	180	131	256	324
328	148	401	71	54
329	274	191	182	464
330	201	228	202	343
331	360	182	43	485
332	466	387	153	235
333	92	212	467	262
334	141	296	248	221
335	67	408	421	299
336	254	52	113	282
337	221	472	74	324
338	292	229	18	303
339	36	221	370	406
340	299	197	327	386
341	438	118	278	15
342	25	234	102	479
343	318	244	376	385
344	132	265	177	208
345	43	141	414	51
346	212	37	356	34
347	244	372	15	267
348	308	443	464	435
349	244	484	103	398
350	398	9	31	80
351	150	338	226	392
352	369	445	457	349
353	331	100	438	93
354	418	187	492	58
355	71	350	88	70
356	251	124	22	120
357	100	3	421	397
358	159	300	485	472
359	344	42	137	479
360	182	95	168	236
361	387	82	187	79
362	404	407	179	111
363	106	496	414	468
364	339	268	114	422
365	464	256	191	290
366	176	150	86	464
367	499	326	166	329
368	396	197	23	411
369	236	203	309	208
370	478	97	186	361
371	177	294	191	293
