Course	Room	Teacher	Time	Days	Students
1	10	5	(0, 1)	MWF	4 8 10 12 13 14 27 28 29 30 31 38 41 48 51 52 55 56 64 65 66 74 75 76 77 85 89 90 96 99
2	2	8	(0, 1)	MWF	1 9 11 15 16 17 21 23 33 36 40 42 43 45 46 49 50 54 57 59 61 63 67 72 73 82 83 87 91 94 98
3	27	7	(2, 3)	MWF	3 4 13 15 29 35 37 43 44 50 55 63 65 73 75 76 80 88 93 95 97 98
4	25	9	(2, 3)	MWF	2 6 7 8 9 10 14 16 19 21 23 26 27 33 38 40 47 49 52 56 59 62 64 69 71 74 82 83 89 92 94 100
5	11	1	(0, 1)	MWF	2 3 5 6 19 20 22 24 25 26 34 35 37 47 53 58 69 70 71 78 84 86 92 93 95 100
6	4	10	(2, 5)	MW	28 30 48 57 60 79 85 87
7	28	3	(2, 3)	MWF	1 5 11 17 18 20 22 24 25 32 39 41 45 61 67 68 70 72 78 81 91 96 99
8	2	2	(4, 6)	MW	2 8 12 13 14 18 19 29 33 35 39 46 47 50 51 52 55 59 63 66 73 75 76 77 80 82 86 94 100
9	24	4	(4, 6)	MW	9 15 16 23 25 26 43 44 49 53 54 61 64 68 74 89 90 92 97
10	3	6	(4, 6)	MWF	4 6 7 10 20 22 31 32 34 36 37 38 40 42 45 58 62 65 67 69 78 81 83 84 88 95 98 99
