Course	Room	Teacher	Time	Days	Students
1	3	6242	(0, 1)	MWF	22
15	15	7181	(4, 7)	F	
22	17	6358	(6, 7)	MWF	50
27	14	7587	(0, 3)	F	
79	29	8798	(0, 1)	TTHF	10
104	10	6059	(0, 3)	TTH	50
105	9	4345	(2, 3)	MWF	10
132	17	5125	(8, 11)	TTH	61
141	12	3809	(9, 11)	MW	17
160	14	9076	(0, 2)	TTH	41
165	2	4847	(6, 7)	MWF	18
166	26	8253	(11, 13)	TTH	87
200	14	396	(4, 5)	MWF	34
241	5	2297	(0, 3)	TTH	16
242	3	4394	(4, 6)	MW	
243	10	8906	(4, 7)	TTH	
300	4	3806	(5, 6)	MWF	32
315	21	8105	(6, 8)	MWF	66
323	6	9752	(12, 14)	TTH	58
349	4	1754	(13, 14)	MWF	46
359	16	7056	(7, 9)	MWF	53
363	25	9878	(12, 14)	TTH	44
432	16	2755	(5, 8)	TTH	63
467	10	9901	(9, 10)	MWF	49
474	2	286	(3, 5)	MWF	9
476	21	7659	(12, 14)	MW	70
482	30	9207	(6, 8)	MWF	77
533	29	2241	(13, 14)	TTH	84
629	18	9891	(2, 4)	MW	38
635	26	2395	(12, 13)	MWF	81
654	2	9532	(3, 5)	TTH	29
716	15	3868	(4, 6)	MW	2
744	5	5264	(3, 6)	W	69
785	4	4303	(0, 2)	TTH	43
789	25	9209	(6, 8)	TTH	
858	11	6556	(2, 4)	TTHF	11
876	3	1260	(7, 10)	TTH	
982	23	307	(11, 13)	MW	
995	23	7808	(4, 7)	MW	
1022	9	3135	(4, 5)	TTHF	46
1029	9	5494	(6, 7)	TTH	75
1038	1	9963	(5, 6)	MWF	5
1090	14	3593	(13, 14)	TTHF	74
1106	6	3608	(7, 8)	TTH	48
1107	29	9538	(0, 2)	MW	4
1130	11	6986	(8, 10)	MWF	6
1146	13	2686	(0, 1)	MWF	
1147	3	7428	(0, 2)	TTH	39
1208	7	8678	(6, 7)	TTH	17
1226	9	8384	(6, 7)	MWF	31
1259	15	5541	(4, 7)	TTH	10
1265	15	6632	(8, 10)	TTHF	22
1347	1	5593	(11, 13)	TTHF	
1349	27	8711	(7, 10)	TH	
1377	14	7384	(11, 14)	MW	40
1403	4	535	(13, 14)	TTH	59
1418	28	1525	(10, 12)	TTH	85
1437	23	4787	(2, 3)	MWF	63
1465	3	3049	(11, 13)	TTH	
1478	21	8369	(0, 2)	TTH	77
1484	18	7361	(5, 8)	MW	39
1530	11	435	(0, 1)	MWF	
1541	18	2296	(0, 1)	MWF	35
1565	26	776	(7, 9)	MWF	
1597	16	5696	(13, 14)	MWF	57
1604	21	5850	(4, 5)	MWF	65
1641	12	4017	(5, 6)	MWF	14
1671	30	1271	(2, 3)	MWF	76
1678	29	6662	(2, 5)	TH	54
1693	24	1818	(3, 6)	W	79
1707	24	4738	(7, 10)	MW	
1792	18	3016	(12, 14)	MWF	
1856	23	3435	(11, 12)	TTHF	74
1859	6	3703	(2, 3)	MWF	23
1864	6	9220	(4, 6)	MWF	24
1899	8	6342	(11, 13)	MW	
1965	2	2831	(12, 14)	MW	17
1987	1	2891	(0, 1)	MWF	1
2019	27	9328	(7, 10)	T	64
2026	16	5441	(2, 4)	MW	51
2076	3	3958	(4, 6)	TTHF	
2099	3	5830	(7, 8)	MWF	33
2169	7	997	(0, 1)	MWF	2
2180	9	9340	(8, 9)	TTHF	52
2206	23	4380	(7, 8)	TTHF	73
2228	10	768	(13, 14)	MWF	50
2229	22	2045	(3, 5)	TTH	77
2281	6	8283	(4, 6)	TTH	47
2293	5	9592	(0, 2)	MW	9
2304	21	9116	(3, 6)	TTH	78
2412	7	263	(8, 10)	TTH	20
2437	11	4243	(2, 5)	MW	3
2445	7	4939	(11, 12)	TTH	26
2474	23	4584	(9, 10)	TTHF	74
2574	12	4798	(4, 7)	TTH	42
2589	29	1370	(9, 10)	TTHF	14
2642	22	5584	(0, 2)	MWF	
2645	29	3386	(11, 12)	TTH	39
2703	19	918	(11, 12)	MWF	69
2726	11	169	(11, 12)	MWF	9
2806	8	5863	(3, 5)	MW	11 28
2814	15	978	(2, 3)	MWF	2
2850	30	1430	(8, 10)	TTH	84
2857	2	9632	(0, 2)	TTH	24
2885	5	9718	(4, 6)	TTHF	16
2899	6	4272	(0, 3)	TTH	46
2923	3	8927	(11, 12)	MWF	37
2990	23	8025	(0, 2)	TTH	82
3030	15	2295	(0, 2)	TTH	
3047	20	7922	(3, 5)	MWF	
